Query	Hit	Score
EKOJODHF_00078	MER0003338	166.0
EKOJODHF_00079	MER0005768	145.0
EKOJODHF_00083	MER0003336	169.0
EKOJODHF_00168	MER0264123	57.4
EKOJODHF_00175	MER0059846	158.0
EKOJODHF_00236	MER0001158	399.0
EKOJODHF_00255	MER0003280	71.6
EKOJODHF_00256	MER0031617	69.3
EKOJODHF_00291	MER0005767	126.0
EKOJODHF_00313	MER0039993	503.0
EKOJODHF_00357	MER0003380	131.0
EKOJODHF_00378	MER0025086	82.8
EKOJODHF_00443	MER0015166	101.0
EKOJODHF_00446	MER0034539	119.0
EKOJODHF_00450	MER0002455	133.0
EKOJODHF_00457	MER0005742	55.5
EKOJODHF_00478	MER0005139	76.6
EKOJODHF_00479	MER0005139	79.3
EKOJODHF_00485	MER0100667	71.6
EKOJODHF_00492	MER0017009	112.0
EKOJODHF_00493	MER0012283	60.1
EKOJODHF_00495	MER0003514	132.0
EKOJODHF_00514	MER0192051	56.2
EKOJODHF_00528	MER0003376	84.3
EKOJODHF_00587	MER0030932	44.7
EKOJODHF_00670	MER0069741	113.0
EKOJODHF_00696	MER0031551	72.0
EKOJODHF_00714	MER0003817	45.8
EKOJODHF_00724	MER0001421	421.0
EKOJODHF_00758	MER0014188	64.3
EKOJODHF_00846	MER0017250	111.0
EKOJODHF_00860	MER0015424	165.0
EKOJODHF_00903	MER0011413	117.0
EKOJODHF_00906	MER0001313	50.8
EKOJODHF_00908	MER0005900	174.0
EKOJODHF_00913	MER0001266	95.9
EKOJODHF_00940	MER0004111	176.0
EKOJODHF_00989	MER0000443	243.0
EKOJODHF_01038	MER0006319	204.0
EKOJODHF_01039	MER0000277	95.1
EKOJODHF_01075	MER0028194	43.5
EKOJODHF_01085	MER0031431	59.7
EKOJODHF_01155	MER0066182	75.9
EKOJODHF_01180	MER0065588	160.0
EKOJODHF_01205	MER0034539	98.2
EKOJODHF_01215	MER0034539	105.0
EKOJODHF_01228	MER0015121	52.8
EKOJODHF_01259	MER0033186	197.0
EKOJODHF_01272	MER0001425	45.4
EKOJODHF_01304	MER0002422	47.8
EKOJODHF_01306	MER0005169	182.0
EKOJODHF_01310	MER0057728	115.0
EKOJODHF_01320	MER0031570	55.1
EKOJODHF_01322	MER0002007	283.0
EKOJODHF_01335	MER0004090	117.0
EKOJODHF_01349	MER0005778	53.5
EKOJODHF_01351	MER0073084	95.5
EKOJODHF_01354	MER0005767	72.8
EKOJODHF_01385	MER0034615	306.0
EKOJODHF_01388	MER0003376	46.2
EKOJODHF_01404	MER0175622	90.5
EKOJODHF_01410	MER0065554	250.0
EKOJODHF_01415	MER0045886	169.0
EKOJODHF_01418	MER0030212	48.5
EKOJODHF_01420	MER0195774	122.0
EKOJODHF_01423	MER0069741	67.4
EKOJODHF_01426	MER0017193	68.6
EKOJODHF_01446	MER0004775	500.0
EKOJODHF_01455	MER0004469	67.0
EKOJODHF_01456	MER0001009	94.7
EKOJODHF_01588	MER0031432	83.2
EKOJODHF_01613	MER0031610	151.0
EKOJODHF_01617	MER0000474	213.0
EKOJODHF_01656	MER0014140	46.2
EKOJODHF_01658	MER0026494	239.0
EKOJODHF_01666	MER0281397	64.3
EKOJODHF_01668	MER0015424	138.0
EKOJODHF_01687	MER0034539	265.0
EKOJODHF_01701	MER0001602	120.0
EKOJODHF_01723	MER0005900	90.5
EKOJODHF_01752	MER0001272	55.8
EKOJODHF_01763	MER0066178	45.8
EKOJODHF_01771	MER0036038	79.7
EKOJODHF_01823	MER0044357	80.5
EKOJODHF_01835	MER0198917	323.0
EKOJODHF_01838	MER0028025	149.0
EKOJODHF_01862	MER0078925	50.8
EKOJODHF_01901	MER0001423	344.0
EKOJODHF_01906	MER0002443	95.1
EKOJODHF_01910	MER0001295	162.0
EKOJODHF_01913	MER0037236	86.3
EKOJODHF_02031	MER0001243	186.0
EKOJODHF_02036	MER0002251	214.0
EKOJODHF_02042	MER0077555	78.6
EKOJODHF_02070	MER0039993	485.0
EKOJODHF_02221	MER0044622	156.0
EKOJODHF_02262	MER0472834	70.5
EKOJODHF_02266	MER0028047	209.0
EKOJODHF_02295	MER0002959	131.0
EKOJODHF_02308	MER0066178	60.8
EKOJODHF_02352	MER0002635	170.0
EKOJODHF_02360	MER0047723	433.0
EKOJODHF_02372	MER0026262	130.0
EKOJODHF_02455	MER0003558	64.7
EKOJODHF_02477	MER0034582	97.1
EKOJODHF_02482	MER0001284	73.6
EKOJODHF_02505	MER0001161	504.0
EKOJODHF_02513	MER0016067	68.9
EKOJODHF_02549	MER0015475	74.7
EKOJODHF_02587	MER0078640	224.0
EKOJODHF_02596	MER0056525	257.0
EKOJODHF_02622	MER0026339	60.1
EKOJODHF_02677	MER0036038	84.0
EKOJODHF_02703	MER0005694	315.0
EKOJODHF_02748	MER0036053	74.7
EKOJODHF_02749	MER0026262	123.0
EKOJODHF_02753	MER0001244	191.0
EKOJODHF_02760	MER0195774	121.0
EKOJODHF_02761	MER0237414	61.2
EKOJODHF_02775	MER0034541	237.0
EKOJODHF_02900	MER0003339	111.0
EKOJODHF_02908	MER0015468	58.2
EKOJODHF_02909	MER0015452	43.9
EKOJODHF_02913	MER0000589	72.4
EKOJODHF_02918	MER0014333	197.0
EKOJODHF_02919	MER0031551	67.8
EKOJODHF_03017	MER0015473	67.4
EKOJODHF_03022	MER0033254	72.0
EKOJODHF_03023	MER0003397	76.6
EKOJODHF_03104	MER0195376	86.7
EKOJODHF_03149	MER0042827	105.0
EKOJODHF_03166	MER0001284	72.0
EKOJODHF_03167	MER0168983	60.1
EKOJODHF_03196	MER0003514	120.0
EKOJODHF_03265	MER0014135	234.0
EKOJODHF_03268	MER0066178	51.6
EKOJODHF_03274	MER0012158	207.0
EKOJODHF_03284	MER0073084	181.0
EKOJODHF_03317	MER0016191	132.0
EKOJODHF_03347	MER0000410	360.0
EKOJODHF_03410	MER0000485	237.0
EKOJODHF_03416	MER0042387	111.0
EKOJODHF_03437	MER0069741	67.8
EKOJODHF_03490	MER0003514	45.1
