Query	Hit	Score
EIABLGND_00010	MER0034539	146.0
EIABLGND_00035	MER0026262	117.0
EIABLGND_00141	MER0033259	63.9
EIABLGND_00173	MER0015415	57.8
EIABLGND_00195	MER0000589	63.2
EIABLGND_00199	MER0035036	53.9
EIABLGND_00200	MER0015473	62.4
EIABLGND_00219	MER0036115	51.2
EIABLGND_00220	MER0077555	73.9
EIABLGND_00238	MER0004925	338.0
EIABLGND_00251	MER0073084	109.0
EIABLGND_00351	MER0060647	231.0
EIABLGND_00385	MER0015475	68.6
EIABLGND_00396	MER0039993	505.0
EIABLGND_00404	MER0001161	502.0
EIABLGND_00430	MER0034582	131.0
EIABLGND_00433	MER0036084	52.4
EIABLGND_00497	MER0472834	43.1
EIABLGND_00521	MER0069741	59.7
EIABLGND_00644	MER0014521	47.8
EIABLGND_00655	MER0013623	176.0
EIABLGND_00659	MER0002443	79.7
EIABLGND_00727	MER0069741	108.0
EIABLGND_00793	MER0037236	95.5
EIABLGND_00808	MER0002746	48.9
EIABLGND_00812	MER0002251	215.0
EIABLGND_00823	MER0001243	211.0
EIABLGND_00836	MER0492485	99.8
EIABLGND_00844	MER0039993	494.0
EIABLGND_00849	MER0001299	280.0
EIABLGND_00859	MER0000474	221.0
EIABLGND_00864	MER0031610	153.0
EIABLGND_00905	MER0014827	65.9
EIABLGND_00929	MER0001289	74.7
EIABLGND_00939	MER0209507	48.5
EIABLGND_00941	MER0005767	70.5
EIABLGND_00999	MER0045886	180.0
EIABLGND_01003	MER0065554	256.0
EIABLGND_01008	MER0001521	97.8
EIABLGND_01046	MER0001421	447.0
EIABLGND_01050	MER0001290	73.9
EIABLGND_01159	MER0014140	46.2
EIABLGND_01191	MER0042827	110.0
EIABLGND_01201	MER0005139	74.3
EIABLGND_01226	MER0005196	340.0
EIABLGND_01296	MER0015121	53.9
EIABLGND_01387	MER0035017	130.0
EIABLGND_01404	MER0025086	144.0
EIABLGND_01412	MER0001322	68.2
EIABLGND_01428	MER0000410	370.0
EIABLGND_01438	MER0168983	62.8
EIABLGND_01448	MER0033186	211.0
EIABLGND_01463	MER0001297	48.1
EIABLGND_01478	MER0019759	90.5
EIABLGND_01490	MER0000485	243.0
EIABLGND_01493	MER0026545	119.0
EIABLGND_01499	MER0001295	157.0
EIABLGND_01509	MER0001423	355.0
EIABLGND_01532	MER0026494	229.0
EIABLGND_01578	MER0029657	86.7
EIABLGND_01583	MER0005767	129.0
EIABLGND_01654	MER0000576	120.0
EIABLGND_01667	MER0000392	297.0
EIABLGND_01674	MER0034615	332.0
EIABLGND_01675	MER0095620	288.0
EIABLGND_01703	MER0001244	186.0
EIABLGND_01704	MER0036053	79.7
EIABLGND_01712	MER0011806	55.8
EIABLGND_01729	MER0016191	121.0
EIABLGND_01742	MER0004775	507.0
EIABLGND_01812	MER0002489	127.0
EIABLGND_01839	MER0195774	131.0
EIABLGND_01840	MER0237414	79.7
EIABLGND_01912	MER0034541	269.0
EIABLGND_01916	MER0001400	164.0
EIABLGND_01928	MER0001425	122.0
EIABLGND_02023	MER0001313	43.1
EIABLGND_02035	MER0003380	146.0
EIABLGND_02045	MER0004469	62.8
EIABLGND_02046	MER0001009	86.3
EIABLGND_02070	MER0014135	239.0
EIABLGND_02077	MER0012158	203.0
EIABLGND_02111	MER0005694	228.0
EIABLGND_02177	MER0192051	58.2
EIABLGND_02198	MER0003514	135.0
EIABLGND_02201	MER0001009	70.1
EIABLGND_02202	MER0000332	117.0
EIABLGND_02230	MER0056525	258.0
EIABLGND_02250	MER0044622	159.0
EIABLGND_02254	MER0001026	205.0
EIABLGND_02316	MER1143079	119.0
EIABLGND_02326	MER0005169	177.0
EIABLGND_02408	MER0004775	478.0
EIABLGND_02416	MER0048181	68.6
EIABLGND_02454	MER0050859	219.0
EIABLGND_02473	MER0044357	71.2
EIABLGND_02486	MER0003336	234.0
EIABLGND_02527	MER0047723	448.0
EIABLGND_02601	MER0281397	76.3
EIABLGND_02612	MER0003242	313.0
EIABLGND_02613	MER0003242	62.8
