Query	Hit	Score
IIENBLCP_00029	MER0003850	168.0
IIENBLCP_00087	MER0031570	48.9
IIENBLCP_00098	MER0003229	304.0
IIENBLCP_00100	MER0026262	123.0
IIENBLCP_00101	MER0026262	115.0
IIENBLCP_00111	MER0031431	60.5
IIENBLCP_00122	MER0005900	58.9
IIENBLCP_00128	MER0005900	50.1
IIENBLCP_00152	MER0073084	53.9
IIENBLCP_00199	MER0001421	422.0
IIENBLCP_00206	MER0003428	51.6
IIENBLCP_00299	MER0005244	123.0
IIENBLCP_00318	MER0028047	37.7
IIENBLCP_00321	MER0028047	208.0
IIENBLCP_00371	MER0056525	261.0
IIENBLCP_00403	MER0061059	47.8
IIENBLCP_00414	MER0001009	45.1
IIENBLCP_00418	MER0002251	207.0
IIENBLCP_00420	MER0042387	103.0
IIENBLCP_00423	MER0001243	194.0
IIENBLCP_00427	MER0001400	298.0
IIENBLCP_00496	MER0037236	79.3
IIENBLCP_00509	MER0000277	110.0
IIENBLCP_00531	MER0005244	82.0
IIENBLCP_00545	MER0069741	115.0
IIENBLCP_00630	MER0001295	162.0
IIENBLCP_00634	MER0002443	99.0
IIENBLCP_00639	MER0001423	323.0
IIENBLCP_00667	MER0100667	64.7
IIENBLCP_00697	MER0026494	246.0
IIENBLCP_00702	MER0003380	55.1
IIENBLCP_00711	MER0472834	58.9
IIENBLCP_00758	MER0000474	179.0
IIENBLCP_00793	MER0005767	132.0
IIENBLCP_00827	MER0472834	74.3
IIENBLCP_00849	MER0012158	199.0
IIENBLCP_00861	MER0014135	238.0
IIENBLCP_00885	MER0001244	192.0
IIENBLCP_00888	MER0036053	77.0
IIENBLCP_00920	MER0003380	135.0
IIENBLCP_00944	MER0038831	115.0
IIENBLCP_00946	MER0004775	498.0
IIENBLCP_00955	MER0897124	77.4
IIENBLCP_00992	MER0281397	61.2
IIENBLCP_00995	MER0029719	205.0
IIENBLCP_01057	MER0003380	79.7
IIENBLCP_01070	MER0192051	60.1
IIENBLCP_01084	MER0003514	122.0
IIENBLCP_01087	MER0012283	62.8
IIENBLCP_01088	MER0002565	120.0
IIENBLCP_01114	MER0005694	315.0
IIENBLCP_01133	MER0045479	87.8
IIENBLCP_01139	MER0011806	57.4
IIENBLCP_01158	MER0034541	298.0
IIENBLCP_01160	MER0003338	169.0
IIENBLCP_01184	MER0001400	248.0
IIENBLCP_01191	MER0059846	152.0
IIENBLCP_01210	MER0016191	125.0
IIENBLCP_01223	MER0004682	59.3
IIENBLCP_01226	MER0000437	170.0
IIENBLCP_01276	MER0003514	125.0
IIENBLCP_01298	MER0001400	189.0
IIENBLCP_01342	MER0003338	172.0
IIENBLCP_01343	MER0005768	148.0
IIENBLCP_01349	MER0003336	174.0
IIENBLCP_01434	MER0031610	140.0
IIENBLCP_01439	MER0000474	222.0
IIENBLCP_01462	MER0005900	161.0
IIENBLCP_01480	MER0013541	60.5
IIENBLCP_01534	MER0059675	110.0
IIENBLCP_01561	MER0034582	86.3
IIENBLCP_01581	MER0001161	486.0
IIENBLCP_01600	MER0015475	72.8
IIENBLCP_01641	MER0078640	234.0
IIENBLCP_01664	MER0001289	64.7
IIENBLCP_01718	MER0045094	147.0
IIENBLCP_01720	MER0492485	46.2
IIENBLCP_01770	MER0002565	74.3
IIENBLCP_01863	MER0045886	189.0
IIENBLCP_01868	MER0065554	265.0
IIENBLCP_01872	MER0019280	96.3
IIENBLCP_01925	MER0002635	171.0
IIENBLCP_01930	MER0001495	46.6
IIENBLCP_01932	MER0047723	432.0
IIENBLCP_01944	MER0035036	56.6
IIENBLCP_01945	MER0035036	53.9
IIENBLCP_01948	MER0000589	56.2
IIENBLCP_02023	MER0001400	272.0
IIENBLCP_02026	MER0036038	99.8
IIENBLCP_02028	MER0001920	184.0
IIENBLCP_02037	MER0168983	60.8
IIENBLCP_02038	MER0001284	67.8
IIENBLCP_02046	MER0001212	125.0
IIENBLCP_02063	MER0042827	110.0
IIENBLCP_02097	MER0195376	92.0
IIENBLCP_02173	MER0065588	166.0
IIENBLCP_02184	MER0000410	374.0
IIENBLCP_02203	MER0209507	47.4
IIENBLCP_02207	MER0005767	68.6
IIENBLCP_02228	MER0017377	89.0
IIENBLCP_02229	MER0017246	102.0
IIENBLCP_02238	MER0013471	59.3
IIENBLCP_02279	MER0027775	73.2
IIENBLCP_02292	MER0006319	209.0
IIENBLCP_02304	MER0073084	87.8
IIENBLCP_02372	MER0004090	127.0
IIENBLCP_02376	MER0003537	87.4
IIENBLCP_02410	MER0001322	73.9
IIENBLCP_02450	MER0000485	241.0
IIENBLCP_02457	MER0026545	119.0
IIENBLCP_02470	MER0069741	67.8
IIENBLCP_02492	MER0005169	177.0
IIENBLCP_02506	MER0036084	209.0
IIENBLCP_02543	MER0015472	70.5
IIENBLCP_02547	MER0001978	487.0
IIENBLCP_02553	MER0034539	271.0
IIENBLCP_02556	MER0095620	280.0
IIENBLCP_02576	MER0001423	117.0
IIENBLCP_02600	MER0195774	132.0
IIENBLCP_02602	MER0003359	47.8
IIENBLCP_02607	MER0015424	171.0
IIENBLCP_02650	MER0036053	54.3
IIENBLCP_02700	MER0005139	68.9
IIENBLCP_02705	MER0033186	199.0
IIENBLCP_02710	MER0011583	139.0
IIENBLCP_02737	MER0031570	45.4
IIENBLCP_02740	MER0002007	283.0
IIENBLCP_02744	MER0011183	102.0
IIENBLCP_02779	MER0066182	47.0
IIENBLCP_02782	MER0011700	106.0
