POIJMMIB_00286	MER0000310	28.383	303	175	11	162	460	8	272	9.68e-21	89.4
POIJMMIB_00286	MER0001699	29.836	305	167	14	162	460	8	271	1.17e-18	83.2
POIJMMIB_00286	MER0016688	27.937	315	176	14	174	461	27	317	1.24e-18	84.0
POIJMMIB_00286	MER0019280	28.094	299	175	10	174	458	27	299	1.49e-18	83.6
POIJMMIB_00286	MER0001521	27.362	307	174	10	162	460	8	273	1.70e-18	82.8
POIJMMIB_00286	MER0000313	27.362	307	174	10	162	460	8	273	6.14e-18	80.9
POIJMMIB_00286	MER0001523	27.687	307	173	11	162	460	8	273	7.07e-18	80.9
POIJMMIB_00286	MER0000312	27.687	307	173	11	162	460	8	273	7.07e-18	80.9
POIJMMIB_00286	MER0001755	27.036	307	175	10	162	460	8	273	5.60e-17	78.2
POIJMMIB_00286	MER0175622	28.814	295	168	13	170	449	21	288	1.22e-16	77.8
POIJMMIB_00286	MER0004123	26.159	302	173	10	175	447	36	316	2.03e-16	77.4
POIJMMIB_00286	MER0003536	27.632	304	182	9	172	462	25	303	2.39e-16	76.6
POIJMMIB_00286	MER0000309	28.713	303	174	11	162	460	8	272	1.64e-15	73.9
POIJMMIB_00286	MER0000315	25.902	305	175	11	162	460	8	267	5.87e-15	72.0
POIJMMIB_00286	MER0001906	25.574	305	176	11	162	460	8	267	3.35e-14	69.7
POIJMMIB_00286	MER0001520	25.902	305	175	11	162	460	8	267	3.75e-14	69.7
POIJMMIB_00286	MER0013656	28.146	302	172	11	162	460	7	266	4.54e-14	69.3
POIJMMIB_00286	MER0000316	24.752	303	181	8	162	460	7	266	2.16e-13	67.4
POIJMMIB_00286	MER0004988	26.740	273	145	11	163	420	17	249	2.89e-13	67.4
POIJMMIB_00286	MER0000332	29.200	250	148	6	204	453	42	262	5.11e-13	66.2
POIJMMIB_00286	MER0001928	27.931	290	164	12	174	460	20	267	6.41e-13	65.9
POIJMMIB_00286	MER0000311	24.415	299	193	9	162	460	8	273	6.56e-13	66.2
POIJMMIB_00286	MER0000349	27.692	325	172	15	157	438	57	361	3.46e-12	65.1
POIJMMIB_00286	MER0077555	27.852	298	161	13	174	461	20	273	6.64e-12	63.2
POIJMMIB_00286	MER0081072	25.547	274	154	11	177	442	19	250	7.10e-11	59.7
POIJMMIB_00286	MER0067924	25.347	288	180	12	171	440	6	276	9.38e-10	56.6
POIJMMIB_00286	MER0000321	26.950	282	163	11	174	440	99	352	1.75e-09	56.2
POIJMMIB_00286	MER0042897	26.962	293	175	9	162	449	8	266	1.94e-09	55.8
POIJMMIB_00286	MER0014446	26.180	233	147	7	210	437	182	394	1.94e-09	56.6
POIJMMIB_00286	MER0002500	25.074	339	184	15	155	446	66	381	4.36e-09	55.5
POIJMMIB_00286	MER0050309	29.101	189	113	6	228	415	47	215	8.46e-09	54.7
POIJMMIB_00286	MER0016991	25.788	349	193	14	164	473	17	338	2.08e-08	53.1
POIJMMIB_00286	MER0004085	26.774	310	183	13	162	453	35	318	2.70e-08	52.8
POIJMMIB_00286	MER0002267	24.339	189	115	4	276	460	118	282	1.10e-07	50.4
POIJMMIB_00286	MER0114485	24.695	328	163	15	163	422	16	327	1.10e-07	50.8
POIJMMIB_00286	MER0001603	25.974	308	148	14	174	444	11	275	2.20e-07	49.3
POIJMMIB_00286	MER0013641	24.169	331	212	14	157	461	11	328	4.95e-07	48.9
POIJMMIB_00286	MER0000351	25.263	285	148	11	175	423	31	286	5.60e-07	48.1
POIJMMIB_00286	MER0001709	26.627	338	186	14	165	461	14	330	6.44e-07	48.1
POIJMMIB_00286	MER0000362	26.765	340	165	14	174	461	23	330	6.91e-07	48.1
POIJMMIB_00286	MER0000347	26.190	294	183	11	174	448	60	338	9.12e-07	48.1
POIJMMIB_00286	MER0000361	26.611	357	164	18	165	461	18	336	2.02e-06	46.6
POIJMMIB_00286	MER0002575	26.255	259	151	9	163	415	9	233	2.17e-06	46.2
POIJMMIB_00361	MER0005742	26.923	130	66	4	70	199	1	101	6.52e-10	52.0
POIJMMIB_00361	MER0001333	26.543	162	94	6	49	207	67	206	1.58e-06	45.1
POIJMMIB_00361	MER0014983	33.803	71	44	1	130	200	47	114	6.21e-06	41.6
POIJMMIB_00387	MER0031431	28.346	127	86	2	110	231	31	157	8.22e-11	56.2
POIJMMIB_00387	MER0034659	27.358	106	74	1	114	216	35	140	6.38e-09	50.8
POIJMMIB_00387	MER0044553	28.571	126	89	1	107	232	10	134	1.83e-08	49.3
POIJMMIB_00387	MER0002601	30.882	68	46	1	115	182	16	82	1.17e-06	43.9
POIJMMIB_00387	MER0002455	24.390	123	66	4	132	254	31	126	1.44e-06	43.5
POIJMMIB_00387	MER0031432	25.899	139	91	4	103	231	21	157	2.53e-06	43.5
POIJMMIB_00387	MER0031433	25.833	120	81	3	103	216	21	138	5.14e-06	42.4
