Query	Hit	Score
HGODABBD_00048	MER0005767	68.2
HGODABBD_00050	MER0209507	46.2
HGODABBD_00071	MER0002007	288.0
HGODABBD_00084	MER0122661	43.5
HGODABBD_00129	MER0031610	160.0
HGODABBD_00133	MER0000474	120.0
HGODABBD_00134	MER0000474	107.0
HGODABBD_00139	MER0001295	91.3
HGODABBD_00140	MER0001295	67.0
HGODABBD_00145	MER0002443	93.2
HGODABBD_00148	MER0001423	316.0
HGODABBD_00193	MER0140154	147.0
HGODABBD_00235	MER0492485	53.1
HGODABBD_00245	MER0017244	99.4
HGODABBD_00246	MER0017377	86.3
HGODABBD_00256	MER0065588	96.7
HGODABBD_00257	MER0065588	85.1
HGODABBD_00362	MER0028025	91.7
HGODABBD_00363	MER0028025	159.0
HGODABBD_00555	MER0002746	94.4
HGODABBD_00577	MER0005196	100.0
HGODABBD_00607	MER0003359	44.7
HGODABBD_00608	MER0003339	110.0
HGODABBD_00648	MER0006198	132.0
HGODABBD_00659	MER0005163	52.8
HGODABBD_00664	MER0015166	100.0
HGODABBD_00693	MER0015475	60.8
HGODABBD_00741	MER0013623	170.0
HGODABBD_00765	MER0069741	82.8
HGODABBD_00856	MER0011583	134.0
HGODABBD_00872	MER0026262	70.1
HGODABBD_00873	MER1143079	71.2
HGODABBD_00916	MER0027775	84.3
HGODABBD_00917	MER0031562	68.9
HGODABBD_00977	MER0001243	191.0
HGODABBD_00981	MER0042387	97.8
HGODABBD_00982	MER0013458	42.7
HGODABBD_00990	MER0011175	45.1
HGODABBD_01008	MER0002161	70.9
HGODABBD_01044	MER0034541	125.0
HGODABBD_01045	MER0034541	90.1
HGODABBD_01051	MER0069741	105.0
HGODABBD_01096	MER0004090	139.0
HGODABBD_01158	MER0013425	106.0
HGODABBD_01181	MER0002014	51.2
HGODABBD_01182	MER0002007	48.9
HGODABBD_01187	MER0042387	77.0
HGODABBD_01227	MER0043008	42.7
HGODABBD_01248	MER0014188	59.3
HGODABBD_01328	MER0003380	137.0
HGODABBD_01354	MER0001299	265.0
HGODABBD_01460	MER0011583	153.0
HGODABBD_01507	MER0078640	229.0
HGODABBD_01564	MER0004775	454.0
HGODABBD_01625	MER0004090	124.0
HGODABBD_01656	MER0059846	177.0
HGODABBD_01676	MER0061102	89.0
HGODABBD_01677	MER0061102	108.0
HGODABBD_01678	MER0061102	110.0
HGODABBD_01679	MER0033188	135.0
HGODABBD_01680	MER0037862	45.4
HGODABBD_01682	MER0061102	127.0
HGODABBD_01711	MER0003736	138.0
HGODABBD_01725	MER0198917	320.0
HGODABBD_01851	MER0397096	70.9
HGODABBD_01865	MER0003336	189.0
HGODABBD_01880	MER0001421	435.0
HGODABBD_01900	MER0003336	41.6
HGODABBD_01901	MER0017622	81.6
HGODABBD_01904	MER0004466	43.5
HGODABBD_01961	MER0237414	74.7
HGODABBD_01972	MER0061059	56.6
HGODABBD_02006	MER0069741	63.9
HGODABBD_02053	MER0005169	177.0
HGODABBD_02077	MER0492485	102.0
HGODABBD_02118	MER0000576	122.0
HGODABBD_02121	MER0033186	157.0
HGODABBD_02125	MER0000474	177.0
HGODABBD_02173	MER0015424	164.0
HGODABBD_02184	MER0195376	72.0
HGODABBD_02276	MER0014135	240.0
HGODABBD_02286	MER0000443	216.0
HGODABBD_02331	MER0028284	44.7
HGODABBD_02339	MER0281397	60.1
HGODABBD_02449	MER0000472	62.0
HGODABBD_02496	MER1143079	115.0
HGODABBD_02497	MER0026469	194.0
HGODABBD_02513	MER0001920	48.9
HGODABBD_02523	MER0001161	496.0
HGODABBD_02612	MER0013471	60.8
HGODABBD_02619	MER0011485	45.4
HGODABBD_02650	MER0024298	109.0
HGODABBD_02711	MER0281397	98.6
HGODABBD_02738	MER0000410	373.0
HGODABBD_02818	MER0001297	125.0
HGODABBD_02913	MER0017069	146.0
HGODABBD_02950	MER0034539	263.0
HGODABBD_02969	MER0048181	67.8
HGODABBD_02974	MER0001978	137.0
HGODABBD_02975	MER0001978	214.0
HGODABBD_03003	MER0005767	120.0
HGODABBD_03028	MER0037236	58.2
HGODABBD_03072	MER0006204	108.0
HGODABBD_03105	MER0014418	175.0
HGODABBD_03119	MER0014418	99.8
HGODABBD_03120	MER0014418	68.6
HGODABBD_03211	MER0281397	52.8
HGODABBD_03333	MER0069741	87.8
HGODABBD_03373	MER0004160	44.7
HGODABBD_03376	MER0044357	65.9
HGODABBD_03428	MER0000485	218.0
HGODABBD_03453	MER0066184	44.7
HGODABBD_03469	MER0001266	98.6
HGODABBD_03500	MER0002635	76.3
HGODABBD_03501	MER0173063	101.0
HGODABBD_03514	MER0061102	72.8
HGODABBD_03722	MER0026545	122.0
HGODABBD_03724	MER0044622	149.0
HGODABBD_03759	MER0079705	73.9
HGODABBD_03789	MER0056525	236.0
HGODABBD_03797	MER0281397	49.7
HGODABBD_03854	MER0004480	74.3
HGODABBD_03856	MER0004468	43.1
HGODABBD_03863	MER0492485	44.7
HGODABBD_03887	MER0005139	68.6
HGODABBD_03891	MER0026262	102.0
HGODABBD_03920	MER0000392	297.0
HGODABBD_03978	MER0015458	60.8
HGODABBD_04020	MER0001244	62.8
HGODABBD_04021	MER0001244	141.0
