Query	Hit	Score
HBNAAPLL_00005	MER0004925	318.0
HBNAAPLL_00067	MER0013829	178.0
HBNAAPLL_00089	MER0011806	161.0
HBNAAPLL_00108	MER0026339	356.0
HBNAAPLL_00111	MER0001289	87.4
HBNAAPLL_00115	MER0065588	162.0
HBNAAPLL_00124	MER0002443	102.0
HBNAAPLL_00193	MER0492485	48.9
HBNAAPLL_00207	MER0019759	85.9
HBNAAPLL_00208	MER0000471	132.0
HBNAAPLL_00221	MER0003336	273.0
HBNAAPLL_00250	MER0003380	78.6
HBNAAPLL_00266	MER0018473	48.9
HBNAAPLL_00268	MER0018254	112.0
HBNAAPLL_00276	MER0437468	241.0
HBNAAPLL_00277	MER0492485	50.8
HBNAAPLL_00279	MER0014135	246.0
HBNAAPLL_00289	MER0019759	59.3
HBNAAPLL_00300	MER0000436	66.6
HBNAAPLL_00325	MER0005196	320.0
HBNAAPLL_00346	MER0013541	66.6
HBNAAPLL_00373	MER0001425	45.4
HBNAAPLL_00381	MER0036308	60.1
HBNAAPLL_00385	MER0002443	110.0
HBNAAPLL_00461	MER0018473	91.3
HBNAAPLL_00466	MER0095620	287.0
HBNAAPLL_00482	MER0034615	296.0
HBNAAPLL_00532	MER0001299	288.0
HBNAAPLL_00579	MER0209507	42.0
HBNAAPLL_00665	MER0002601	132.0
HBNAAPLL_00670	MER0037236	77.4
HBNAAPLL_00723	MER0002746	94.7
HBNAAPLL_00765	MER0034539	246.0
HBNAAPLL_00771	MER0492485	51.6
HBNAAPLL_00783	MER0047723	410.0
HBNAAPLL_00790	MER0237414	68.6
HBNAAPLL_00791	MER0195774	131.0
HBNAAPLL_00794	MER0036044	65.5
HBNAAPLL_00798	MER0045479	64.3
HBNAAPLL_01002	MER0192051	56.2
HBNAAPLL_01064	MER0001421	387.0
HBNAAPLL_01077	MER0000495	43.9
HBNAAPLL_01079	MER0014366	462.0
HBNAAPLL_01095	MER0015475	67.4
HBNAAPLL_01165	MER0001423	65.1
HBNAAPLL_01247	MER0000576	67.0
HBNAAPLL_01280	MER0066178	49.3
HBNAAPLL_01294	MER0030934	128.0
HBNAAPLL_01379	MER0015472	52.0
HBNAAPLL_01421	MER0897124	81.3
HBNAAPLL_01449	MER0056022	56.6
HBNAAPLL_01493	MER0219770	90.1
HBNAAPLL_01494	MER0011700	81.3
HBNAAPLL_01527	MER0195774	69.3
HBNAAPLL_01563	MER0001313	55.5
HBNAAPLL_01581	MER1143079	99.4
HBNAAPLL_01622	MER0034539	102.0
HBNAAPLL_01631	MER0000485	215.0
HBNAAPLL_01647	MER0026545	114.0
HBNAAPLL_01663	MER0015621	283.0
HBNAAPLL_01746	MER0003327	188.0
HBNAAPLL_01765	MER0001423	432.0
HBNAAPLL_01786	MER0069741	103.0
HBNAAPLL_01789	MER0026262	82.4
HBNAAPLL_01811	MER0033259	87.8
HBNAAPLL_01845	MER0492485	107.0
HBNAAPLL_01849	MER0004085	80.9
HBNAAPLL_01867	MER0028025	158.0
HBNAAPLL_01871	MER0060647	267.0
HBNAAPLL_01930	MER0044357	71.2
HBNAAPLL_01961	MER0015415	46.6
HBNAAPLL_01965	MER0005767	127.0
HBNAAPLL_01998	MER0031570	59.7
HBNAAPLL_02009	MER0003105	207.0
HBNAAPLL_02057	MER0011907	86.3
HBNAAPLL_02059	MER0026262	129.0
HBNAAPLL_02064	MER0003802	106.0
HBNAAPLL_02069	MER0492485	46.6
HBNAAPLL_02094	MER0001978	461.0
HBNAAPLL_02147	MER0015473	63.9
HBNAAPLL_02195	MER0001303	74.3
HBNAAPLL_02221	MER0033259	57.4
HBNAAPLL_02233	MER0073084	110.0
HBNAAPLL_02234	MER0168983	65.9
HBNAAPLL_02255	MER0001233	180.0
HBNAAPLL_02315	MER0033259	62.8
HBNAAPLL_02324	MER0004775	472.0
HBNAAPLL_02340	MER0004775	494.0
HBNAAPLL_02362	MER0034582	105.0
HBNAAPLL_02389	MER0031610	137.0
HBNAAPLL_02481	MER0281397	94.4
HBNAAPLL_02521	MER0005900	180.0
HBNAAPLL_02540	MER0002036	79.7
HBNAAPLL_02629	MER0045886	198.0
HBNAAPLL_02655	MER0033259	88.2
HBNAAPLL_02656	MER0175622	94.4
HBNAAPLL_02699	MER0015424	740.0
HBNAAPLL_02725	MER0001400	162.0
HBNAAPLL_02726	MER0001400	151.0
HBNAAPLL_02728	MER0037236	71.2
HBNAAPLL_02740	MER0026262	111.0
HBNAAPLL_02784	MER0281397	78.6
HBNAAPLL_02787	MER0043126	45.4
HBNAAPLL_02808	MER0195376	55.1
HBNAAPLL_02877	MER0017248	43.9
HBNAAPLL_02921	MER0017248	112.0
HBNAAPLL_02953	MER0001295	161.0
HBNAAPLL_02979	MER0016191	115.0
HBNAAPLL_03020	MER0004954	97.1
HBNAAPLL_03023	MER0026262	55.8
HBNAAPLL_03024	MER0026552	52.0
HBNAAPLL_03046	MER0000410	381.0
HBNAAPLL_03055	MER0056525	246.0
HBNAAPLL_03068	MER0001290	51.2
HBNAAPLL_03124	MER0002639	144.0
HBNAAPLL_03132	MER0031563	58.2
HBNAAPLL_03184	MER0030932	58.5
HBNAAPLL_03192	MER0003242	61.6
HBNAAPLL_03193	MER0003850	170.0
HBNAAPLL_03251	MER0034539	107.0
HBNAAPLL_03265	MER0013450	193.0
HBNAAPLL_03292	MER0005244	83.2
HBNAAPLL_03387	MER0026494	259.0
HBNAAPLL_03410	MER0005244	113.0
HBNAAPLL_03413	MER0005244	90.5
HBNAAPLL_03425	MER0195774	74.7
HBNAAPLL_03457	MER0001243	179.0
HBNAAPLL_03467	MER0002251	188.0
HBNAAPLL_03469	MER0000472	119.0
HBNAAPLL_03484	MER0005139	73.6
HBNAAPLL_03502	MER0025086	98.2
HBNAAPLL_03547	MER0002443	66.2
HBNAAPLL_03557	MER0004146	74.7
HBNAAPLL_03607	MER0011700	111.0
HBNAAPLL_03614	MER0029657	63.9
HBNAAPLL_03630	MER0031431	60.1
HBNAAPLL_03738	MER0017401	77.4
HBNAAPLL_03792	MER0004086	51.2
HBNAAPLL_03811	MER0026262	91.3
HBNAAPLL_03814	MER0000474	217.0
HBNAAPLL_03820	MER0000410	373.0
HBNAAPLL_03842	MER0066178	46.6
HBNAAPLL_03843	MER0001236	217.0
HBNAAPLL_03852	MER0005768	131.0
HBNAAPLL_03853	MER0013976	81.6
HBNAAPLL_03906	MER0031431	86.7
HBNAAPLL_03912	MER0031618	90.1
HBNAAPLL_03920	MER0000589	60.8
HBNAAPLL_03922	MER0002565	117.0
HBNAAPLL_03947	MER0033186	197.0
HBNAAPLL_04029	MER0031562	70.9
HBNAAPLL_04030	MER0031562	62.4
HBNAAPLL_04034	MER0031563	72.0
HBNAAPLL_04068	MER0039993	446.0
HBNAAPLL_04072	MER0195774	75.9
HBNAAPLL_04127	MER0001158	717.0
HBNAAPLL_04173	MER0001161	473.0
HBNAAPLL_04220	MER0001920	189.0
HBNAAPLL_04226	MER0004199	44.7
HBNAAPLL_04273	MER0017193	236.0
HBNAAPLL_04332	MER0045094	150.0
