Query	Hit	Score
PHJKANMP_00028	MER0069741	116.0
PHJKANMP_00043	MER0492485	53.9
PHJKANMP_00075	MER0003376	61.6
PHJKANMP_00175	MER0001244	198.0
PHJKANMP_00210	MER0000410	374.0
PHJKANMP_00229	MER0023167	83.6
PHJKANMP_00285	MER0192051	53.5
PHJKANMP_00316	MER0047723	435.0
PHJKANMP_00321	MER0000589	53.5
PHJKANMP_00332	MER0045886	166.0
PHJKANMP_00341	MER0100667	68.6
PHJKANMP_00372	MER0000576	61.2
PHJKANMP_00385	MER0005837	43.9
PHJKANMP_00387	MER0002036	90.5
PHJKANMP_00397	MER0036114	122.0
PHJKANMP_00417	MER0056022	43.9
PHJKANMP_00424	MER0001243	198.0
PHJKANMP_00434	MER0002036	59.3
PHJKANMP_00496	MER0005169	100.0
PHJKANMP_00508	MER0004090	127.0
PHJKANMP_00525	MER0001290	72.4
PHJKANMP_00549	MER0019280	97.8
PHJKANMP_00558	MER0015473	55.8
PHJKANMP_00559	MER0015459	52.4
PHJKANMP_00590	MER0012158	194.0
PHJKANMP_00596	MER0014135	241.0
PHJKANMP_00602	MER0005767	120.0
PHJKANMP_00611	MER0195376	94.4
PHJKANMP_00619	MER0011781	57.0
PHJKANMP_00628	MER0001425	116.0
PHJKANMP_00678	MER0042827	112.0
PHJKANMP_00713	MER0195774	135.0
PHJKANMP_00714	MER0237414	68.6
PHJKANMP_00735	MER0031618	85.5
PHJKANMP_00795	MER0031610	152.0
PHJKANMP_00821	MER0036036	76.6
PHJKANMP_00858	MER0002746	106.0
PHJKANMP_00879	MER0002161	72.8
PHJKANMP_00907	MER0026262	134.0
PHJKANMP_00951	MER0011748	247.0
PHJKANMP_00962	MER0059846	153.0
PHJKANMP_00982	MER0017123	95.9
PHJKANMP_00983	MER0017123	95.9
PHJKANMP_01029	MER0015472	84.3
PHJKANMP_01032	MER0069741	56.6
PHJKANMP_01082	MER0000474	221.0
PHJKANMP_01134	MER0014188	57.4
PHJKANMP_01158	MER0066178	57.0
PHJKANMP_01209	MER0045479	80.1
PHJKANMP_01324	MER0056022	44.3
PHJKANMP_01339	MER0003514	135.0
PHJKANMP_01364	MER0003380	139.0
PHJKANMP_01442	MER0001978	474.0
PHJKANMP_01485	MER0065588	169.0
PHJKANMP_01540	MER0001244	182.0
PHJKANMP_01541	MER0017033	58.9
PHJKANMP_01565	MER0000392	315.0
PHJKANMP_01650	MER0001322	70.9
PHJKANMP_01660	MER0005900	157.0
PHJKANMP_01670	MER0002635	181.0
PHJKANMP_01680	MER0002422	50.4
PHJKANMP_01722	MER0026471	98.2
PHJKANMP_01767	MER0000443	224.0
PHJKANMP_01783	MER0044357	85.9
PHJKANMP_01789	MER0001421	108.0
PHJKANMP_01806	MER0065554	253.0
PHJKANMP_01811	MER0005139	57.8
PHJKANMP_01840	MER0004468	85.5
PHJKANMP_01844	MER0000576	89.7
PHJKANMP_01845	MER0001423	92.4
PHJKANMP_01889	MER0057728	112.0
PHJKANMP_01901	MER0026545	122.0
PHJKANMP_01963	MER0001602	135.0
PHJKANMP_02002	MER0005778	56.6
PHJKANMP_02047	MER0011464	104.0
PHJKANMP_02145	MER0016191	131.0
PHJKANMP_02156	MER0002959	72.8
PHJKANMP_02231	MER0000485	219.0
PHJKANMP_02234	MER0028025	152.0
PHJKANMP_02241	MER0002036	85.5
PHJKANMP_02250	MER0036053	85.5
PHJKANMP_02271	MER0001009	93.2
PHJKANMP_02293	MER0031562	87.8
PHJKANMP_02312	MER0045479	52.0
PHJKANMP_02325	MER0015121	60.5
PHJKANMP_02397	MER0001313	42.4
PHJKANMP_02416	MER0017123	85.9
PHJKANMP_02476	MER0034541	268.0
PHJKANMP_02479	MER0002565	137.0
PHJKANMP_02480	MER0011345	62.4
PHJKANMP_02558	MER0003338	145.0
PHJKANMP_02565	MER0078640	226.0
PHJKANMP_02604	MER0015475	60.1
PHJKANMP_02634	MER0013623	177.0
PHJKANMP_02676	MER0003339	126.0
PHJKANMP_02702	MER0005244	121.0
PHJKANMP_02711	MER0045094	147.0
PHJKANMP_02720	MER0002251	197.0
PHJKANMP_02723	MER0011175	47.0
PHJKANMP_02724	MER0011175	55.1
PHJKANMP_02759	MER0037236	92.0
PHJKANMP_02796	MER0031562	88.6
PHJKANMP_02820	MER0001161	499.0
PHJKANMP_02833	MER0069741	77.0
PHJKANMP_02860	MER0001423	318.0
PHJKANMP_02865	MER0004035	85.5
PHJKANMP_02870	MER0001295	167.0
