Query	Hit	Score
DMDEDDOG_00015	MER0003380	151.0
DMDEDDOG_00033	MER0005300	48.5
DMDEDDOG_00089	MER0037236	76.3
DMDEDDOG_00111	MER0198917	327.0
DMDEDDOG_00128	MER0005496	253.0
DMDEDDOG_00211	MER0004111	161.0
DMDEDDOG_00261	MER0014135	227.0
DMDEDDOG_00303	MER0000576	118.0
DMDEDDOG_00339	MER0065554	246.0
DMDEDDOG_00341	MER0045886	187.0
DMDEDDOG_00343	MER0000410	359.0
DMDEDDOG_00360	MER0000485	202.0
DMDEDDOG_00362	MER0017243	47.0
DMDEDDOG_00398	MER0281397	55.8
DMDEDDOG_00429	MER0001978	465.0
DMDEDDOG_00445	MER0192051	49.7
DMDEDDOG_00454	MER0003380	84.7
DMDEDDOG_00495	MER0005767	127.0
DMDEDDOG_00509	MER0003338	137.0
DMDEDDOG_00520	MER0000589	62.4
DMDEDDOG_00534	MER0022823	304.0
DMDEDDOG_00602	MER0001295	145.0
DMDEDDOG_00606	MER0001299	234.0
DMDEDDOG_00611	MER0000474	224.0
DMDEDDOG_00613	MER0031610	131.0
DMDEDDOG_00639	MER0045094	130.0
DMDEDDOG_00657	MER0034582	120.0
DMDEDDOG_00699	MER0029616	54.7
DMDEDDOG_00715	MER0042827	108.0
DMDEDDOG_00726	MER0014333	142.0
DMDEDDOG_00761	MER0195376	80.5
DMDEDDOG_00772	MER0003376	83.2
DMDEDDOG_00784	MER0001244	192.0
DMDEDDOG_00791	MER0015473	45.1
DMDEDDOG_00792	MER0015473	64.7
DMDEDDOG_00852	MER0060647	224.0
DMDEDDOG_00875	MER0001978	259.0
DMDEDDOG_00877	MER0004925	328.0
DMDEDDOG_00910	MER0004480	79.3
DMDEDDOG_00919	MER0017193	61.6
DMDEDDOG_00945	MER0001009	48.9
DMDEDDOG_00951	MER0013458	54.3
DMDEDDOG_00954	MER0001243	204.0
DMDEDDOG_00968	MER0011781	50.4
DMDEDDOG_00976	MER0036617	46.6
DMDEDDOG_00996	MER0001185	47.8
DMDEDDOG_01021	MER0492485	47.8
DMDEDDOG_01024	MER0031614	62.8
DMDEDDOG_01045	MER0003380	108.0
DMDEDDOG_01130	MER0013471	47.0
DMDEDDOG_01172	MER0003327	181.0
DMDEDDOG_01183	MER0034539	228.0
DMDEDDOG_01230	MER0005244	117.0
DMDEDDOG_01240	MER0004035	89.0
DMDEDDOG_01261	MER0015424	143.0
