Query	Hit	Score
PMPHAOLN_00029	MER0281397	72.8
PMPHAOLN_00050	MER0026339	340.0
PMPHAOLN_00071	MER0005768	120.0
PMPHAOLN_00084	MER0005768	106.0
PMPHAOLN_00103	MER0437468	239.0
PMPHAOLN_00104	MER0492485	87.0
PMPHAOLN_00106	MER0014135	247.0
PMPHAOLN_00107	MER0022935	71.2
PMPHAOLN_00113	MER0019759	57.8
PMPHAOLN_00141	MER0005196	323.0
PMPHAOLN_00142	MER0492485	111.0
PMPHAOLN_00145	MER0004085	81.6
PMPHAOLN_00176	MER0195774	72.0
PMPHAOLN_00210	MER0001313	43.9
PMPHAOLN_00226	MER1143079	114.0
PMPHAOLN_00279	MER0001421	390.0
PMPHAOLN_00314	MER0001295	162.0
PMPHAOLN_00342	MER0016191	114.0
PMPHAOLN_00399	MER0017248	102.0
PMPHAOLN_00458	MER0001299	283.0
PMPHAOLN_00487	MER0035041	60.1
PMPHAOLN_00513	MER0014333	189.0
PMPHAOLN_00548	MER0034539	245.0
PMPHAOLN_00554	MER0492485	46.2
PMPHAOLN_00566	MER0047723	417.0
PMPHAOLN_00572	MER0237414	70.5
PMPHAOLN_00573	MER0195774	135.0
PMPHAOLN_00575	MER0029616	61.6
PMPHAOLN_00576	MER0036027	59.7
PMPHAOLN_00579	MER0036038	68.2
PMPHAOLN_00599	MER0031431	87.4
PMPHAOLN_00613	MER0000589	60.8
PMPHAOLN_00615	MER0002565	115.0
PMPHAOLN_00631	MER0045886	199.0
PMPHAOLN_00657	MER0033259	89.0
PMPHAOLN_00658	MER0175622	90.5
PMPHAOLN_00699	MER0028025	159.0
PMPHAOLN_00703	MER0060647	270.0
PMPHAOLN_00740	MER0061102	115.0
PMPHAOLN_00869	MER0013450	190.0
PMPHAOLN_00897	MER0031562	69.7
PMPHAOLN_00898	MER0031562	64.3
PMPHAOLN_00902	MER0031563	73.6
PMPHAOLN_00976	MER0192051	45.4
PMPHAOLN_01000	MER0026262	88.2
PMPHAOLN_01003	MER0069741	103.0
PMPHAOLN_01025	MER0001423	430.0
PMPHAOLN_01044	MER0003327	184.0
PMPHAOLN_01134	MER0019759	94.7
PMPHAOLN_01203	MER0031610	140.0
PMPHAOLN_01207	MER0014664	73.9
PMPHAOLN_01230	MER0034582	100.0
PMPHAOLN_01264	MER0004775	499.0
PMPHAOLN_01265	MER0004775	475.0
PMPHAOLN_01274	MER0033259	68.2
PMPHAOLN_01306	MER0026262	75.1
PMPHAOLN_01392	MER0025086	101.0
PMPHAOLN_01453	MER0034615	300.0
PMPHAOLN_01465	MER0095620	290.0
PMPHAOLN_01469	MER0018473	93.2
PMPHAOLN_01538	MER0005900	175.0
PMPHAOLN_01577	MER0026339	338.0
PMPHAOLN_01589	MER0014065	74.3
PMPHAOLN_01609	MER0005196	53.9
PMPHAOLN_01629	MER0033259	78.2
PMPHAOLN_01634	MER0031562	54.7
PMPHAOLN_01640	MER0492485	56.2
PMPHAOLN_01699	MER0034615	60.8
PMPHAOLN_01749	MER0018254	105.0
PMPHAOLN_01767	MER0004199	44.7
PMPHAOLN_01770	MER0001920	189.0
PMPHAOLN_01790	MER0044622	151.0
PMPHAOLN_01806	MER0001978	457.0
PMPHAOLN_01860	MER0015473	67.0
PMPHAOLN_01878	MER0073084	108.0
PMPHAOLN_01880	MER0168983	67.4
PMPHAOLN_01915	MER0013976	80.9
PMPHAOLN_01916	MER0005768	130.0
PMPHAOLN_01924	MER0001236	212.0
PMPHAOLN_01925	MER0066178	47.0
PMPHAOLN_01971	MER0026494	255.0
PMPHAOLN_01984	MER0025086	86.7
PMPHAOLN_02002	MER0034659	61.6
PMPHAOLN_02038	MER0004925	318.0
PMPHAOLN_02089	MER0013829	176.0
PMPHAOLN_02110	MER0004086	49.7
PMPHAOLN_02123	MER0013541	61.6
PMPHAOLN_02132	MER0031562	51.2
PMPHAOLN_02168	MER0011806	161.0
PMPHAOLN_02184	MER0001289	92.0
PMPHAOLN_02188	MER0065588	160.0
PMPHAOLN_02199	MER0002443	102.0
PMPHAOLN_02253	MER0005139	72.0
PMPHAOLN_02265	MER0000472	116.0
PMPHAOLN_02266	MER0002251	191.0
PMPHAOLN_02276	MER0001243	181.0
PMPHAOLN_02315	MER0005244	92.8
PMPHAOLN_02318	MER0005244	113.0
PMPHAOLN_02334	MER0003380	85.1
PMPHAOLN_02372	MER0002489	81.6
PMPHAOLN_02382	MER0001423	68.2
PMPHAOLN_02406	MER0014065	93.6
PMPHAOLN_02412	MER0031431	65.5
PMPHAOLN_02449	MER0003514	65.9
PMPHAOLN_02484	MER0037236	74.3
PMPHAOLN_02509	MER0015468	67.8
PMPHAOLN_02551	MER0014137	45.1
PMPHAOLN_02564	MER0004468	102.0
PMPHAOLN_02595	MER0015621	281.0
PMPHAOLN_02608	MER0042387	102.0
PMPHAOLN_02624	MER0000485	213.0
PMPHAOLN_02633	MER0034539	96.7
PMPHAOLN_02648	MER0026213	47.0
PMPHAOLN_02649	MER0014366	441.0
PMPHAOLN_02671	MER0015475	64.3
PMPHAOLN_02717	MER0002443	101.0
PMPHAOLN_02722	MER0036308	59.7
PMPHAOLN_02728	MER0004196	50.8
PMPHAOLN_02736	MER0013541	64.7
PMPHAOLN_02758	MER0004954	98.2
PMPHAOLN_02761	MER0026262	55.5
PMPHAOLN_02762	MER0026545	53.9
PMPHAOLN_02785	MER0000410	377.0
PMPHAOLN_02794	MER0056525	255.0
PMPHAOLN_02801	MER0001290	49.7
PMPHAOLN_02852	MER0034539	105.0
PMPHAOLN_02877	MER0015424	203.0
PMPHAOLN_02911	MER0003850	171.0
PMPHAOLN_02912	MER0003242	60.5
PMPHAOLN_02973	MER0031570	58.5
PMPHAOLN_02979	MER0002639	150.0
PMPHAOLN_02999	MER0044357	61.6
PMPHAOLN_03028	MER0015415	47.8
PMPHAOLN_03032	MER0005767	125.0
PMPHAOLN_03064	MER0001158	732.0
PMPHAOLN_03088	MER0026262	123.0
PMPHAOLN_03147	MER0005244	81.3
PMPHAOLN_03206	MER0192051	54.7
PMPHAOLN_03254	MER0017193	243.0
PMPHAOLN_03288	MER0002601	142.0
PMPHAOLN_03313	MER0000410	374.0
PMPHAOLN_03317	MER0000474	217.0
PMPHAOLN_03354	MER0492485	46.2
PMPHAOLN_03363	MER0019759	89.7
PMPHAOLN_03364	MER0000471	136.0
PMPHAOLN_03373	MER0003336	268.0
PMPHAOLN_03381	MER0011509	67.8
PMPHAOLN_03383	MER0001400	150.0
PMPHAOLN_03384	MER0001400	164.0
PMPHAOLN_03403	MER0056022	60.8
PMPHAOLN_03440	MER0031570	60.1
PMPHAOLN_03453	MER0003105	203.0
PMPHAOLN_03494	MER0011700	104.0
PMPHAOLN_03539	MER0004146	74.3
PMPHAOLN_03548	MER0002443	64.7
PMPHAOLN_03602	MER0033186	192.0
PMPHAOLN_03662	MER0030934	138.0
PMPHAOLN_03676	MER0066178	53.9
PMPHAOLN_03754	MER0492485	50.4
PMPHAOLN_03759	MER0002489	109.0
PMPHAOLN_03771	MER0195774	72.8
PMPHAOLN_03772	MER0039993	451.0
PMPHAOLN_03837	MER0014664	77.4
PMPHAOLN_03853	MER0026262	85.9
PMPHAOLN_03872	MER0026262	103.0
PMPHAOLN_03873	MER1143079	147.0
PMPHAOLN_03909	MER0001161	470.0
