Query	Hit	Score
JGIKDHLJ_00020	MER0195376	55.8
JGIKDHLJ_00035	MER0002078	139.0
JGIKDHLJ_00061	MER0026262	100.0
JGIKDHLJ_00100	MER0017069	128.0
JGIKDHLJ_00125	MER0005169	178.0
JGIKDHLJ_00137	MER0005244	116.0
JGIKDHLJ_00138	MER0005244	117.0
JGIKDHLJ_00139	MER0005244	95.1
JGIKDHLJ_00150	MER0195774	73.6
JGIKDHLJ_00152	MER0001284	78.2
JGIKDHLJ_00188	MER0001243	186.0
JGIKDHLJ_00195	MER0004925	320.0
JGIKDHLJ_00228	MER0005139	75.1
JGIKDHLJ_00249	MER0036033	114.0
JGIKDHLJ_00264	MER0031619	45.1
JGIKDHLJ_00266	MER0000432	187.0
JGIKDHLJ_00318	MER0023167	104.0
JGIKDHLJ_00342	MER0002443	107.0
JGIKDHLJ_00357	MER0065588	171.0
JGIKDHLJ_00367	MER0001289	93.6
JGIKDHLJ_00368	MER0001289	85.9
JGIKDHLJ_00369	MER0001289	84.0
JGIKDHLJ_00373	MER0026339	357.0
JGIKDHLJ_00389	MER0013425	77.4
JGIKDHLJ_00409	MER0011806	162.0
JGIKDHLJ_00449	MER0001423	189.0
JGIKDHLJ_00450	MER0001244	164.0
JGIKDHLJ_00456	MER0002084	274.0
JGIKDHLJ_00476	MER0036114	49.7
JGIKDHLJ_00630	MER0034960	97.1
JGIKDHLJ_00640	MER0001920	255.0
JGIKDHLJ_00703	MER0012073	50.8
JGIKDHLJ_00718	MER0026494	259.0
JGIKDHLJ_00768	MER0066178	47.0
JGIKDHLJ_00769	MER0001236	211.0
JGIKDHLJ_00777	MER0005768	130.0
JGIKDHLJ_00778	MER0003338	79.3
JGIKDHLJ_00813	MER0026262	85.9
JGIKDHLJ_00829	MER0031431	80.9
JGIKDHLJ_00832	MER0168983	71.6
JGIKDHLJ_00833	MER0073084	105.0
JGIKDHLJ_00835	MER0000471	114.0
JGIKDHLJ_00837	MER0002251	180.0
JGIKDHLJ_00865	MER0015473	69.3
JGIKDHLJ_00899	MER0002601	124.0
JGIKDHLJ_00900	MER0492485	47.8
JGIKDHLJ_00906	MER0015691	79.0
JGIKDHLJ_00930	MER0031618	79.7
JGIKDHLJ_00990	MER0156574	154.0
JGIKDHLJ_01004	MER0192051	49.7
JGIKDHLJ_01030	MER0001920	192.0
JGIKDHLJ_01039	MER0033259	72.4
JGIKDHLJ_01049	MER0213595	47.8
JGIKDHLJ_01099	MER0003423	65.5
JGIKDHLJ_01114	MER0004199	45.4
JGIKDHLJ_01139	MER0018254	101.0
JGIKDHLJ_01164	MER0017248	47.4
JGIKDHLJ_01185	MER0017142	45.8
JGIKDHLJ_01201	MER0026262	107.0
JGIKDHLJ_01211	MER0026339	338.0
JGIKDHLJ_01218	MER0031619	52.4
JGIKDHLJ_01219	MER1143079	178.0
JGIKDHLJ_01250	MER0026262	81.3
JGIKDHLJ_01270	MER0004146	60.5
JGIKDHLJ_01286	MER0002489	105.0
JGIKDHLJ_01320	MER0095620	283.0
JGIKDHLJ_01333	MER0073084	103.0
JGIKDHLJ_01334	MER0003802	106.0
JGIKDHLJ_01339	MER0034615	297.0
JGIKDHLJ_01395	MER0187003	43.9
JGIKDHLJ_01420	MER0003105	206.0
JGIKDHLJ_01433	MER0004801	478.0
JGIKDHLJ_01521	MER0002084	51.2
JGIKDHLJ_01525	MER0190577	70.1
JGIKDHLJ_01527	MER0029657	49.7
JGIKDHLJ_01530	MER0016067	57.4
JGIKDHLJ_01532	MER1143079	104.0
JGIKDHLJ_01575	MER0004146	83.6
JGIKDHLJ_01587	MER0014188	67.8
JGIKDHLJ_01619	MER0001612	363.0
JGIKDHLJ_01648	MER0033186	199.0
JGIKDHLJ_01715	MER0030934	130.0
JGIKDHLJ_01726	MER0002084	50.8
JGIKDHLJ_01730	MER0017142	51.6
JGIKDHLJ_01739	MER0043008	72.0
JGIKDHLJ_01743	MER0066178	48.5
JGIKDHLJ_01778	MER0019759	62.4
JGIKDHLJ_01782	MER0014135	245.0
JGIKDHLJ_01783	MER0492485	67.0
JGIKDHLJ_01784	MER0437468	235.0
JGIKDHLJ_01809	MER1143079	106.0
JGIKDHLJ_01835	MER0017248	94.4
JGIKDHLJ_01838	MER0034615	76.3
JGIKDHLJ_01916	MER0029719	222.0
JGIKDHLJ_01923	MER0011416	126.0
JGIKDHLJ_01932	MER0001299	265.0
JGIKDHLJ_01969	MER0043394	135.0
JGIKDHLJ_01991	MER0031611	71.2
JGIKDHLJ_02000	MER1143079	101.0
