Query	Hit	Score
DNEPGKFN_00023	MER0033259	61.6
DNEPGKFN_00058	MER0897124	80.9
DNEPGKFN_00067	MER0011464	120.0
DNEPGKFN_00069	MER0002489	129.0
DNEPGKFN_00101	MER0034744	171.0
DNEPGKFN_00102	MER0014135	242.0
DNEPGKFN_00108	MER0003327	202.0
DNEPGKFN_00243	MER0192051	63.2
DNEPGKFN_00280	MER0026262	82.8
DNEPGKFN_00345	MER0015415	41.6
DNEPGKFN_00355	MER0001978	483.0
DNEPGKFN_00356	MER0001978	511.0
DNEPGKFN_00370	MER0048181	61.2
DNEPGKFN_00407	MER0492485	68.2
DNEPGKFN_00512	MER0001297	125.0
DNEPGKFN_00536	MER0005767	130.0
DNEPGKFN_00564	MER0005694	304.0
DNEPGKFN_00588	MER0078640	220.0
DNEPGKFN_00626	MER0015475	68.9
DNEPGKFN_00643	MER0001161	522.0
DNEPGKFN_00658	MER0001284	63.9
DNEPGKFN_00702	MER0034539	272.0
DNEPGKFN_00703	MER0034539	152.0
DNEPGKFN_00732	MER0031614	66.6
DNEPGKFN_00774	MER0001322	72.0
DNEPGKFN_00779	MER0027775	102.0
DNEPGKFN_00783	MER0025086	137.0
DNEPGKFN_00801	MER0004090	138.0
DNEPGKFN_00815	MER0033186	218.0
DNEPGKFN_00822	MER0026494	224.0
DNEPGKFN_00974	MER0005767	106.0
DNEPGKFN_00987	MER0042581	214.0
DNEPGKFN_01056	MER0073084	107.0
DNEPGKFN_01090	MER0036115	51.6
DNEPGKFN_01103	MER0034539	112.0
DNEPGKFN_01112	MER0015473	63.9
DNEPGKFN_01113	MER0015473	47.4
DNEPGKFN_01118	MER0000589	59.3
DNEPGKFN_01119	MER0000589	62.4
DNEPGKFN_01166	MER0062058	234.0
DNEPGKFN_01176	MER0003380	55.1
DNEPGKFN_01223	MER0003242	61.2
DNEPGKFN_01256	MER0003413	119.0
DNEPGKFN_01260	MER0002031	87.8
DNEPGKFN_01279	MER0028047	216.0
DNEPGKFN_01300	MER0000437	172.0
DNEPGKFN_01305	MER0042827	109.0
DNEPGKFN_01313	MER0005139	75.9
DNEPGKFN_01407	MER1143079	101.0
DNEPGKFN_01421	MER0004466	51.6
DNEPGKFN_01483	MER0028025	155.0
DNEPGKFN_01512	MER0065588	175.0
DNEPGKFN_01517	MER0001236	243.0
DNEPGKFN_01519	MER0168983	67.0
DNEPGKFN_01562	MER0037236	99.8
DNEPGKFN_01575	MER0011183	47.8
DNEPGKFN_01580	MER0002251	210.0
DNEPGKFN_01589	MER0001243	196.0
DNEPGKFN_01614	MER0195774	137.0
DNEPGKFN_01615	MER0237414	90.1
DNEPGKFN_01621	MER0015121	58.9
DNEPGKFN_01647	MER0031288	97.8
DNEPGKFN_01660	MER0036036	44.3
DNEPGKFN_01665	MER0026545	117.0
DNEPGKFN_01667	MER0000485	231.0
DNEPGKFN_01694	MER0237414	61.2
DNEPGKFN_01695	MER0195774	122.0
DNEPGKFN_01710	MER0472834	54.3
DNEPGKFN_01733	MER0002036	83.6
DNEPGKFN_01822	MER0031610	152.0
DNEPGKFN_01837	MER0000474	216.0
DNEPGKFN_01847	MER0001299	269.0
DNEPGKFN_01872	MER0013623	178.0
DNEPGKFN_01885	MER0492485	83.2
DNEPGKFN_01910	MER0001920	249.0
DNEPGKFN_01928	MER0034582	113.0
DNEPGKFN_02018	MER0001423	65.1
DNEPGKFN_02026	MER0000589	61.2
DNEPGKFN_02057	MER0003336	232.0
DNEPGKFN_02069	MER0195376	97.8
DNEPGKFN_02153	MER0033259	64.7
DNEPGKFN_02154	MER0003537	40.8
DNEPGKFN_02184	MER0198917	313.0
DNEPGKFN_02190	MER0066178	53.1
DNEPGKFN_02214	MER0001421	439.0
DNEPGKFN_02223	MER0028934	56.2
DNEPGKFN_02226	MER0492485	106.0
DNEPGKFN_02229	MER0017193	232.0
DNEPGKFN_02313	MER0069741	109.0
DNEPGKFN_02395	MER0002443	94.7
DNEPGKFN_02399	MER0017069	156.0
DNEPGKFN_02422	MER0013976	75.1
DNEPGKFN_02423	MER0005768	135.0
DNEPGKFN_02438	MER0045094	150.0
DNEPGKFN_02576	MER0015166	93.2
DNEPGKFN_02579	MER0001244	206.0
DNEPGKFN_02614	MER0005244	128.0
DNEPGKFN_02618	MER0000398	43.1
DNEPGKFN_02629	MER0026262	103.0
DNEPGKFN_02645	MER0066174	111.0
DNEPGKFN_02654	MER0026339	57.0
DNEPGKFN_02695	MER0036084	60.1
DNEPGKFN_02763	MER0034615	319.0
DNEPGKFN_02781	MER0005169	183.0
DNEPGKFN_02799	MER0045886	179.0
DNEPGKFN_02803	MER0437468	245.0
DNEPGKFN_02807	MER0001521	95.9
DNEPGKFN_02817	MER0047723	427.0
DNEPGKFN_02854	MER0209507	43.1
DNEPGKFN_02856	MER0005767	75.5
DNEPGKFN_02932	MER0492485	90.1
DNEPGKFN_02936	MER0004466	142.0
DNEPGKFN_02941	MER0000268	174.0
DNEPGKFN_02983	MER0000576	122.0
DNEPGKFN_02985	MER0001012	49.7
DNEPGKFN_03031	MER0001295	131.0
DNEPGKFN_03034	MER0000410	374.0
DNEPGKFN_03058	MER0026262	83.2
DNEPGKFN_03141	MER0004514	71.2
DNEPGKFN_03181	MER0056525	260.0
DNEPGKFN_03282	MER0003802	45.1
DNEPGKFN_03316	MER0003339	106.0
DNEPGKFN_03351	MER0044357	74.3
DNEPGKFN_03387	MER0001295	150.0
DNEPGKFN_03391	MER0004035	92.0
DNEPGKFN_03396	MER0001423	349.0
DNEPGKFN_03402	MER0013541	60.5
DNEPGKFN_03447	MER0281397	57.4
DNEPGKFN_03454	MER0000310	111.0
DNEPGKFN_03455	MER0000332	120.0
DNEPGKFN_03456	MER0002003	62.4
DNEPGKFN_03463	MER0016191	121.0
DNEPGKFN_03500	MER0001313	42.4
DNEPGKFN_03511	MER0003380	136.0
DNEPGKFN_03528	MER0011781	58.9
DNEPGKFN_03551	MER0036053	80.5
DNEPGKFN_03553	MER0001244	181.0
DNEPGKFN_03572	MER0017248	47.8
