Query	Hit	Score
PAGMLEON_00014	MER0000485	237.0
PAGMLEON_00020	MER0026545	110.0
PAGMLEON_00033	MER0069741	70.9
PAGMLEON_00099	MER0061102	52.0
PAGMLEON_00118	MER0013623	179.0
PAGMLEON_00175	MER0195376	96.3
PAGMLEON_00211	MER0042827	110.0
PAGMLEON_00223	MER0168983	55.8
PAGMLEON_00249	MER0002635	173.0
PAGMLEON_00254	MER0047723	429.0
PAGMLEON_00259	MER0001026	145.0
PAGMLEON_00267	MER0015468	58.2
PAGMLEON_00268	MER0035036	52.8
PAGMLEON_00272	MER0000589	53.1
PAGMLEON_00292	MER0001602	117.0
PAGMLEON_00364	MER0044622	146.0
PAGMLEON_00395	MER0005694	195.0
PAGMLEON_00438	MER0069741	103.0
PAGMLEON_00524	MER0044357	85.5
PAGMLEON_00543	MER0001313	42.7
PAGMLEON_00560	MER0002655	145.0
PAGMLEON_00573	MER0000474	224.0
PAGMLEON_00576	MER0031610	158.0
PAGMLEON_00622	MER0031610	59.3
PAGMLEON_00623	MER0033259	72.0
PAGMLEON_00624	MER0061102	70.1
PAGMLEON_00718	MER0003514	124.0
PAGMLEON_00736	MER0025086	105.0
PAGMLEON_00737	MER0050859	271.0
PAGMLEON_00768	MER0034615	313.0
PAGMLEON_00771	MER0016191	125.0
PAGMLEON_00820	MER0017248	52.4
PAGMLEON_00861	MER0011343	193.0
PAGMLEON_00879	MER0011464	109.0
PAGMLEON_00881	MER0004775	487.0
PAGMLEON_00928	MER0897124	95.5
PAGMLEON_00940	MER0039993	493.0
PAGMLEON_00960	MER0281397	78.2
PAGMLEON_00971	MER0003242	318.0
PAGMLEON_01039	MER0003376	83.6
PAGMLEON_01055	MER0192051	55.1
PAGMLEON_01071	MER0001297	128.0
PAGMLEON_01074	MER0036308	58.9
PAGMLEON_01075	MER0017009	115.0
PAGMLEON_01085	MER0100667	72.4
PAGMLEON_01128	MER0011781	54.3
PAGMLEON_01149	MER0005694	303.0
PAGMLEON_01202	MER0000576	111.0
PAGMLEON_01208	MER0012158	206.0
PAGMLEON_01215	MER0014135	236.0
PAGMLEON_01218	MER0001313	47.4
PAGMLEON_01229	MER0003380	137.0
PAGMLEON_01244	MER0025086	151.0
PAGMLEON_01261	MER0031619	69.7
PAGMLEON_01264	MER0001244	182.0
PAGMLEON_01270	MER0039993	481.0
PAGMLEON_01297	MER0237414	73.6
PAGMLEON_01298	MER0195774	116.0
PAGMLEON_01346	MER0005767	127.0
PAGMLEON_01395	MER0026494	255.0
PAGMLEON_01411	MER0017244	73.9
PAGMLEON_01426	MER0001423	353.0
PAGMLEON_01431	MER0002443	89.7
PAGMLEON_01435	MER0001295	159.0
PAGMLEON_01438	MER0037236	80.9
PAGMLEON_01526	MER0001243	192.0
PAGMLEON_01533	MER0042387	108.0
PAGMLEON_01536	MER0002251	211.0
PAGMLEON_01575	MER0001161	498.0
PAGMLEON_01593	MER0015475	79.7
PAGMLEON_01632	MER0078640	226.0
PAGMLEON_01636	MER0492485	68.9
PAGMLEON_01668	MER0028047	210.0
PAGMLEON_01684	MER0005244	124.0
PAGMLEON_01756	MER0034582	108.0
PAGMLEON_01761	MER0001284	72.0
PAGMLEON_01777	MER0011748	258.0
PAGMLEON_01791	MER0036054	45.8
PAGMLEON_01799	MER0034539	261.0
PAGMLEON_01863	MER0045886	177.0
PAGMLEON_01869	MER0065554	256.0
PAGMLEON_01949	MER0001421	430.0
PAGMLEON_02045	MER0492485	43.5
PAGMLEON_02056	MER0057728	111.0
PAGMLEON_02058	MER0013829	179.0
PAGMLEON_02069	MER0015166	102.0
PAGMLEON_02074	MER0031570	61.6
PAGMLEON_02090	MER0015473	62.0
PAGMLEON_02143	MER0005139	75.5
PAGMLEON_02144	MER0005139	78.6
PAGMLEON_02152	MER0022935	65.9
PAGMLEON_02191	MER0026213	45.1
PAGMLEON_02211	MER0000410	388.0
PAGMLEON_02235	MER0011785	43.9
PAGMLEON_02237	MER0005767	71.2
PAGMLEON_02240	MER0073084	97.8
PAGMLEON_02241	MER0005778	52.0
PAGMLEON_02309	MER0004090	122.0
PAGMLEON_02319	MER0011785	59.7
PAGMLEON_02348	MER0195774	108.0
PAGMLEON_02363	MER0033186	205.0
PAGMLEON_02368	MER0015121	56.2
PAGMLEON_02391	MER1143079	162.0
PAGMLEON_02431	MER0014188	68.6
