Query	Hit	Score
APKHGLII_00030	MER0002251	187.0
APKHGLII_00031	MER0000472	124.0
APKHGLII_00033	MER0073084	106.0
APKHGLII_00037	MER0168983	65.9
APKHGLII_00058	MER0003338	76.6
APKHGLII_00059	MER0005768	131.0
APKHGLII_00067	MER0035089	227.0
APKHGLII_00068	MER0066178	44.3
APKHGLII_00084	MER0001423	434.0
APKHGLII_00096	MER0012158	188.0
APKHGLII_00128	MER0000463	296.0
APKHGLII_00168	MER0035041	54.7
APKHGLII_00230	MER0018254	102.0
APKHGLII_00248	MER0003105	198.0
APKHGLII_00341	MER0015424	605.0
APKHGLII_00356	MER0056022	60.8
APKHGLII_00374	MER0001400	160.0
APKHGLII_00387	MER0000471	131.0
APKHGLII_00388	MER0019759	82.4
APKHGLII_00416	MER0045094	155.0
APKHGLII_00434	MER0001978	475.0
APKHGLII_00457	MER0004801	482.0
APKHGLII_00472	MER0000410	358.0
APKHGLII_00491	MER0036027	54.3
APKHGLII_00520	MER0031610	149.0
APKHGLII_00609	MER0001158	720.0
APKHGLII_00615	MER0005196	327.0
APKHGLII_00616	MER0492485	109.0
APKHGLII_00664	MER0492485	53.1
APKHGLII_00680	MER0000474	219.0
APKHGLII_00681	MER0002601	55.1
APKHGLII_00690	MER0004775	493.0
APKHGLII_00691	MER0004775	482.0
APKHGLII_00697	MER0033259	63.9
APKHGLII_00711	MER0015473	67.4
APKHGLII_00727	MER0492485	48.5
APKHGLII_00751	MER0034615	300.0
APKHGLII_00841	MER0026494	261.0
APKHGLII_00847	MER0050859	52.0
APKHGLII_00848	MER0050859	198.0
APKHGLII_00889	MER0045886	201.0
APKHGLII_00916	MER0001699	92.8
APKHGLII_00974	MER0005300	43.1
APKHGLII_00978	MER0005767	127.0
APKHGLII_00979	MER0019096	50.4
APKHGLII_00980	MER0019759	51.6
APKHGLII_01004	MER0066178	45.1
APKHGLII_01027	MER0002031	77.8
APKHGLII_01029	MER0002036	63.2
APKHGLII_01087	MER0033259	85.1
APKHGLII_01092	MER0001421	388.0
APKHGLII_01099	MER0026213	46.6
APKHGLII_01103	MER0014366	451.0
APKHGLII_01126	MER0015475	58.5
APKHGLII_01171	MER0002443	104.0
APKHGLII_01175	MER0036308	63.5
APKHGLII_01185	MER0000457	50.4
APKHGLII_01205	MER0033259	67.4
APKHGLII_01254	MER0005169	176.0
APKHGLII_01267	MER0005244	123.0
APKHGLII_01268	MER0005244	91.3
APKHGLII_01279	MER0195774	79.7
APKHGLII_01299	MER0001243	189.0
APKHGLII_01335	MER0005139	70.5
APKHGLII_01383	MER0002443	101.0
APKHGLII_01389	MER0001289	87.4
APKHGLII_01390	MER0001289	84.0
APKHGLII_01396	MER0030934	122.0
APKHGLII_01455	MER0004954	101.0
APKHGLII_01468	MER0033186	193.0
APKHGLII_01475	MER0025086	101.0
APKHGLII_01521	MER0014188	65.9
APKHGLII_01529	MER0004146	76.6
APKHGLII_01574	MER1143079	108.0
APKHGLII_01577	MER0029657	60.8
APKHGLII_01611	MER0015621	275.0
APKHGLII_01617	MER0001400	167.0
APKHGLII_01623	MER0026545	110.0
APKHGLII_01639	MER0000485	217.0
APKHGLII_01678	MER1143079	101.0
APKHGLII_01697	MER0001313	47.8
APKHGLII_01702	MER0003380	64.3
APKHGLII_01771	MER0001295	167.0
APKHGLII_01796	MER0016191	118.0
APKHGLII_01825	MER0015472	58.9
APKHGLII_01848	MER0037236	73.2
APKHGLII_01887	MER0004468	73.2
APKHGLII_01941	MER0024096	67.4
APKHGLII_01975	MER0001299	273.0
APKHGLII_02016	MER0004954	102.0
APKHGLII_02054	MER0044357	66.6
APKHGLII_02148	MER0003242	57.0
APKHGLII_02149	MER0003850	176.0
APKHGLII_02178	MER0034539	120.0
APKHGLII_02241	MER0000459	116.0
APKHGLII_02243	MER0002746	97.1
APKHGLII_02248	MER0014135	246.0
APKHGLII_02250	MER0492485	83.2
APKHGLII_02251	MER0437468	241.0
APKHGLII_02289	MER0034582	87.8
APKHGLII_02295	MER0100667	57.0
APKHGLII_02301	MER0056525	256.0
APKHGLII_02310	MER0000410	379.0
APKHGLII_02320	MER0014664	88.2
APKHGLII_02333	MER0001161	463.0
APKHGLII_02380	MER0065588	124.0
APKHGLII_02382	MER0034539	107.0
APKHGLII_02443	MER0025086	99.4
APKHGLII_02456	MER0095620	285.0
APKHGLII_02498	MER0069741	105.0
APKHGLII_02521	MER0000589	59.7
APKHGLII_02523	MER0000310	120.0
APKHGLII_02553	MER0039993	438.0
APKHGLII_02555	MER0195774	74.3
APKHGLII_02594	MER0045479	71.2
APKHGLII_02599	MER0195774	138.0
APKHGLII_02600	MER0237414	58.2
APKHGLII_02607	MER0047723	414.0
APKHGLII_02614	MER0492485	47.8
APKHGLII_02619	MER0034539	244.0
APKHGLII_02665	MER0060647	267.0
APKHGLII_02681	MER0019759	62.4
APKHGLII_02745	MER0011806	163.0
APKHGLII_02785	MER0003336	274.0
APKHGLII_02816	MER0002036	89.4
