Query	Hit	Score
MFHCHLMN_00035	MER0492485	83.6
MFHCHLMN_00039	MER0026262	131.0
MFHCHLMN_00118	MER0001423	417.0
MFHCHLMN_00130	MER0002161	69.3
MFHCHLMN_00184	MER0001400	135.0
MFHCHLMN_00203	MER0002443	92.0
MFHCHLMN_00205	MER0015473	72.0
MFHCHLMN_00225	MER0083603	55.1
MFHCHLMN_00226	MER0003081	53.1
MFHCHLMN_00261	MER0492485	45.8
MFHCHLMN_00281	MER0031610	138.0
MFHCHLMN_00322	MER0019759	107.0
MFHCHLMN_00323	MER0005694	178.0
MFHCHLMN_00368	MER0026494	263.0
MFHCHLMN_00405	MER0003380	82.8
MFHCHLMN_00430	MER0437468	230.0
MFHCHLMN_00432	MER0014135	256.0
MFHCHLMN_00437	MER0019759	58.2
MFHCHLMN_00443	MER0036114	46.2
MFHCHLMN_00483	MER0056525	256.0
MFHCHLMN_00492	MER0000410	395.0
MFHCHLMN_00536	MER0000474	213.0
MFHCHLMN_00539	MER0003338	134.0
MFHCHLMN_00575	MER0000485	218.0
MFHCHLMN_00589	MER0026545	102.0
MFHCHLMN_00600	MER0001421	406.0
MFHCHLMN_00620	MER0004468	81.3
MFHCHLMN_00744	MER0034539	117.0
MFHCHLMN_00848	MER0001699	135.0
MFHCHLMN_00862	MER0011806	160.0
MFHCHLMN_00873	MER0017244	77.4
MFHCHLMN_00875	MER0017256	87.0
MFHCHLMN_00891	MER0217397	444.0
MFHCHLMN_00894	MER0000437	84.7
MFHCHLMN_00910	MER0000471	119.0
MFHCHLMN_00925	MER0047723	437.0
MFHCHLMN_00933	MER0056022	61.2
MFHCHLMN_00948	MER0001161	472.0
MFHCHLMN_00965	MER0034582	92.8
MFHCHLMN_00999	MER0005196	327.0
MFHCHLMN_01001	MER0492485	103.0
MFHCHLMN_01308	MER0034615	295.0
MFHCHLMN_01316	MER0001243	191.0
MFHCHLMN_01333	MER0002489	80.9
MFHCHLMN_01340	MER0005768	137.0
MFHCHLMN_01341	MER0017622	75.5
MFHCHLMN_01344	MER0002007	204.0
MFHCHLMN_01377	MER0005169	171.0
MFHCHLMN_01399	MER0002443	108.0
MFHCHLMN_01402	MER0036308	62.4
MFHCHLMN_01443	MER0016191	115.0
MFHCHLMN_01510	MER0195774	79.3
MFHCHLMN_01511	MER0005767	127.0
MFHCHLMN_01516	MER0005300	55.1
MFHCHLMN_01560	MER0001313	45.1
MFHCHLMN_01582	MER1143079	91.7
MFHCHLMN_01591	MER0281397	57.4
MFHCHLMN_01661	MER0012158	187.0
MFHCHLMN_01682	MER0045886	199.0
MFHCHLMN_01692	MER0034539	245.0
MFHCHLMN_01735	MER0004775	507.0
MFHCHLMN_01736	MER0004775	465.0
MFHCHLMN_01752	MER0001158	704.0
MFHCHLMN_01760	MER0001299	271.0
MFHCHLMN_01792	MER0004146	68.6
MFHCHLMN_01836	MER0033186	196.0
MFHCHLMN_01886	MER0003105	205.0
MFHCHLMN_01895	MER0005244	116.0
MFHCHLMN_01896	MER0472834	80.1
MFHCHLMN_01916	MER0060647	263.0
MFHCHLMN_01943	MER0192051	58.9
MFHCHLMN_01950	MER0069741	104.0
MFHCHLMN_01956	MER0034961	67.0
MFHCHLMN_01987	MER0043394	155.0
MFHCHLMN_02005	MER0001419	59.3
MFHCHLMN_02006	MER0223899	40.8
MFHCHLMN_02021	MER0005139	74.3
MFHCHLMN_02033	MER0018468	54.3
MFHCHLMN_02041	MER0000471	146.0
MFHCHLMN_02042	MER0002746	83.6
MFHCHLMN_02050	MER0004123	92.0
MFHCHLMN_02057	MER0209507	44.7
MFHCHLMN_02058	MER0066178	63.2
MFHCHLMN_02075	MER0003242	311.0
MFHCHLMN_02076	MER0003242	68.9
MFHCHLMN_02131	MER0003850	173.0
MFHCHLMN_02234	MER0036036	56.6
MFHCHLMN_02242	MER0195774	70.5
MFHCHLMN_02257	MER0001978	472.0
MFHCHLMN_02294	MER0011900	57.4
MFHCHLMN_02308	MER0002251	192.0
MFHCHLMN_02347	MER0028704	47.0
MFHCHLMN_02375	MER0002565	112.0
MFHCHLMN_02386	MER0015621	278.0
MFHCHLMN_02388	MER0015458	60.5
MFHCHLMN_02409	MER0037236	77.8
MFHCHLMN_02413	MER0039993	462.0
MFHCHLMN_02524	MER0000589	60.8
MFHCHLMN_02554	MER0014188	72.4
MFHCHLMN_02560	MER0001212	156.0
MFHCHLMN_02581	MER0004953	67.4
MFHCHLMN_02640	MER0168983	67.8
MFHCHLMN_02708	MER0004953	67.8
MFHCHLMN_02713	MER0001423	63.9
MFHCHLMN_02818	MER0001295	160.0
MFHCHLMN_02821	MER0000495	44.3
MFHCHLMN_02825	MER0015475	62.0
