Query	Hit	Score
GMKODOJI_00017	MER0039993	476.0
GMKODOJI_00021	MER0014333	189.0
GMKODOJI_00037	MER0042387	98.6
GMKODOJI_00057	MER0029657	63.2
GMKODOJI_00085	MER0004775	487.0
GMKODOJI_00097	MER0003338	137.0
GMKODOJI_00105	MER0030934	167.0
GMKODOJI_00202	MER0004035	90.1
GMKODOJI_00232	MER0000485	220.0
GMKODOJI_00248	MER0015424	168.0
GMKODOJI_00259	MER0066178	51.6
GMKODOJI_00263	MER0025086	109.0
GMKODOJI_00313	MER0003376	49.7
GMKODOJI_00329	MER0066178	52.0
GMKODOJI_00357	MER0002251	198.0
GMKODOJI_00386	MER0195376	81.6
GMKODOJI_00428	MER0002601	50.8
GMKODOJI_00454	MER0001299	271.0
GMKODOJI_00460	MER0003093	48.5
GMKODOJI_00507	MER0048181	61.2
GMKODOJI_00517	MER0192051	65.5
GMKODOJI_00677	MER0003514	127.0
GMKODOJI_00721	MER0003380	61.6
GMKODOJI_00830	MER0001289	66.2
GMKODOJI_00840	MER0058228	45.4
GMKODOJI_00846	MER0034541	249.0
GMKODOJI_00878	MER0001025	186.0
GMKODOJI_00902	MER0033186	165.0
GMKODOJI_00973	MER0001010	54.7
GMKODOJI_01035	MER0002565	122.0
GMKODOJI_01056	MER1143079	100.0
GMKODOJI_01072	MER0001421	434.0
GMKODOJI_01126	MER0001244	187.0
GMKODOJI_01153	MER0015473	61.6
GMKODOJI_01154	MER0015632	51.6
GMKODOJI_01157	MER0000589	65.9
GMKODOJI_01163	MER0034539	147.0
GMKODOJI_01177	MER0013623	177.0
GMKODOJI_01182	MER0015166	87.8
GMKODOJI_01208	MER0001322	71.6
GMKODOJI_01210	MER0000459	110.0
GMKODOJI_01226	MER0015121	48.9
GMKODOJI_01229	MER0004775	453.0
GMKODOJI_01245	MER0005196	295.0
GMKODOJI_01283	MER0001423	332.0
GMKODOJI_01296	MER0209507	51.6
GMKODOJI_01303	MER0002489	122.0
GMKODOJI_01338	MER0004469	74.7
GMKODOJI_01402	MER0019280	112.0
GMKODOJI_01494	MER0281397	47.4
GMKODOJI_01520	MER0066178	55.1
GMKODOJI_01521	MER0047723	436.0
GMKODOJI_01592	MER0011464	58.2
GMKODOJI_01728	MER0003303	78.2
GMKODOJI_01729	MER0005768	139.0
GMKODOJI_01734	MER0045479	42.7
GMKODOJI_01757	MER0027775	89.0
GMKODOJI_01762	MER0066178	46.2
GMKODOJI_01763	MER0001238	238.0
GMKODOJI_01778	MER0026494	233.0
GMKODOJI_01796	MER0004196	122.0
GMKODOJI_01823	MER0015475	63.5
GMKODOJI_01829	MER0056525	257.0
GMKODOJI_01840	MER0001295	161.0
GMKODOJI_01869	MER0001289	80.1
GMKODOJI_01932	MER0000410	370.0
GMKODOJI_01934	MER0437468	243.0
GMKODOJI_01968	MER0034582	122.0
GMKODOJI_01985	MER0050859	243.0
GMKODOJI_02032	MER0004925	305.0
GMKODOJI_02039	MER0031610	141.0
GMKODOJI_02055	MER0036115	52.0
GMKODOJI_02065	MER0069741	111.0
GMKODOJI_02151	MER0033186	180.0
GMKODOJI_02261	MER0026469	169.0
GMKODOJI_02266	MER0015112	291.0
GMKODOJI_02270	MER0016191	119.0
GMKODOJI_02273	MER0002639	140.0
GMKODOJI_02379	MER0045094	130.0
GMKODOJI_02386	MER0019759	84.0
GMKODOJI_02390	MER0001978	439.0
GMKODOJI_02392	MER0015424	197.0
GMKODOJI_02410	MER0237414	79.0
GMKODOJI_02411	MER0195774	122.0
GMKODOJI_02452	MER0001243	197.0
GMKODOJI_02470	MER0004090	145.0
GMKODOJI_02676	MER0031611	39.7
GMKODOJI_02679	MER0037236	93.6
GMKODOJI_02749	MER0000474	229.0
GMKODOJI_02755	MER0281397	76.3
GMKODOJI_02782	MER1143079	120.0
GMKODOJI_02795	MER0002746	65.5
GMKODOJI_02815	MER0001161	465.0
GMKODOJI_02871	MER0002031	73.2
GMKODOJI_02877	MER0021822	80.9
GMKODOJI_02941	MER0036053	66.2
GMKODOJI_02974	MER0152590	95.1
GMKODOJI_02985	MER0002746	45.8
GMKODOJI_02986	MER0001295	148.0
GMKODOJI_03005	MER0011345	60.1
GMKODOJI_03010	MER0039993	472.0
GMKODOJI_03011	MER0003242	57.4
GMKODOJI_03018	MER0034539	104.0
GMKODOJI_03030	MER0005169	177.0
GMKODOJI_03035	MER0003380	128.0
GMKODOJI_03040	MER0003376	81.6
GMKODOJI_03054	MER0012158	202.0
GMKODOJI_03060	MER0014135	237.0
GMKODOJI_03083	MER0015424	176.0
