Query	Hit	Score
LFCHNBKH_00055	MER0026545	113.0
LFCHNBKH_00061	MER0002489	43.5
LFCHNBKH_00086	MER0217243	46.2
LFCHNBKH_00099	MER0005472	87.4
LFCHNBKH_00100	MER0013829	108.0
LFCHNBKH_00140	MER0195376	87.0
LFCHNBKH_00147	MER0031565	87.0
LFCHNBKH_00163	MER0000485	213.0
LFCHNBKH_00184	MER0026262	94.0
LFCHNBKH_00205	MER0045886	175.0
LFCHNBKH_00210	MER0437468	246.0
LFCHNBKH_00231	MER0015166	97.1
LFCHNBKH_00289	MER0002635	148.0
LFCHNBKH_00337	MER0015121	49.7
LFCHNBKH_00340	MER0002601	55.5
LFCHNBKH_00341	MER0002455	57.0
LFCHNBKH_00343	MER0015424	191.0
LFCHNBKH_00446	MER0001284	65.5
LFCHNBKH_00464	MER0031431	65.5
LFCHNBKH_00475	MER0047723	260.0
LFCHNBKH_00476	MER0001283	154.0
LFCHNBKH_00506	MER0017193	248.0
LFCHNBKH_00515	MER0066178	53.5
LFCHNBKH_00518	MER0028047	114.0
LFCHNBKH_00519	MER0028047	97.1
LFCHNBKH_00553	MER0048181	56.2
LFCHNBKH_00567	MER0000589	54.7
LFCHNBKH_00584	MER0014333	192.0
LFCHNBKH_00768	MER0004090	117.0
LFCHNBKH_00780	MER0000410	353.0
LFCHNBKH_00797	MER0005767	53.5
LFCHNBKH_00871	MER0014188	62.0
LFCHNBKH_00909	MER0002161	75.5
LFCHNBKH_00928	MER0002565	119.0
LFCHNBKH_00999	MER0036038	48.9
LFCHNBKH_01029	MER0000474	163.0
LFCHNBKH_01087	MER0001202	47.0
LFCHNBKH_01099	MER0001421	285.0
LFCHNBKH_01100	MER0001421	40.8
LFCHNBKH_01135	MER0069741	57.4
LFCHNBKH_01241	MER0005767	68.2
LFCHNBKH_01242	MER0005767	77.4
LFCHNBKH_01249	MER0001400	148.0
LFCHNBKH_01250	MER0001400	112.0
LFCHNBKH_01338	MER0026494	239.0
LFCHNBKH_01364	MER0168983	59.3
LFCHNBKH_01407	MER0003336	142.0
LFCHNBKH_01414	MER0001243	106.0
LFCHNBKH_01415	MER0013450	67.8
LFCHNBKH_01485	MER0195774	122.0
LFCHNBKH_01542	MER0031611	48.1
LFCHNBKH_01543	MER0004146	47.0
LFCHNBKH_01636	MER0065588	166.0
LFCHNBKH_01648	MER0045094	161.0
LFCHNBKH_01651	MER0034539	267.0
LFCHNBKH_01677	MER0056525	262.0
LFCHNBKH_01699	MER0015475	78.2
LFCHNBKH_01738	MER0078640	231.0
LFCHNBKH_01747	MER0002968	52.8
LFCHNBKH_01789	MER0028025	135.0
LFCHNBKH_01816	MER0036308	257.0
LFCHNBKH_01876	MER0019280	76.3
LFCHNBKH_01902	MER0069741	99.4
LFCHNBKH_01971	MER0001161	506.0
LFCHNBKH_02114	MER0013623	172.0
LFCHNBKH_02131	MER0026262	74.7
LFCHNBKH_02143	MER0017142	43.5
LFCHNBKH_02192	MER0042827	117.0
LFCHNBKH_02521	MER0033186	190.0
LFCHNBKH_02676	MER0016991	73.2
LFCHNBKH_02679	MER0015632	42.4
LFCHNBKH_02681	MER0015473	47.8
LFCHNBKH_02719	MER0013541	71.6
LFCHNBKH_02720	MER0005900	140.0
LFCHNBKH_02779	MER0031610	164.0
LFCHNBKH_02784	MER0000474	220.0
LFCHNBKH_02856	MER0195774	122.0
LFCHNBKH_02857	MER0237414	75.5
LFCHNBKH_02881	MER0012158	125.0
LFCHNBKH_02882	MER0003327	58.5
LFCHNBKH_02893	MER0014135	222.0
LFCHNBKH_02895	MER0025070	70.9
LFCHNBKH_02902	MER0003338	166.0
LFCHNBKH_02923	MER0017142	49.3
LFCHNBKH_02947	MER0069741	45.1
LFCHNBKH_02976	MER0005694	305.0
LFCHNBKH_03001	MER0062058	62.8
LFCHNBKH_03002	MER0028365	87.8
LFCHNBKH_03004	MER0012283	76.3
LFCHNBKH_03006	MER0003514	119.0
LFCHNBKH_03041	MER0192051	68.6
LFCHNBKH_03058	MER0003376	88.6
LFCHNBKH_03101	MER0034541	48.1
LFCHNBKH_03102	MER0034541	47.8
LFCHNBKH_03103	MER0034541	117.0
LFCHNBKH_03104	MER0034541	80.5
LFCHNBKH_03125	MER0001244	195.0
LFCHNBKH_03158	MER0031611	71.6
LFCHNBKH_03188	MER0016191	95.1
LFCHNBKH_03198	MER0001289	66.2
LFCHNBKH_03241	MER0004469	54.7
LFCHNBKH_03243	MER0897124	45.1
LFCHNBKH_03253	MER0004775	469.0
LFCHNBKH_03307	MER0031565	67.4
LFCHNBKH_03329	MER0011781	43.5
LFCHNBKH_03350	MER0011464	68.6
LFCHNBKH_03381	MER0003380	137.0
LFCHNBKH_03457	MER0004196	49.3
LFCHNBKH_03458	MER0001425	57.0
LFCHNBKH_03500	MER0044357	68.9
LFCHNBKH_03524	MER0000277	79.7
LFCHNBKH_03552	MER0005462	45.8
LFCHNBKH_03560	MER0042387	106.0
LFCHNBKH_03561	MER0005742	51.6
LFCHNBKH_03565	MER0002251	194.0
LFCHNBKH_03594	MER0001295	166.0
LFCHNBKH_03598	MER0004035	78.6
LFCHNBKH_03602	MER0001423	332.0
LFCHNBKH_03622	MER0034582	83.2
LFCHNBKH_03629	MER0037181	83.6
