Query	Hit	Score
EGMBIKJF_00017	MER0001978	475.0
EGMBIKJF_00021	MER0015473	70.1
EGMBIKJF_00034	MER0003380	67.8
EGMBIKJF_00087	MER0003380	129.0
EGMBIKJF_00094	MER0004925	332.0
EGMBIKJF_00098	MER0011345	57.4
EGMBIKJF_00106	MER0011681	48.1
EGMBIKJF_00135	MER0073084	117.0
EGMBIKJF_00267	MER0281397	70.1
EGMBIKJF_00301	MER0001161	512.0
EGMBIKJF_00314	MER0168983	67.4
EGMBIKJF_00339	MER0000410	218.0
EGMBIKJF_00372	MER0004035	75.9
EGMBIKJF_00376	MER0030136	45.4
EGMBIKJF_00442	MER0061102	48.5
EGMBIKJF_00458	MER0059846	162.0
EGMBIKJF_00491	MER0065588	158.0
EGMBIKJF_00499	MER0034539	263.0
EGMBIKJF_00507	MER0035041	51.2
EGMBIKJF_00528	MER0031570	75.9
EGMBIKJF_00600	MER0026262	99.0
EGMBIKJF_00648	MER0195376	72.8
EGMBIKJF_00663	MER0005900	49.7
EGMBIKJF_00684	MER0005239	181.0
EGMBIKJF_00686	MER0037236	61.6
EGMBIKJF_00700	MER0031562	92.4
EGMBIKJF_00742	MER0003558	65.1
EGMBIKJF_00766	MER0001423	177.0
EGMBIKJF_00767	MER0001248	148.0
EGMBIKJF_00771	MER0001295	164.0
EGMBIKJF_00820	MER0013829	182.0
EGMBIKJF_00857	MER0100667	72.0
EGMBIKJF_00869	MER0000441	61.2
EGMBIKJF_00899	MER0001322	72.4
EGMBIKJF_00919	MER0078640	217.0
EGMBIKJF_00943	MER0281397	75.9
EGMBIKJF_00979	MER0015166	104.0
EGMBIKJF_01096	MER0069741	103.0
EGMBIKJF_01107	MER0037236	80.1
EGMBIKJF_01126	MER0000392	310.0
EGMBIKJF_01161	MER0005244	89.4
EGMBIKJF_01162	MER0006204	159.0
EGMBIKJF_01198	MER0001243	193.0
EGMBIKJF_01221	MER0004957	54.3
EGMBIKJF_01251	MER0195774	119.0
EGMBIKJF_01279	MER0000268	172.0
EGMBIKJF_01306	MER0036069	47.0
EGMBIKJF_01341	MER0005900	151.0
EGMBIKJF_01402	MER0073084	207.0
EGMBIKJF_01428	MER0000474	219.0
EGMBIKJF_01453	MER0001244	186.0
EGMBIKJF_01555	MER0000474	182.0
EGMBIKJF_01559	MER0002959	162.0
EGMBIKJF_01561	MER0168983	52.8
EGMBIKJF_01565	MER0003376	45.8
EGMBIKJF_01589	MER0001297	128.0
EGMBIKJF_01591	MER0011369	139.0
EGMBIKJF_01592	MER0002755	63.9
EGMBIKJF_01593	MER0000332	136.0
EGMBIKJF_01613	MER0014418	66.6
EGMBIKJF_01618	MER0000485	241.0
EGMBIKJF_01624	MER0026552	110.0
EGMBIKJF_01636	MER0016191	103.0
EGMBIKJF_01641	MER0015473	55.1
EGMBIKJF_01642	MER0015473	56.2
EGMBIKJF_01719	MER0003376	80.5
EGMBIKJF_01763	MER0061102	105.0
EGMBIKJF_01813	MER0004468	82.0
EGMBIKJF_01845	MER0237414	68.9
EGMBIKJF_01846	MER0195774	135.0
EGMBIKJF_01882	MER0001284	68.9
EGMBIKJF_01913	MER0002007	280.0
EGMBIKJF_01961	MER0028087	86.3
EGMBIKJF_01962	MER0016301	85.9
EGMBIKJF_02031	MER0045094	154.0
EGMBIKJF_02081	MER0005244	120.0
EGMBIKJF_02099	MER0001423	350.0
EGMBIKJF_02111	MER0056525	256.0
EGMBIKJF_02182	MER0066178	57.4
EGMBIKJF_02220	MER0031563	60.1
EGMBIKJF_02283	MER0025086	147.0
EGMBIKJF_02298	MER0001297	125.0
EGMBIKJF_02312	MER0002251	208.0
EGMBIKJF_02318	MER0001421	424.0
EGMBIKJF_02328	MER0004923	125.0
EGMBIKJF_02343	MER0027775	87.4
EGMBIKJF_02350	MER0213229	48.9
EGMBIKJF_02352	MER0005767	63.5
EGMBIKJF_02377	MER0014135	246.0
EGMBIKJF_02419	MER0066178	51.6
EGMBIKJF_02447	MER0042387	110.0
EGMBIKJF_02467	MER0192051	53.9
EGMBIKJF_02503	MER0026494	253.0
EGMBIKJF_02509	MER0069741	54.3
EGMBIKJF_02526	MER0004466	43.9
EGMBIKJF_02527	MER0029965	110.0
EGMBIKJF_02537	MER0005767	132.0
EGMBIKJF_02574	MER0056022	52.8
EGMBIKJF_02580	MER0045886	194.0
