Query	Hit	Score
FHNGCEND_00043	MER0044357	63.5
FHNGCEND_00062	MER0002639	150.0
FHNGCEND_00070	MER0031563	47.8
FHNGCEND_00084	MER0061081	52.0
FHNGCEND_00143	MER0026262	121.0
FHNGCEND_00152	MER0003242	65.9
FHNGCEND_00153	MER0003850	174.0
FHNGCEND_00189	MER0048191	51.2
FHNGCEND_00277	MER1143079	142.0
FHNGCEND_00281	MER0034960	109.0
FHNGCEND_00329	MER0011781	160.0
FHNGCEND_00350	MER0026339	355.0
FHNGCEND_00381	MER0026545	54.3
FHNGCEND_00382	MER0281397	49.7
FHNGCEND_00389	MER0004954	98.2
FHNGCEND_00401	MER0036308	57.8
FHNGCEND_00405	MER0002443	106.0
FHNGCEND_00429	MER0029719	140.0
FHNGCEND_00460	MER0033259	73.2
FHNGCEND_00488	MER0192051	53.1
FHNGCEND_00491	MER0034615	299.0
FHNGCEND_00511	MER0004954	114.0
FHNGCEND_00527	MER0056022	62.0
FHNGCEND_00609	MER0016191	123.0
FHNGCEND_00614	MER0023167	96.3
FHNGCEND_00633	MER0001295	165.0
FHNGCEND_00715	MER0001161	480.0
FHNGCEND_00721	MER1143079	64.3
FHNGCEND_00722	MER0002489	87.0
FHNGCEND_00725	MER0281397	87.4
FHNGCEND_00865	MER0030244	49.3
FHNGCEND_00902	MER0033237	63.9
FHNGCEND_00905	MER0045479	72.4
FHNGCEND_00926	MER0031431	80.9
FHNGCEND_00981	MER0195774	75.9
FHNGCEND_00985	MER0039993	441.0
FHNGCEND_01048	MER0000589	58.2
FHNGCEND_01050	MER0002565	111.0
FHNGCEND_01073	MER0000389	155.0
FHNGCEND_01145	MER0034615	63.9
FHNGCEND_01178	MER0004775	501.0
FHNGCEND_01179	MER0004775	492.0
FHNGCEND_01188	MER0033259	70.1
FHNGCEND_01211	MER0140154	108.0
FHNGCEND_01217	MER0003105	206.0
FHNGCEND_01281	MER0001299	278.0
FHNGCEND_01353	MER0036053	76.6
FHNGCEND_01378	MER0000485	217.0
FHNGCEND_01395	MER0026496	106.0
FHNGCEND_01407	MER0015621	282.0
FHNGCEND_01412	MER0026339	59.3
FHNGCEND_01455	MER0897124	70.9
FHNGCEND_01473	MER0014137	53.5
FHNGCEND_01487	MER0002746	99.0
FHNGCEND_01489	MER0002489	118.0
FHNGCEND_01491	MER0029719	202.0
FHNGCEND_01545	MER0025512	73.6
FHNGCEND_01564	MER0214730	94.0
FHNGCEND_01596	MER0004514	48.5
FHNGCEND_01602	MER0056525	254.0
FHNGCEND_01611	MER0000410	387.0
FHNGCEND_01620	MER0015424	330.0
FHNGCEND_01634	MER0001243	186.0
FHNGCEND_01647	MER0004925	313.0
FHNGCEND_01684	MER0031570	57.0
FHNGCEND_01704	MER0000410	361.0
FHNGCEND_01709	MER0000474	218.0
FHNGCEND_01722	MER0492485	44.7
FHNGCEND_01758	MER0001423	425.0
FHNGCEND_01785	MER0175622	89.0
FHNGCEND_01801	MER0045886	200.0
FHNGCEND_01804	MER0065554	70.9
FHNGCEND_01938	MER0437468	242.0
FHNGCEND_01939	MER0492485	82.0
FHNGCEND_01940	MER0014135	245.0
FHNGCEND_01944	MER0019759	59.7
FHNGCEND_02020	MER0029657	43.9
FHNGCEND_02021	MER0029657	68.2
FHNGCEND_02025	MER0016067	58.2
FHNGCEND_02027	MER1143079	98.6
FHNGCEND_02072	MER0004146	79.0
FHNGCEND_02082	MER0024252	68.6
FHNGCEND_02116	MER0015691	79.7
FHNGCEND_02122	MER0492485	45.4
FHNGCEND_02141	MER0015473	56.6
FHNGCEND_02161	MER0002251	189.0
FHNGCEND_02162	MER0000472	110.0
FHNGCEND_02164	MER0073084	110.0
FHNGCEND_02165	MER0168983	75.5
FHNGCEND_02204	MER0003338	75.9
FHNGCEND_02205	MER0005768	129.0
FHNGCEND_02212	MER0004154	117.0
FHNGCEND_02264	MER1143079	147.0
FHNGCEND_02265	MER0026262	80.5
FHNGCEND_02297	MER0095620	288.0
FHNGCEND_02388	MER0036033	107.0
FHNGCEND_02424	MER0034539	239.0
FHNGCEND_02429	MER0492485	52.4
FHNGCEND_02456	MER0001400	171.0
FHNGCEND_02469	MER0003380	63.2
FHNGCEND_02474	MER0001313	50.4
FHNGCEND_02491	MER1143079	106.0
FHNGCEND_02529	MER0077555	80.9
FHNGCEND_02531	MER0492485	109.0
FHNGCEND_02532	MER0005196	330.0
FHNGCEND_02537	MER0001158	723.0
FHNGCEND_02565	MER0026262	124.0
FHNGCEND_02623	MER0015475	57.8
FHNGCEND_02645	MER0014366	442.0
FHNGCEND_02650	MER0017402	49.7
FHNGCEND_02676	MER0001421	387.0
FHNGCEND_02680	MER0033259	78.6
FHNGCEND_02742	MER0001236	216.0
FHNGCEND_02743	MER0066178	46.6
FHNGCEND_02784	MER0050859	239.0
FHNGCEND_02792	MER0026494	258.0
FHNGCEND_02805	MER0195774	136.0
FHNGCEND_02806	MER0237414	61.2
FHNGCEND_02812	MER0047723	418.0
