MIPKGALI_00017	MER0001520	29.097	299	174	12	200	493	4	269	7.39e-19	83.6
MIPKGALI_00017	MER0000315	29.097	299	174	12	200	493	4	269	2.37e-18	82.0
MIPKGALI_00017	MER0000313	29.470	302	175	12	200	493	4	275	8.83e-18	80.5
MIPKGALI_00017	MER0001906	28.763	299	175	12	200	493	4	269	1.33e-17	79.7
MIPKGALI_00017	MER0077555	27.526	287	179	10	201	485	5	264	1.53e-17	79.7
MIPKGALI_00017	MER0001523	29.139	302	176	12	200	493	4	275	1.69e-17	79.3
MIPKGALI_00017	MER0000312	29.139	302	176	12	200	493	4	275	1.69e-17	79.3
MIPKGALI_00017	MER0001521	29.470	302	175	12	200	493	4	275	1.84e-17	79.3
MIPKGALI_00017	MER0004085	27.742	310	193	11	192	484	23	318	4.72e-17	79.0
MIPKGALI_00017	MER0001928	28.859	298	174	12	201	493	5	269	7.51e-17	77.4
MIPKGALI_00017	MER0000316	27.852	298	179	10	200	493	3	268	9.63e-17	77.0
MIPKGALI_00017	MER0001755	28.947	304	174	13	200	493	4	275	2.47e-16	76.3
MIPKGALI_00017	MER0014744	26.230	305	173	12	195	471	26	306	4.96e-15	73.2
MIPKGALI_00017	MER0000310	29.720	286	157	13	218	493	23	274	1.54e-14	70.9
MIPKGALI_00017	MER0013656	29.900	301	169	13	200	493	3	268	1.98e-14	70.5
MIPKGALI_00017	MER0000319	25.606	289	183	11	202	486	13	273	4.23e-13	66.6
MIPKGALI_00017	MER0001699	29.044	272	158	11	218	485	23	263	2.27e-12	64.3
MIPKGALI_00017	MER0081072	23.810	273	182	10	200	471	1	248	2.80e-12	63.5
MIPKGALI_00017	MER0000332	25.517	290	173	12	212	492	15	270	1.06e-11	62.4
MIPKGALI_00017	MER0000333	25.424	295	180	10	206	493	10	271	2.36e-11	61.2
MIPKGALI_00017	MER0002565	24.834	302	165	11	223	492	68	339	4.17e-10	58.2
MIPKGALI_00017	MER0000309	28.322	286	161	13	218	493	23	274	6.78e-10	56.6
MIPKGALI_00017	MER0000320	23.297	279	188	10	199	473	3	259	8.08e-09	53.5
MIPKGALI_00017	MER0016983	25.000	276	163	12	200	453	4	257	1.17e-08	53.1
MIPKGALI_00017	MER0042897	30.201	298	181	13	200	493	4	278	1.76e-08	52.4
MIPKGALI_00017	MER0001725	27.551	294	179	13	213	492	45	318	1.78e-08	52.8
MIPKGALI_00017	MER0047718	33.333	132	69	4	217	336	12	136	6.80e-08	51.2
MIPKGALI_00017	MER0000326	27.341	267	151	12	206	463	15	247	1.44e-07	50.1
MIPKGALI_00017	MER0002790	25.688	218	144	6	268	472	1	213	2.29e-07	48.9
MIPKGALI_00017	MER0002267	25.417	240	131	10	247	471	54	260	2.64e-07	48.9
MIPKGALI_00017	MER0002562	25.231	325	189	11	213	492	36	351	3.26e-07	48.9
MIPKGALI_00017	MER0005931	29.130	230	137	8	268	491	32	241	3.53e-07	48.1
MIPKGALI_00017	MER0000389	25.000	332	194	13	205	493	18	337	4.66e-07	48.5
MIPKGALI_00017	MER0000311	27.097	310	172	16	200	493	4	275	9.45e-07	47.4
MIPKGALI_00019	MER0492485	38.971	136	78	1	11	141	11	146	2.73e-28	100
