Query	Hit	Score
GBLHHKGO_00018	MER0100667	72.4
GBLHHKGO_00067	MER0061059	56.6
GBLHHKGO_00078	MER0000392	298.0
GBLHHKGO_00103	MER0017069	159.0
GBLHHKGO_00104	MER0281397	45.1
GBLHHKGO_00106	MER0026262	97.4
GBLHHKGO_00111	MER0002443	89.0
GBLHHKGO_00115	MER0001295	161.0
GBLHHKGO_00181	MER0013458	46.2
GBLHHKGO_00182	MER0042387	97.1
GBLHHKGO_00186	MER0001243	191.0
GBLHHKGO_00226	MER0005900	48.5
GBLHHKGO_00247	MER0195376	76.6
GBLHHKGO_00257	MER0006198	130.0
GBLHHKGO_00310	MER0038627	60.8
GBLHHKGO_00347	MER0001421	448.0
GBLHHKGO_00364	MER0065554	273.0
GBLHHKGO_00431	MER0005244	128.0
GBLHHKGO_00458	MER0036027	54.7
GBLHHKGO_00461	MER0001244	191.0
GBLHHKGO_00541	MER0058228	68.6
GBLHHKGO_00545	MER0061059	62.0
GBLHHKGO_00549	MER0065588	176.0
GBLHHKGO_00584	MER0001244	205.0
GBLHHKGO_00611	MER0031562	87.4
GBLHHKGO_00621	MER0281397	58.9
GBLHHKGO_00644	MER0027775	87.4
GBLHHKGO_00645	MER0031562	89.7
GBLHHKGO_00696	MER0004090	147.0
GBLHHKGO_00703	MER0000589	60.1
GBLHHKGO_00718	MER0003798	101.0
GBLHHKGO_00729	MER0003514	124.0
GBLHHKGO_00731	MER0005328	57.8
GBLHHKGO_00732	MER0002565	124.0
GBLHHKGO_00737	MER0014140	47.0
GBLHHKGO_00789	MER0005925	153.0
GBLHHKGO_00810	MER0044580	44.3
GBLHHKGO_00826	MER0001297	128.0
GBLHHKGO_00879	MER0005244	80.1
GBLHHKGO_00951	MER0016172	120.0
GBLHHKGO_00953	MER0011256	50.4
GBLHHKGO_00987	MER0034539	266.0
GBLHHKGO_01003	MER0026471	126.0
GBLHHKGO_01015	MER0004775	478.0
GBLHHKGO_01025	MER0015424	166.0
GBLHHKGO_01048	MER0045886	184.0
GBLHHKGO_01058	MER0005139	72.4
GBLHHKGO_01086	MER0069741	81.3
GBLHHKGO_01190	MER0033259	75.5
GBLHHKGO_01192	MER0011369	147.0
GBLHHKGO_01225	MER0078640	236.0
GBLHHKGO_01241	MER0033186	157.0
GBLHHKGO_01281	MER0013425	93.6
GBLHHKGO_01300	MER0020029	45.1
GBLHHKGO_01305	MER0002489	133.0
GBLHHKGO_01308	MER0001284	70.1
GBLHHKGO_01309	MER0168983	65.5
GBLHHKGO_01317	MER0026262	99.8
GBLHHKGO_01349	MER0001299	277.0
GBLHHKGO_01383	MER0005767	129.0
GBLHHKGO_01388	MER0073084	166.0
GBLHHKGO_01408	MER0006319	202.0
GBLHHKGO_01467	MER0031563	65.5
GBLHHKGO_01504	MER0140154	147.0
GBLHHKGO_01540	MER0209507	47.8
GBLHHKGO_01542	MER0005767	62.8
GBLHHKGO_01551	MER0000459	104.0
GBLHHKGO_01626	MER0002007	282.0
GBLHHKGO_01722	MER0000410	389.0
GBLHHKGO_01740	MER0237414	75.9
GBLHHKGO_01745	MER0001161	509.0
GBLHHKGO_01766	MER0000443	223.0
GBLHHKGO_01810	MER0035017	130.0
GBLHHKGO_01818	MER0002489	166.0
GBLHHKGO_01861	MER0016301	82.8
GBLHHKGO_01872	MER0037236	77.8
GBLHHKGO_01896	MER0000472	62.8
GBLHHKGO_01904	MER0000474	221.0
GBLHHKGO_01911	MER0004469	76.3
GBLHHKGO_01941	MER0003336	182.0
GBLHHKGO_01957	MER0014135	236.0
GBLHHKGO_01958	MER0492485	52.8
GBLHHKGO_02035	MER0001322	69.7
GBLHHKGO_02047	MER0011781	57.4
GBLHHKGO_02055	MER0048181	71.2
GBLHHKGO_02111	MER0026545	122.0
GBLHHKGO_02127	MER0026496	70.5
GBLHHKGO_02165	MER0015121	52.8
GBLHHKGO_02182	MER0014188	60.8
GBLHHKGO_02194	MER0000332	118.0
GBLHHKGO_02274	MER0198917	330.0
GBLHHKGO_02328	MER0005767	62.8
GBLHHKGO_02347	MER0005764	50.1
GBLHHKGO_02348	MER0005778	61.6
GBLHHKGO_02378	MER0492485	95.9
GBLHHKGO_02454	MER0002646	174.0
GBLHHKGO_02465	MER0011464	109.0
GBLHHKGO_02586	MER0014721	192.0
GBLHHKGO_02589	MER0281397	48.1
GBLHHKGO_02596	MER0069741	104.0
GBLHHKGO_02622	MER0015475	69.7
GBLHHKGO_02708	MER0004921	102.0
GBLHHKGO_02713	MER0000474	183.0
GBLHHKGO_02765	MER0005778	54.7
GBLHHKGO_02816	MER0034541	184.0
GBLHHKGO_02866	MER0001185	45.8
GBLHHKGO_02908	MER0059846	178.0
GBLHHKGO_02932	MER0191412	47.0
GBLHHKGO_02960	MER0026262	65.5
GBLHHKGO_02991	MER0026545	124.0
GBLHHKGO_03081	MER0492485	90.9
GBLHHKGO_03096	MER0002746	90.1
GBLHHKGO_03173	MER0005169	120.0
GBLHHKGO_03190	MER0000332	77.4
GBLHHKGO_03254	MER0001978	89.0
GBLHHKGO_03272	MER0078640	227.0
GBLHHKGO_03287	MER0000472	54.3
GBLHHKGO_03292	MER0065554	262.0
GBLHHKGO_03310	MER0044622	157.0
GBLHHKGO_03312	MER0006046	152.0
GBLHHKGO_03343	MER0011700	82.8
GBLHHKGO_03374	MER0028025	159.0
GBLHHKGO_03410	MER0003339	45.8
GBLHHKGO_03413	MER0069741	106.0
GBLHHKGO_03419	MER0001269	207.0
GBLHHKGO_03422	MER0030257	114.0
