Query	Hit	Score
NBNBBFIC_00015	MER0000485	213.0
NBNBBFIC_00044	MER0026545	105.0
NBNBBFIC_00071	MER0897124	86.7
NBNBBFIC_00086	MER0005694	282.0
NBNBBFIC_00096	MER0036308	63.2
NBNBBFIC_00100	MER0002443	104.0
NBNBBFIC_00107	MER0004954	97.8
NBNBBFIC_00109	MER0281397	54.7
NBNBBFIC_00167	MER0015475	63.2
NBNBBFIC_00184	MER0014366	440.0
NBNBBFIC_00188	MER0026213	48.5
NBNBBFIC_00196	MER0001421	387.0
NBNBBFIC_00294	MER0001295	163.0
NBNBBFIC_00324	MER0016191	115.0
NBNBBFIC_00367	MER0015473	51.6
NBNBBFIC_00388	MER0002031	81.6
NBNBBFIC_00453	MER0037236	72.8
NBNBBFIC_00467	MER0014137	44.7
NBNBBFIC_00530	MER0000410	380.0
NBNBBFIC_00539	MER0056525	254.0
NBNBBFIC_00549	MER0001290	51.6
NBNBBFIC_00557	MER0001313	44.3
NBNBBFIC_00586	MER1143079	106.0
NBNBBFIC_00598	MER0195774	70.5
NBNBBFIC_00636	MER0056022	54.3
NBNBBFIC_00665	MER0492485	46.6
NBNBBFIC_00669	MER0026262	107.0
NBNBBFIC_00681	MER0031610	145.0
NBNBBFIC_00685	MER0014664	72.0
NBNBBFIC_00695	MER0015473	62.4
NBNBBFIC_00722	MER0031570	58.9
NBNBBFIC_00746	MER0492485	47.0
NBNBBFIC_00824	MER0003105	215.0
NBNBBFIC_00915	MER0073084	113.0
NBNBBFIC_00917	MER0168983	63.9
NBNBBFIC_00939	MER0018486	90.9
NBNBBFIC_00977	MER1143079	106.0
NBNBBFIC_01010	MER0005768	117.0
NBNBBFIC_01042	MER0013829	175.0
NBNBBFIC_01060	MER0001243	185.0
NBNBBFIC_01067	MER0002251	193.0
NBNBBFIC_01068	MER0000471	117.0
NBNBBFIC_01079	MER0005139	69.7
NBNBBFIC_01085	MER0011806	162.0
NBNBBFIC_01095	MER0004123	90.1
NBNBBFIC_01137	MER0028025	164.0
NBNBBFIC_01142	MER0060647	259.0
NBNBBFIC_01145	MER0002575	69.7
NBNBBFIC_01210	MER0017193	243.0
NBNBBFIC_01241	MER0015424	208.0
NBNBBFIC_01275	MER0001400	152.0
NBNBBFIC_01314	MER0034615	296.0
NBNBBFIC_01335	MER0001161	471.0
NBNBBFIC_01413	MER0004054	55.8
NBNBBFIC_01461	MER0065588	124.0
NBNBBFIC_01620	MER0069741	106.0
NBNBBFIC_01650	MER0033237	62.8
NBNBBFIC_01655	MER0492485	50.4
NBNBBFIC_01675	MER0069741	80.9
NBNBBFIC_01733	MER0034615	85.9
NBNBBFIC_01779	MER0002565	114.0
NBNBBFIC_01781	MER0000589	57.8
NBNBBFIC_01803	MER0000474	220.0
NBNBBFIC_01831	MER0066178	46.6
NBNBBFIC_01847	MER0030934	122.0
NBNBBFIC_01927	MER0033186	186.0
NBNBBFIC_01984	MER0025086	139.0
NBNBBFIC_01991	MER0026494	261.0
NBNBBFIC_02035	MER0039993	453.0
NBNBBFIC_02037	MER0195774	76.6
NBNBBFIC_02039	MER0004199	43.5
NBNBBFIC_02065	MER0003514	43.9
NBNBBFIC_02097	MER0043394	149.0
NBNBBFIC_02113	MER0004775	498.0
NBNBBFIC_02128	MER0066178	45.8
NBNBBFIC_02129	MER0001236	227.0
NBNBBFIC_02137	MER0005768	131.0
NBNBBFIC_02138	MER0013976	77.4
NBNBBFIC_02190	MER0192051	45.8
NBNBBFIC_02199	MER0005768	62.4
NBNBBFIC_02237	MER0019759	87.4
NBNBBFIC_02238	MER0000471	133.0
NBNBBFIC_02247	MER0003336	274.0
NBNBBFIC_02257	MER0004775	474.0
NBNBBFIC_02292	MER0014333	177.0
NBNBBFIC_02302	MER0223899	43.9
NBNBBFIC_02400	MER0034539	241.0
