Query	Hit	Score
FKNKHEDA_00164	MER0069741	86.3
FKNKHEDA_00216	MER0044357	75.1
FKNKHEDA_00265	MER0036308	51.2
FKNKHEDA_00386	MER0027775	78.6
FKNKHEDA_00420	MER0004054	84.3
FKNKHEDA_00437	MER0000474	219.0
FKNKHEDA_00454	MER0005300	81.3
FKNKHEDA_00463	MER0044622	156.0
FKNKHEDA_00465	MER0014135	242.0
FKNKHEDA_00466	MER0061102	62.8
FKNKHEDA_00507	MER0491616	105.0
FKNKHEDA_00509	MER0002163	224.0
FKNKHEDA_00512	MER0491616	100.0
FKNKHEDA_00516	MER0002639	145.0
FKNKHEDA_00535	MER0034558	145.0
FKNKHEDA_00550	MER0011781	62.4
FKNKHEDA_00558	MER0001313	46.2
FKNKHEDA_00562	MER0016067	68.9
FKNKHEDA_00601	MER0002746	113.0
FKNKHEDA_00602	MER0026545	112.0
FKNKHEDA_00604	MER0000410	382.0
FKNKHEDA_00645	MER0001978	483.0
FKNKHEDA_00663	MER0491616	137.0
FKNKHEDA_00687	MER0005196	254.0
FKNKHEDA_00791	MER0036036	79.7
FKNKHEDA_00798	MER0002036	84.0
FKNKHEDA_00811	MER0001299	281.0
FKNKHEDA_00833	MER0011314	48.1
FKNKHEDA_00851	MER0006293	97.8
FKNKHEDA_00860	MER0192051	58.2
FKNKHEDA_00983	MER0036053	75.1
FKNKHEDA_01009	MER0001322	62.8
FKNKHEDA_01086	MER0015621	290.0
FKNKHEDA_01088	MER0000392	293.0
FKNKHEDA_01102	MER0195376	89.7
FKNKHEDA_01104	MER0004321	196.0
FKNKHEDA_01139	MER0034615	338.0
FKNKHEDA_01155	MER0000485	216.0
FKNKHEDA_01157	MER0001158	542.0
FKNKHEDA_01173	MER0042827	108.0
FKNKHEDA_01193	MER0001423	341.0
FKNKHEDA_01312	MER0897124	81.6
FKNKHEDA_01323	MER0001421	439.0
FKNKHEDA_01325	MER0195774	80.5
FKNKHEDA_01328	MER0045886	186.0
FKNKHEDA_01329	MER0026494	239.0
FKNKHEDA_01339	MER0056525	263.0
FKNKHEDA_01416	MER0034541	255.0
FKNKHEDA_01502	MER0000589	75.1
FKNKHEDA_01509	MER0001295	173.0
FKNKHEDA_01510	MER0140154	124.0
FKNKHEDA_01579	MER0031610	137.0
FKNKHEDA_01606	MER0036053	54.7
FKNKHEDA_01611	MER0002565	125.0
FKNKHEDA_01632	MER0015462	54.3
FKNKHEDA_01670	MER0069741	109.0
FKNKHEDA_01689	MER0004775	482.0
FKNKHEDA_01691	MER0002746	113.0
FKNKHEDA_01704	MER0004775	484.0
FKNKHEDA_01707	MER0004775	452.0
FKNKHEDA_01709	MER0491616	101.0
FKNKHEDA_01735	MER0492485	43.5
FKNKHEDA_01745	MER0003242	308.0
FKNKHEDA_01746	MER0039993	500.0
FKNKHEDA_01748	MER0045479	46.2
FKNKHEDA_01769	MER0078640	224.0
FKNKHEDA_01837	MER0031570	56.6
FKNKHEDA_01838	MER0036027	55.1
FKNKHEDA_01915	MER0015473	59.3
FKNKHEDA_01916	MER0048181	42.4
FKNKHEDA_01958	MER0003327	181.0
FKNKHEDA_02018	MER0005767	59.3
FKNKHEDA_02019	MER0017142	43.9
FKNKHEDA_02043	MER0004090	129.0
FKNKHEDA_02099	MER0001335	65.1
FKNKHEDA_02110	MER0003380	137.0
FKNKHEDA_02133	MER0065554	255.0
FKNKHEDA_02162	MER0237414	89.7
FKNKHEDA_02163	MER0195774	129.0
FKNKHEDA_02202	MER0005767	117.0
FKNKHEDA_02248	MER0001161	446.0
FKNKHEDA_02300	MER0095620	240.0
FKNKHEDA_02301	MER0095620	218.0
FKNKHEDA_02401	MER0039993	513.0
FKNKHEDA_02434	MER0047723	424.0
FKNKHEDA_02476	MER0001243	192.0
FKNKHEDA_02497	MER0004775	441.0
FKNKHEDA_02522	MER0011345	71.6
FKNKHEDA_02548	MER0003380	58.5
FKNKHEDA_02616	MER0003850	166.0
