Query	Hit	Score
AOADEHLP_00038	MER0069741	68.2
AOADEHLP_00065	MER0037236	81.6
AOADEHLP_00162	MER0033186	154.0
AOADEHLP_00166	MER0002489	135.0
AOADEHLP_00184	MER0014140	49.7
AOADEHLP_00187	MER0026494	235.0
AOADEHLP_00222	MER0073084	94.0
AOADEHLP_00229	MER0003336	185.0
AOADEHLP_00306	MER0001299	290.0
AOADEHLP_00315	MER0000474	225.0
AOADEHLP_00318	MER0031610	152.0
AOADEHLP_00336	MER0001161	498.0
AOADEHLP_00344	MER0018473	49.7
AOADEHLP_00358	MER0015475	73.2
AOADEHLP_00396	MER0078640	232.0
AOADEHLP_00436	MER0061102	72.4
AOADEHLP_00439	MER0036115	53.9
AOADEHLP_00493	MER0001284	67.0
AOADEHLP_00591	MER0034539	267.0
AOADEHLP_00647	MER0031614	63.5
AOADEHLP_00677	MER0005244	130.0
AOADEHLP_00693	MER0001421	433.0
AOADEHLP_00707	MER0011369	142.0
AOADEHLP_00751	MER0031562	43.1
AOADEHLP_00791	MER0016191	124.0
AOADEHLP_00887	MER0011464	103.0
AOADEHLP_00956	MER0066174	86.3
AOADEHLP_01021	MER0004035	88.2
AOADEHLP_01134	MER0187003	43.1
AOADEHLP_01154	MER0198917	313.0
AOADEHLP_01201	MER0001322	63.5
AOADEHLP_01210	MER0001244	209.0
AOADEHLP_01244	MER0000485	218.0
AOADEHLP_01250	MER0026545	129.0
AOADEHLP_01287	MER0437468	260.0
AOADEHLP_01299	MER0045886	181.0
AOADEHLP_01304	MER0011257	47.8
AOADEHLP_01404	MER0000471	64.3
AOADEHLP_01410	MER0017193	245.0
AOADEHLP_01424	MER0031565	75.5
AOADEHLP_01432	MER0168983	60.1
AOADEHLP_01444	MER0042827	115.0
AOADEHLP_01483	MER0195376	87.8
AOADEHLP_01484	MER0195376	101.0
AOADEHLP_01503	MER0026339	63.5
AOADEHLP_01518	MER0005169	168.0
AOADEHLP_01529	MER0013623	176.0
AOADEHLP_01649	MER0061059	54.3
AOADEHLP_01718	MER0003339	110.0
AOADEHLP_01744	MER0015166	108.0
AOADEHLP_01749	MER0002007	289.0
AOADEHLP_01755	MER0015121	63.9
AOADEHLP_01782	MER0065588	172.0
AOADEHLP_01827	MER0026262	100.0
AOADEHLP_01828	MER0017177	70.9
AOADEHLP_01834	MER0034615	43.5
AOADEHLP_01847	MER0001978	465.0
AOADEHLP_01851	MER0015473	67.0
AOADEHLP_01881	MER0492485	42.4
AOADEHLP_01972	MER0005900	51.2
AOADEHLP_01973	MER0013479	100.0
AOADEHLP_02021	MER0034659	51.2
AOADEHLP_02090	MER0001045	237.0
AOADEHLP_02099	MER0015121	59.3
AOADEHLP_02103	MER0281397	56.2
AOADEHLP_02123	MER0006319	196.0
AOADEHLP_02132	MER0017368	101.0
AOADEHLP_02290	MER0066178	55.5
AOADEHLP_02320	MER0015215	73.9
AOADEHLP_02337	MER0014065	79.0
AOADEHLP_02363	MER0033184	154.0
AOADEHLP_02365	MER0281397	49.7
AOADEHLP_02367	MER0014721	199.0
AOADEHLP_02380	MER0014664	88.2
AOADEHLP_02412	MER0036027	67.0
AOADEHLP_02587	MER0002646	176.0
AOADEHLP_02600	MER0035036	55.1
AOADEHLP_02601	MER0030047	60.5
AOADEHLP_02617	MER0047723	435.0
AOADEHLP_02620	MER0000589	56.2
AOADEHLP_02641	MER0209507	43.9
AOADEHLP_02660	MER0004090	149.0
AOADEHLP_02678	MER0034539	88.2
AOADEHLP_02772	MER0005496	253.0
AOADEHLP_02824	MER0094384	96.3
AOADEHLP_02894	MER0005139	82.4
AOADEHLP_02941	MER0000410	379.0
AOADEHLP_02965	MER0209507	43.5
AOADEHLP_02968	MER0005767	65.9
AOADEHLP_02984	MER0100667	78.2
AOADEHLP_03036	MER0014065	69.7
AOADEHLP_03120	MER0897124	89.7
AOADEHLP_03196	MER0001297	129.0
AOADEHLP_03230	MER0004090	115.0
AOADEHLP_03247	MER0210990	49.3
AOADEHLP_03253	MER0001244	192.0
AOADEHLP_03255	MER0002601	125.0
AOADEHLP_03340	MER0069741	81.3
AOADEHLP_03374	MER0014188	73.9
AOADEHLP_03385	MER0003514	127.0
AOADEHLP_03387	MER0011345	63.9
AOADEHLP_03388	MER0002565	124.0
AOADEHLP_03460	MER0011781	61.6
AOADEHLP_03517	MER0000392	300.0
AOADEHLP_03564	MER0034541	258.0
AOADEHLP_03576	MER0059846	181.0
AOADEHLP_03593	MER0001313	44.7
AOADEHLP_03602	MER0003380	139.0
AOADEHLP_03626	MER0014135	234.0
AOADEHLP_03633	MER0012158	201.0
AOADEHLP_03655	MER0073084	171.0
AOADEHLP_03679	MER0042581	225.0
AOADEHLP_03682	MER0237414	89.0
AOADEHLP_03683	MER0195774	133.0
AOADEHLP_03735	MER0005767	126.0
AOADEHLP_03764	MER0006198	130.0
AOADEHLP_03810	MER0002746	98.2
AOADEHLP_03813	MER0028025	153.0
AOADEHLP_03860	MER0001423	322.0
AOADEHLP_03863	MER0004035	95.1
AOADEHLP_03867	MER0001295	161.0
AOADEHLP_03914	MER0002013	240.0
AOADEHLP_03927	MER0001945	92.0
AOADEHLP_03965	MER0036084	57.4
AOADEHLP_03992	MER0281397	201.0
AOADEHLP_04008	MER0002489	127.0
AOADEHLP_04025	MER0043008	59.3
AOADEHLP_04064	MER0000432	197.0
AOADEHLP_04073	MER0003280	81.3
AOADEHLP_04094	MER0144929	43.1
AOADEHLP_04109	MER1143079	106.0
AOADEHLP_04119	MER0017009	65.9
AOADEHLP_04156	MER0003380	116.0
AOADEHLP_04186	MER0024298	108.0
AOADEHLP_04235	MER0044357	70.5
AOADEHLP_04252	MER0011700	129.0
AOADEHLP_04280	MER0037236	73.6
AOADEHLP_04344	MER0001243	194.0
AOADEHLP_04348	MER0042387	99.0
AOADEHLP_04349	MER0013458	48.9
AOADEHLP_04357	MER0011175	46.6
AOADEHLP_04363	MER0011416	100.0
AOADEHLP_04366	MER0000474	176.0
AOADEHLP_04392	MER0056525	260.0
AOADEHLP_04417	MER0044622	152.0
AOADEHLP_04419	MER0492485	46.6
AOADEHLP_04464	MER0069741	105.0
AOADEHLP_04495	MER0027775	85.5
AOADEHLP_04496	MER0031562	84.0
