Query	Hit	Score
KIDGNMMF_00027	MER0014188	68.2
KIDGNMMF_00036	MER0056525	264.0
KIDGNMMF_00076	MER0036115	65.1
KIDGNMMF_00077	MER0001244	185.0
KIDGNMMF_00080	MER0005767	72.0
KIDGNMMF_00082	MER0209507	50.1
KIDGNMMF_00129	MER0045094	145.0
KIDGNMMF_00159	MER0003336	172.0
KIDGNMMF_00194	MER0081072	69.3
KIDGNMMF_00244	MER0037236	85.5
KIDGNMMF_00261	MER0001295	157.0
KIDGNMMF_00265	MER0002443	96.7
KIDGNMMF_00319	MER0002565	125.0
KIDGNMMF_00320	MER0011345	65.5
KIDGNMMF_00322	MER0003514	120.0
KIDGNMMF_00332	MER0192051	54.3
KIDGNMMF_00396	MER0015472	71.6
KIDGNMMF_00412	MER0013829	176.0
KIDGNMMF_00429	MER0036054	83.2
KIDGNMMF_00506	MER0004090	115.0
KIDGNMMF_00530	MER0031565	81.3
KIDGNMMF_00547	MER0069741	106.0
KIDGNMMF_00551	MER0034582	97.8
KIDGNMMF_00561	MER0045886	178.0
KIDGNMMF_00564	MER0065554	256.0
KIDGNMMF_00595	MER0005767	124.0
KIDGNMMF_00597	MER0011462	110.0
KIDGNMMF_00610	MER0028047	205.0
KIDGNMMF_00620	MER0005244	120.0
KIDGNMMF_00639	MER0003514	127.0
KIDGNMMF_00644	MER0036062	42.7
KIDGNMMF_00659	MER0069741	78.2
KIDGNMMF_00686	MER0059846	152.0
KIDGNMMF_00697	MER0005196	265.0
KIDGNMMF_00726	MER0001423	324.0
KIDGNMMF_00735	MER0195376	90.5
KIDGNMMF_00766	MER0000268	167.0
KIDGNMMF_00778	MER0021822	121.0
KIDGNMMF_00779	MER0042827	111.0
KIDGNMMF_00786	MER0001421	423.0
KIDGNMMF_00807	MER0003380	135.0
KIDGNMMF_00812	MER0003339	127.0
KIDGNMMF_00856	MER0000576	68.9
KIDGNMMF_00872	MER0004959	57.4
KIDGNMMF_00890	MER0014135	241.0
KIDGNMMF_00897	MER0003327	193.0
KIDGNMMF_00931	MER0000410	362.0
KIDGNMMF_00958	MER0002635	171.0
KIDGNMMF_00962	MER0047723	410.0
KIDGNMMF_00977	MER0000277	103.0
KIDGNMMF_01025	MER0168983	60.1
KIDGNMMF_01030	MER0035036	51.2
KIDGNMMF_01031	MER0015632	50.1
KIDGNMMF_01034	MER0000589	63.9
KIDGNMMF_01047	MER0000485	230.0
KIDGNMMF_01054	MER0002746	83.6
KIDGNMMF_01073	MER0033186	191.0
KIDGNMMF_01104	MER0016191	114.0
KIDGNMMF_01134	MER0095620	253.0
KIDGNMMF_01245	MER0100667	73.6
KIDGNMMF_01258	MER0000474	227.0
KIDGNMMF_01266	MER0026262	109.0
