Query	Hit	Score
GPFIAFJP_00034	MER0048181	65.1
GPFIAFJP_00038	MER0001978	480.0
GPFIAFJP_00089	MER0003514	127.0
GPFIAFJP_00095	MER0025512	79.3
GPFIAFJP_00100	MER0004775	511.0
GPFIAFJP_00101	MER0004775	518.0
GPFIAFJP_00130	MER0034615	320.0
GPFIAFJP_00170	MER0013425	89.0
GPFIAFJP_00187	MER0001244	179.0
GPFIAFJP_00188	MER0000436	80.9
GPFIAFJP_00196	MER0004146	73.2
GPFIAFJP_00202	MER0001313	43.9
GPFIAFJP_00236	MER0003380	142.0
GPFIAFJP_00250	MER0031431	56.2
GPFIAFJP_00294	MER0003327	211.0
GPFIAFJP_00300	MER0014135	239.0
GPFIAFJP_00392	MER0122661	56.2
GPFIAFJP_00443	MER0011369	136.0
GPFIAFJP_00466	MER0026471	231.0
GPFIAFJP_00530	MER0001423	351.0
GPFIAFJP_00537	MER0004035	89.0
GPFIAFJP_00541	MER0001295	157.0
GPFIAFJP_00597	MER0001289	58.2
GPFIAFJP_00604	MER0044357	76.3
GPFIAFJP_00643	MER0034541	276.0
GPFIAFJP_00653	MER0237414	68.6
GPFIAFJP_00654	MER0195774	124.0
GPFIAFJP_00661	MER0036308	265.0
GPFIAFJP_00666	MER0034582	115.0
GPFIAFJP_00723	MER0001158	448.0
GPFIAFJP_00776	MER0001421	443.0
GPFIAFJP_00791	MER0011907	84.7
GPFIAFJP_00806	MER0031611	60.1
GPFIAFJP_00808	MER0005694	206.0
GPFIAFJP_00810	MER0066178	54.7
GPFIAFJP_00819	MER0198917	311.0
GPFIAFJP_00873	MER0011440	53.1
GPFIAFJP_00883	MER0028025	167.0
GPFIAFJP_00962	MER0000431	177.0
GPFIAFJP_00967	MER0001284	79.0
GPFIAFJP_00991	MER0015121	51.6
GPFIAFJP_01038	MER0002746	88.6
GPFIAFJP_01064	MER0195376	72.4
GPFIAFJP_01085	MER0000459	81.6
GPFIAFJP_01131	MER0004925	327.0
GPFIAFJP_01153	MER0035038	52.0
GPFIAFJP_01163	MER0002639	150.0
GPFIAFJP_01179	MER0015458	52.4
GPFIAFJP_01180	MER0035036	57.0
GPFIAFJP_01183	MER0000589	63.5
GPFIAFJP_01219	MER0003242	57.4
GPFIAFJP_01221	MER0003242	310.0
GPFIAFJP_01240	MER0011464	116.0
GPFIAFJP_01313	MER0044622	148.0
GPFIAFJP_01371	MER0003986	77.0
GPFIAFJP_01379	MER0036036	47.0
GPFIAFJP_01468	MER0005244	122.0
GPFIAFJP_01472	MER0003558	46.6
GPFIAFJP_01512	MER0056525	257.0
GPFIAFJP_01551	MER0001295	143.0
GPFIAFJP_01561	MER0492485	87.4
GPFIAFJP_01572	MER0013876	340.0
GPFIAFJP_01588	MER0001243	198.0
GPFIAFJP_01600	MER0002251	224.0
GPFIAFJP_01606	MER0011175	52.8
GPFIAFJP_01629	MER0037236	89.7
GPFIAFJP_01698	MER0001350	195.0
GPFIAFJP_01701	MER0002038	122.0
GPFIAFJP_01703	MER0002084	461.0
GPFIAFJP_01706	MER0001244	185.0
GPFIAFJP_01723	MER0195376	98.2
GPFIAFJP_01729	MER0059675	97.8
GPFIAFJP_01753	MER0003380	58.2
GPFIAFJP_01768	MER0031570	46.6
GPFIAFJP_01835	MER0014065	50.8
GPFIAFJP_01844	MER0005767	132.0
GPFIAFJP_01874	MER0001297	128.0
GPFIAFJP_01907	MER0003339	113.0
GPFIAFJP_01908	MER1143079	167.0
GPFIAFJP_01909	MER0011700	70.5
GPFIAFJP_01930	MER0013623	175.0
GPFIAFJP_01937	MER1143079	159.0
GPFIAFJP_01993	MER0031562	90.1
GPFIAFJP_02006	MER0034959	68.9
GPFIAFJP_02025	MER0019096	46.2
GPFIAFJP_02026	MER0066178	45.1
GPFIAFJP_02065	MER0001233	169.0
GPFIAFJP_02086	MER0004090	137.0
GPFIAFJP_02096	MER0043126	50.8
GPFIAFJP_02098	MER0003800	104.0
GPFIAFJP_02132	MER1143079	114.0
GPFIAFJP_02176	MER0192051	43.9
GPFIAFJP_02182	MER0042827	109.0
GPFIAFJP_02225	MER0001161	523.0
GPFIAFJP_02233	MER0039993	501.0
GPFIAFJP_02241	MER0015475	71.6
GPFIAFJP_02282	MER0078640	224.0
GPFIAFJP_02331	MER0005300	43.9
GPFIAFJP_02419	MER0004101	57.0
GPFIAFJP_02444	MER0095620	274.0
GPFIAFJP_02449	MER0004469	75.1
GPFIAFJP_02464	MER0281397	54.7
GPFIAFJP_02533	MER0001289	76.3
GPFIAFJP_02549	MER0003336	244.0
GPFIAFJP_02572	MER0033184	137.0
GPFIAFJP_02668	MER0000410	383.0
GPFIAFJP_02749	MER0039456	337.0
GPFIAFJP_02750	MER0034539	140.0
GPFIAFJP_02751	MER0034539	275.0
GPFIAFJP_02779	MER0026262	95.1
GPFIAFJP_02837	MER0031610	145.0
GPFIAFJP_02840	MER0000474	221.0
GPFIAFJP_02860	MER0045479	53.9
GPFIAFJP_02861	MER0001299	271.0
GPFIAFJP_02908	MER0033186	205.0
GPFIAFJP_02935	MER0025086	142.0
GPFIAFJP_02939	MER0027775	90.5
GPFIAFJP_02961	MER0001423	70.9
GPFIAFJP_02984	MER0069741	111.0
GPFIAFJP_03052	MER0002443	92.8
GPFIAFJP_03118	MER0017069	100.0
GPFIAFJP_03119	MER0000436	61.2
GPFIAFJP_03191	MER0031431	66.2
GPFIAFJP_03255	MER0061059	43.5
GPFIAFJP_03272	MER0073084	107.0
GPFIAFJP_03289	MER0045886	185.0
GPFIAFJP_03301	MER0011440	102.0
GPFIAFJP_03320	MER0002031	77.0
GPFIAFJP_03323	MER0437468	243.0
GPFIAFJP_03330	MER0001521	99.4
GPFIAFJP_03340	MER0047723	434.0
GPFIAFJP_03378	MER0209507	56.2
GPFIAFJP_03380	MER0005767	70.9
GPFIAFJP_03401	MER0472834	50.1
GPFIAFJP_03407	MER0003805	56.6
GPFIAFJP_03426	MER0001423	178.0
GPFIAFJP_03440	MER0065588	173.0
GPFIAFJP_03446	MER0168983	62.8
GPFIAFJP_03474	MER0000392	306.0
GPFIAFJP_03492	MER0002031	83.6
GPFIAFJP_03526	MER0492485	53.5
GPFIAFJP_03591	MER0001322	74.7
GPFIAFJP_03602	MER0036053	51.2
GPFIAFJP_03623	MER0001244	195.0
GPFIAFJP_03712	MER0016191	128.0
GPFIAFJP_03719	MER0012283	64.7
GPFIAFJP_03720	MER0002565	122.0
GPFIAFJP_03759	MER0491616	137.0
GPFIAFJP_03795	MER0035044	48.5
GPFIAFJP_03800	MER0026545	117.0
GPFIAFJP_03806	MER0000485	236.0
GPFIAFJP_03821	MER0014140	46.2
GPFIAFJP_03940	MER0005139	77.8
GPFIAFJP_03943	MER0006198	164.0
GPFIAFJP_03975	MER0005900	79.0
GPFIAFJP_04017	MER0005169	181.0
GPFIAFJP_04031	MER0192051	56.6
GPFIAFJP_04042	MER0066178	50.4
GPFIAFJP_04118	MER0014827	85.9
GPFIAFJP_04194	MER0028934	52.0
GPFIAFJP_04198	MER0001380	123.0
GPFIAFJP_04199	MER0000437	58.9
GPFIAFJP_04248	MER0026262	75.9
GPFIAFJP_04252	MER0011700	82.4
GPFIAFJP_04274	MER0001284	64.7
