KDIKBECK_00004	MER0198917	39.433	388	216	4	17	401	1	372	4.13e-96	311
KDIKBECK_00004	MER1054487	36.802	394	222	5	17	401	1	376	1.57e-80	267
KDIKBECK_00018	MER0004914	33.007	306	145	13	2	292	5	265	1.99e-34	122
KDIKBECK_00024	MER0019280	33.333	294	158	13	150	427	23	294	6.87e-26	104
KDIKBECK_00024	MER0175622	30.795	302	166	13	139	422	11	287	2.14e-21	91.7
KDIKBECK_00024	MER0001521	29.123	285	164	8	140	419	8	259	5.03e-19	84.3
KDIKBECK_00024	MER0000313	29.123	285	164	8	140	419	8	259	2.21e-18	82.4
KDIKBECK_00024	MER0004988	30.534	262	135	9	143	391	19	246	2.36e-18	82.4
KDIKBECK_00024	MER0001755	28.808	302	176	9	140	436	8	275	3.67e-18	81.6
KDIKBECK_00024	MER0003536	30.208	288	145	10	137	400	12	267	1.13e-16	77.8
KDIKBECK_00024	MER0001523	27.719	285	168	8	140	419	8	259	5.21e-16	75.1
KDIKBECK_00024	MER0000312	27.719	285	168	8	140	419	8	259	5.21e-16	75.1
KDIKBECK_00024	MER0004123	26.027	292	166	11	151	411	34	306	5.57e-16	75.9
KDIKBECK_00024	MER0000310	27.612	268	155	8	140	402	8	241	1.07e-15	74.3
KDIKBECK_00024	MER0000321	28.169	284	159	11	137	402	84	340	1.35e-15	75.1
KDIKBECK_00024	MER0016688	26.780	295	158	14	153	415	28	296	4.09e-15	73.2
KDIKBECK_00024	MER0000315	26.429	280	164	6	140	415	8	249	4.91e-15	72.4
KDIKBECK_00024	MER0001906	26.429	280	164	6	140	415	8	249	7.68e-15	71.6
KDIKBECK_00024	MER0001699	27.018	285	160	10	146	421	14	259	1.01e-14	71.2
KDIKBECK_00024	MER0030016	31.769	277	134	12	153	406	30	274	1.03e-14	71.6
KDIKBECK_00024	MER0001520	26.056	284	168	6	140	419	8	253	1.95e-14	70.5
KDIKBECK_00024	MER0000316	26.481	287	174	8	149	434	16	266	3.80e-14	69.7
KDIKBECK_00024	MER0000311	28.571	287	168	11	140	425	8	258	5.95e-14	69.3
KDIKBECK_00024	MER0000309	27.815	302	178	8	140	436	8	274	3.68e-13	66.6
KDIKBECK_00024	MER0000332	30.000	260	135	9	156	405	23	245	6.93e-13	65.9
KDIKBECK_00024	MER0001928	26.144	306	178	9	138	434	1	267	8.46e-13	65.5
KDIKBECK_00024	MER0002267	26.596	282	163	10	140	414	16	260	5.98e-12	63.2
KDIKBECK_00024	MER0002565	25.725	276	165	7	141	414	56	293	1.09e-11	63.2
KDIKBECK_00024	MER0000349	26.235	324	176	14	145	418	62	372	2.51e-11	62.4
KDIKBECK_00024	MER0002500	24.688	320	183	9	146	420	75	381	3.06e-11	62.0
KDIKBECK_00024	MER0161312	27.660	282	145	10	189	426	76	342	4.16e-11	61.2
KDIKBECK_00024	MER0004085	28.808	302	153	17	155	427	50	318	9.73e-11	60.1
KDIKBECK_00024	MER0000319	25.503	298	177	11	143	433	18	277	2.23e-10	58.5
KDIKBECK_00024	MER0042897	28.520	277	155	9	147	414	15	257	2.23e-10	58.5
KDIKBECK_00024	MER0013656	24.756	307	176	11	140	436	7	268	4.61e-10	57.4
KDIKBECK_00024	MER0000351	30.142	282	134	16	153	397	31	286	7.73e-10	57.0
KDIKBECK_00024	MER0016991	28.839	267	144	11	155	394	31	278	1.53e-09	56.2
KDIKBECK_00024	MER0013641	25.767	326	207	11	137	436	13	329	3.08e-09	55.8
KDIKBECK_00024	MER0000347	26.536	358	201	16	106	428	20	350	4.83e-09	55.5
KDIKBECK_00024	MER0014446	29.762	252	131	11	205	435	196	422	6.23e-09	54.7
KDIKBECK_00024	MER0067924	26.298	289	172	13	149	414	6	276	1.12e-08	53.1
KDIKBECK_00024	MER0114485	26.730	318	163	13	142	396	17	327	1.12e-08	53.9
KDIKBECK_00024	MER0000353	29.044	272	132	15	153	389	82	327	1.74e-08	53.1
KDIKBECK_00024	MER0001603	25.763	295	169	13	144	414	3	271	3.07e-08	52.0
KDIKBECK_00024	MER0050309	27.225	191	120	5	204	392	45	218	4.27e-08	52.4
KDIKBECK_00024	MER0081072	25.926	270	150	10	155	414	19	248	5.69e-08	50.8
KDIKBECK_00024	MER0003020	29.339	242	114	12	187	392	242	462	5.73e-08	52.0
KDIKBECK_00024	MER0077555	26.923	286	158	11	140	414	8	253	5.89e-08	50.8
KDIKBECK_00024	MER0005790	31.461	178	95	7	220	392	112	267	1.63e-07	49.7
KDIKBECK_00024	MER0005859	26.642	274	154	11	199	436	235	497	2.47e-07	50.1
KDIKBECK_00024	MER0015424	34.653	101	54	3	340	428	278	378	5.40e-07	48.9
KDIKBECK_00024	MER0014744	30.556	216	117	10	206	403	95	295	9.18e-07	47.8
KDIKBECK_00024	MER0000326	25.180	278	164	9	143	415	18	256	2.84e-06	46.2
KDIKBECK_00024	MER0002575	26.609	233	139	8	188	414	51	257	3.08e-06	45.8
KDIKBECK_00024	MER0001709	27.778	342	173	16	143	435	14	330	7.06e-06	45.1
