BINKAKIE_00004	MER0003413	26.797	153	95	2	248	400	34	169	1.97e-10	56.2
BINKAKIE_00004	MER0059675	25.628	199	128	5	207	396	7	194	9.80e-09	52.0
BINKAKIE_00004	MER0001425	32.530	83	56	0	318	400	92	174	4.72e-06	43.5
BINKAKIE_00010	MER0001521	33.224	304	160	11	157	455	8	273	5.35e-27	107
BINKAKIE_00010	MER0000313	33.224	304	160	11	157	455	8	273	2.26e-26	105
BINKAKIE_00010	MER0001755	32.895	304	161	11	157	455	8	273	2.83e-26	105
BINKAKIE_00010	MER0001523	32.895	304	161	11	157	455	8	273	3.62e-24	99.4
BINKAKIE_00010	MER0000312	32.895	304	161	11	157	455	8	273	3.62e-24	99.4
BINKAKIE_00010	MER0000310	30.464	302	170	9	157	455	8	272	4.47e-24	99.0
BINKAKIE_00010	MER0019280	32.765	293	157	12	171	448	29	296	1.25e-22	95.5
BINKAKIE_00010	MER0000311	31.683	303	166	11	157	455	8	273	2.09e-19	85.5
BINKAKIE_00010	MER0000309	30.392	306	165	10	157	455	8	272	1.88e-17	79.7
BINKAKIE_00010	MER0004123	26.087	322	183	10	164	453	30	328	3.09e-16	77.0
BINKAKIE_00010	MER0000315	28.767	292	165	9	166	455	17	267	1.37e-15	73.9
BINKAKIE_00010	MER0004988	28.707	317	168	14	132	433	1	274	2.04e-15	73.9
BINKAKIE_00010	MER0001906	28.767	292	165	9	166	455	17	267	2.20e-15	73.2
BINKAKIE_00010	MER0000349	27.439	328	180	12	161	443	61	375	7.33e-15	73.2
BINKAKIE_00010	MER0000321	32.014	278	132	14	170	423	100	344	8.96e-15	72.8
BINKAKIE_00010	MER0001520	28.425	292	166	9	166	455	17	267	1.80e-14	70.5
BINKAKIE_00010	MER0016991	28.155	309	166	10	172	451	31	312	1.82e-14	71.6
BINKAKIE_00010	MER0001699	28.309	272	157	9	164	431	15	252	9.16e-14	68.6
BINKAKIE_00010	MER0003536	30.877	285	147	14	167	430	25	280	2.29e-13	67.8
BINKAKIE_00010	MER0016688	25.672	335	185	16	160	456	9	317	3.71e-13	67.4
BINKAKIE_00010	MER0002500	26.316	323	181	10	153	431	66	375	4.37e-13	67.8
BINKAKIE_00010	MER0175622	28.159	277	158	10	158	419	14	264	6.15e-13	66.6
BINKAKIE_00010	MER0161312	29.508	305	130	13	168	407	18	302	1.16e-12	66.2
BINKAKIE_00010	MER0000316	27.723	303	173	11	155	455	8	266	1.96e-12	64.7
BINKAKIE_00010	MER0001928	26.897	290	169	9	168	455	19	267	8.45e-12	62.8
BINKAKIE_00010	MER0077555	28.223	287	161	10	168	443	19	271	2.64e-11	61.2
BINKAKIE_00010	MER0000332	26.515	264	156	7	173	433	23	251	4.57e-11	60.5
BINKAKIE_00010	MER0114485	28.340	247	121	9	205	407	87	321	1.97e-10	59.3
BINKAKIE_00010	MER0000319	24.407	295	172	12	171	457	29	280	2.06e-10	58.5
BINKAKIE_00010	MER0000326	27.305	282	156	9	166	441	24	262	2.18e-10	58.9
BINKAKIE_00010	MER0042897	29.197	274	153	10	166	431	17	257	2.21e-10	58.5
BINKAKIE_00010	MER0000351	25.338	296	157	10	150	407	10	279	4.61e-10	57.8
BINKAKIE_00010	MER0013656	25.180	278	170	8	157	432	7	248	8.14e-10	56.6
BINKAKIE_00010	MER0000353	25.424	295	154	10	150	406	61	327	8.66e-10	57.0
BINKAKIE_00010	MER0002267	25.784	287	171	9	175	455	32	282	1.22e-09	56.2
BINKAKIE_00010	MER0000320	27.820	266	143	13	157	408	8	238	3.29e-09	55.1
BINKAKIE_00010	MER0005931	33.462	260	133	10	204	455	14	241	3.71e-09	54.3
BINKAKIE_00010	MER0014446	27.344	256	141	9	221	455	197	428	7.81e-09	54.7
BINKAKIE_00010	MER0000347	25.562	356	212	14	129	458	31	359	8.65e-09	54.7
BINKAKIE_00010	MER0030016	28.996	269	135	11	170	417	30	263	1.01e-08	53.5
BINKAKIE_00010	MER0000344	30.102	196	102	7	218	406	85	252	1.83e-08	52.8
BINKAKIE_00010	MER0005790	30.208	192	107	5	221	406	94	264	4.07e-08	51.6
BINKAKIE_00010	MER0002516	27.126	247	143	8	200	442	61	274	5.33e-08	51.2
BINKAKIE_00010	MER0000333	29.289	239	131	11	172	406	22	226	1.08e-07	50.1
BINKAKIE_00010	MER0016978	24.706	340	200	13	147	456	2	315	1.43e-07	50.1
BINKAKIE_00010	MER0004085	25.714	280	167	10	172	431	50	308	1.81e-07	50.1
BINKAKIE_00010	MER0015424	38.824	85	43	3	356	436	277	356	4.68e-07	49.3
BINKAKIE_00010	MER0081072	25.000	264	164	8	172	433	19	250	9.58e-07	47.0
BINKAKIE_00010	MER0026564	44.262	61	31	1	350	410	287	344	9.97e-07	48.1
BINKAKIE_00010	MER0000328	29.474	190	110	8	221	406	72	241	4.87e-06	45.4
BINKAKIE_00010	MER0000348	25.764	229	121	9	220	408	87	306	8.64e-06	44.7
BINKAKIE_00017	MER0066178	29.412	153	90	5	32	179	3	142	1.91e-09	53.1
