Query	Hit	Score
JAPCNBMG_00043	MER0000471	119.0
JAPCNBMG_00060	MER0005244	114.0
JAPCNBMG_00082	MER0001243	192.0
JAPCNBMG_00086	MER0004925	310.0
JAPCNBMG_00102	MER0019096	48.5
JAPCNBMG_00188	MER0195774	78.6
JAPCNBMG_00212	MER0005768	90.5
JAPCNBMG_00213	MER0003338	127.0
JAPCNBMG_00221	MER0026494	261.0
JAPCNBMG_00253	MER0003972	81.6
JAPCNBMG_00262	MER0056022	60.1
JAPCNBMG_00272	MER0002251	200.0
JAPCNBMG_00277	MER0001423	196.0
JAPCNBMG_00278	MER0001244	159.0
JAPCNBMG_00317	MER0034659	71.2
JAPCNBMG_00318	MER0043146	103.0
JAPCNBMG_00436	MER0045094	158.0
JAPCNBMG_00451	MER0002443	114.0
JAPCNBMG_00488	MER0060647	263.0
JAPCNBMG_00509	MER0058228	70.1
JAPCNBMG_00520	MER0005169	177.0
JAPCNBMG_00543	MER0005900	48.5
JAPCNBMG_00566	MER0045886	197.0
JAPCNBMG_00580	MER0011806	160.0
JAPCNBMG_00648	MER0031431	80.5
JAPCNBMG_00672	MER0001612	402.0
JAPCNBMG_00689	MER0013425	82.0
JAPCNBMG_00691	MER1143079	108.0
JAPCNBMG_00715	MER0013450	211.0
JAPCNBMG_00716	MER0066178	52.0
JAPCNBMG_00781	MER0031611	46.6
JAPCNBMG_00812	MER0003280	70.9
JAPCNBMG_00867	MER1143079	144.0
JAPCNBMG_00881	MER0019881	85.9
JAPCNBMG_00906	MER1143079	119.0
JAPCNBMG_00913	MER0000310	113.0
JAPCNBMG_00915	MER0000589	58.5
JAPCNBMG_00953	MER0001284	70.5
JAPCNBMG_00969	MER0001978	473.0
JAPCNBMG_00972	MER0018254	108.0
JAPCNBMG_00980	MER0223899	41.2
JAPCNBMG_00998	MER0002489	128.0
JAPCNBMG_01011	MER0065588	160.0
JAPCNBMG_01012	MER0002959	96.3
JAPCNBMG_01034	MER0492485	92.4
JAPCNBMG_01043	MER0195774	129.0
JAPCNBMG_01044	MER0039456	57.4
JAPCNBMG_01077	MER0001289	58.2
JAPCNBMG_01078	MER0045479	87.8
JAPCNBMG_01079	MER0004775	493.0
JAPCNBMG_01082	MER0004775	476.0
JAPCNBMG_01100	MER0002489	100.0
JAPCNBMG_01123	MER0001423	474.0
JAPCNBMG_01133	MER0003336	299.0
JAPCNBMG_01159	MER0069741	105.0
JAPCNBMG_01163	MER0000410	370.0
JAPCNBMG_01165	MER0001289	73.9
JAPCNBMG_01175	MER0000474	218.0
JAPCNBMG_01187	MER0030934	132.0
JAPCNBMG_01193	MER0056037	41.2
JAPCNBMG_01208	MER0217397	461.0
JAPCNBMG_01211	MER0195774	57.8
JAPCNBMG_01237	MER0056022	41.2
JAPCNBMG_01243	MER0000437	57.0
JAPCNBMG_01296	MER0047723	410.0
JAPCNBMG_01304	MER0492485	58.2
JAPCNBMG_01310	MER0034539	246.0
JAPCNBMG_01332	MER0003105	201.0
JAPCNBMG_01353	MER0006204	70.1
JAPCNBMG_01355	MER0187003	47.0
JAPCNBMG_01358	MER0001269	161.0
JAPCNBMG_01364	MER0002031	80.1
JAPCNBMG_01368	MER0013425	87.0
JAPCNBMG_01383	MER0033259	86.3
JAPCNBMG_01405	MER0213595	46.6
JAPCNBMG_01407	MER0026262	84.3
