Query	Hit	Score
JEAKNJOF_00014	MER0037236	76.3
JEAKNJOF_00029	MER0005694	314.0
JEAKNJOF_00037	MER0005196	276.0
JEAKNJOF_00075	MER0048181	82.4
JEAKNJOF_00097	MER0033259	48.5
JEAKNJOF_00100	MER0195376	77.0
JEAKNJOF_00111	MER0006293	99.8
JEAKNJOF_00112	MER0034541	292.0
JEAKNJOF_00119	MER0004035	74.7
JEAKNJOF_00128	MER0011806	137.0
JEAKNJOF_00149	MER0025512	96.7
JEAKNJOF_00154	MER0033186	199.0
JEAKNJOF_00197	MER0187003	57.0
JEAKNJOF_00270	MER0437468	245.0
JEAKNJOF_00276	MER0001421	439.0
JEAKNJOF_00283	MER0004090	115.0
JEAKNJOF_00298	MER0095620	306.0
JEAKNJOF_00299	MER0001423	39.3
JEAKNJOF_00307	MER0019280	92.0
JEAKNJOF_00384	MER0004468	75.9
JEAKNJOF_00401	MER0001161	458.0
JEAKNJOF_00409	MER0045094	132.0
JEAKNJOF_00426	MER0001244	191.0
JEAKNJOF_00444	MER0053015	53.1
JEAKNJOF_00457	MER0003380	125.0
JEAKNJOF_00470	MER0237414	92.4
JEAKNJOF_00471	MER0195774	127.0
JEAKNJOF_00488	MER0003242	294.0
JEAKNJOF_00513	MER0003359	44.7
JEAKNJOF_00518	MER0003339	110.0
JEAKNJOF_00533	MER0015458	60.5
JEAKNJOF_00625	MER0002565	130.0
JEAKNJOF_00632	MER0069741	48.9
JEAKNJOF_00659	MER0069741	60.5
JEAKNJOF_00665	MER0003380	90.1
JEAKNJOF_00684	MER0014135	233.0
JEAKNJOF_00705	MER0011748	257.0
JEAKNJOF_00714	MER0069741	102.0
JEAKNJOF_00744	MER0003327	193.0
JEAKNJOF_00754	MER0026494	245.0
JEAKNJOF_00855	MER0001299	259.0
JEAKNJOF_00859	MER0000589	58.9
JEAKNJOF_00864	MER0047723	419.0
JEAKNJOF_00909	MER0005767	130.0
JEAKNJOF_00918	MER0013656	90.5
JEAKNJOF_00936	MER0281397	55.5
JEAKNJOF_00996	MER0000474	222.0
JEAKNJOF_01089	MER0031610	105.0
JEAKNJOF_01131	MER0002251	201.0
JEAKNJOF_01137	MER0000485	220.0
JEAKNJOF_01141	MER0001158	513.0
JEAKNJOF_01156	MER0001236	249.0
JEAKNJOF_01164	MER0031617	58.2
JEAKNJOF_01229	MER0045886	183.0
JEAKNJOF_01258	MER0016191	126.0
JEAKNJOF_01261	MER0001243	196.0
