Query	Hit	Score
CIBGKPDJ_00026	MER0026262	117.0
CIBGKPDJ_00106	MER0031610	136.0
CIBGKPDJ_00115	MER0047723	410.0
CIBGKPDJ_00123	MER0034582	101.0
CIBGKPDJ_00160	MER0005244	107.0
CIBGKPDJ_00174	MER0001284	73.9
CIBGKPDJ_00210	MER0005238	173.0
CIBGKPDJ_00266	MER0001158	684.0
CIBGKPDJ_00269	MER0195774	68.6
CIBGKPDJ_00349	MER0492485	43.1
CIBGKPDJ_00375	MER0015473	59.7
CIBGKPDJ_00440	MER0045886	196.0
CIBGKPDJ_00480	MER0001243	191.0
CIBGKPDJ_00486	MER0002251	187.0
CIBGKPDJ_00508	MER0034615	300.0
CIBGKPDJ_00509	MER0019096	48.9
CIBGKPDJ_00514	MER0026494	252.0
CIBGKPDJ_00546	MER0000436	94.0
CIBGKPDJ_00551	MER0004775	491.0
CIBGKPDJ_00552	MER0004775	467.0
CIBGKPDJ_00553	MER0045479	79.7
CIBGKPDJ_00589	MER0056022	59.7
CIBGKPDJ_00599	MER0023251	51.2
CIBGKPDJ_00607	MER0011806	149.0
CIBGKPDJ_00630	MER0066178	43.9
CIBGKPDJ_00631	MER0001236	215.0
CIBGKPDJ_00641	MER0005768	133.0
CIBGKPDJ_00643	MER0013976	78.2
CIBGKPDJ_00645	MER0492485	47.0
CIBGKPDJ_00651	MER0034539	258.0
CIBGKPDJ_00672	MER0003770	133.0
CIBGKPDJ_00676	MER0005139	78.6
CIBGKPDJ_00749	MER0001313	49.3
CIBGKPDJ_00768	MER1143079	95.5
CIBGKPDJ_00788	MER0004775	490.0
CIBGKPDJ_00811	MER0000485	217.0
CIBGKPDJ_00826	MER0026496	108.0
CIBGKPDJ_00846	MER0014188	76.3
CIBGKPDJ_00857	MER0004146	73.6
CIBGKPDJ_00911	MER0019759	55.5
CIBGKPDJ_00921	MER0044357	147.0
CIBGKPDJ_00928	MER0003802	47.0
CIBGKPDJ_00980	MER0003242	57.8
CIBGKPDJ_01042	MER0002746	110.0
CIBGKPDJ_01056	MER0011900	51.6
CIBGKPDJ_01124	MER0014135	245.0
CIBGKPDJ_01128	MER0437468	248.0
CIBGKPDJ_01130	MER0056047	56.6
CIBGKPDJ_01228	MER0492485	110.0
CIBGKPDJ_01238	MER0033259	81.3
CIBGKPDJ_01242	MER0001161	476.0
CIBGKPDJ_01294	MER0001009	92.4
CIBGKPDJ_01295	MER0000472	121.0
CIBGKPDJ_01327	MER0217397	459.0
CIBGKPDJ_01335	MER0005169	177.0
CIBGKPDJ_01343	MER0031234	45.4
CIBGKPDJ_01356	MER0069741	107.0
CIBGKPDJ_01366	MER0044622	149.0
CIBGKPDJ_01395	MER0028025	150.0
CIBGKPDJ_01401	MER0060647	259.0
CIBGKPDJ_01409	MER0001978	444.0
CIBGKPDJ_01504	MER0015475	64.3
CIBGKPDJ_01506	MER0195774	80.9
CIBGKPDJ_01509	MER0005767	124.0
CIBGKPDJ_01513	MER0005300	61.6
CIBGKPDJ_01579	MER0034539	112.0
CIBGKPDJ_01618	MER0001421	394.0
CIBGKPDJ_01645	MER0000410	384.0
CIBGKPDJ_01650	MER0001423	177.0
CIBGKPDJ_01669	MER0037236	74.7
CIBGKPDJ_01672	MER0039993	473.0
CIBGKPDJ_01692	MER0033186	171.0
CIBGKPDJ_01706	MER1054487	287.0
CIBGKPDJ_01725	MER0014137	46.2
CIBGKPDJ_01752	MER0004468	72.8
CIBGKPDJ_01907	MER0003380	81.6
CIBGKPDJ_01919	MER0001299	287.0
CIBGKPDJ_01954	MER0019759	50.4
CIBGKPDJ_01976	MER0000392	282.0
CIBGKPDJ_01984	MER0003850	172.0
CIBGKPDJ_02047	MER0000495	45.8
CIBGKPDJ_02053	MER0056525	260.0
CIBGKPDJ_02062	MER0015472	50.8
CIBGKPDJ_02115	MER0001295	154.0
CIBGKPDJ_02118	MER0003802	44.3
CIBGKPDJ_02139	MER0016191	123.0
CIBGKPDJ_02177	MER0036308	57.0
CIBGKPDJ_02180	MER0002443	106.0
CIBGKPDJ_02209	MER0003537	56.6
CIBGKPDJ_02236	MER0000332	122.0
CIBGKPDJ_02238	MER0000589	57.8
CIBGKPDJ_02248	MER0069741	115.0
CIBGKPDJ_02277	MER0033259	84.3
CIBGKPDJ_02403	MER0003105	204.0
CIBGKPDJ_02433	MER0168983	68.6
CIBGKPDJ_02522	MER0209507	42.4
CIBGKPDJ_02526	MER0066178	67.4
CIBGKPDJ_02529	MER0002443	103.0
CIBGKPDJ_02542	MER0065588	168.0
CIBGKPDJ_02568	MER0175622	83.2
CIBGKPDJ_02583	MER0003423	62.4
CIBGKPDJ_02617	MER1143079	75.9
CIBGKPDJ_02659	MER0003327	194.0
CIBGKPDJ_02716	MER0000474	219.0
CIBGKPDJ_02766	MER0000472	118.0
CIBGKPDJ_02880	MER0192051	58.2
CIBGKPDJ_02884	MER0168983	97.8
CIBGKPDJ_02894	MER0015630	95.9
CIBGKPDJ_02927	MER0237414	65.1
CIBGKPDJ_02928	MER0195774	132.0
