Query	Hit	Score
BGAFLJEO_00025	MER0002161	75.9
BGAFLJEO_00064	MER0198917	313.0
BGAFLJEO_00127	MER0037236	82.0
BGAFLJEO_00159	MER0011700	172.0
BGAFLJEO_00175	MER0044357	76.3
BGAFLJEO_00200	MER0031610	164.0
BGAFLJEO_00203	MER0000474	225.0
BGAFLJEO_00231	MER0001425	45.8
BGAFLJEO_00297	MER0003336	178.0
BGAFLJEO_00360	MER0036063	48.5
BGAFLJEO_00362	MER0061102	44.7
BGAFLJEO_00388	MER0001978	468.0
BGAFLJEO_00508	MER0004468	96.3
BGAFLJEO_00534	MER0026494	243.0
BGAFLJEO_00537	MER0014140	49.7
BGAFLJEO_00549	MER0001297	131.0
BGAFLJEO_00565	MER0014140	48.1
BGAFLJEO_00567	MER0004775	503.0
BGAFLJEO_00593	MER0035017	134.0
BGAFLJEO_00597	MER0002968	73.9
BGAFLJEO_00630	MER0011464	109.0
BGAFLJEO_00667	MER0026262	112.0
BGAFLJEO_00680	MER0281397	77.8
BGAFLJEO_00736	MER0001244	192.0
BGAFLJEO_00766	MER0056022	49.7
BGAFLJEO_00798	MER0003376	82.8
BGAFLJEO_00823	MER0192051	52.0
BGAFLJEO_00840	MER0024252	71.2
BGAFLJEO_00842	MER0001297	124.0
BGAFLJEO_00844	MER0011345	60.8
BGAFLJEO_00845	MER0002565	134.0
BGAFLJEO_00891	MER0029616	49.7
BGAFLJEO_00927	MER0004101	53.1
BGAFLJEO_00987	MER0015621	302.0
BGAFLJEO_01040	MER0034541	249.0
BGAFLJEO_01084	MER0003380	134.0
BGAFLJEO_01106	MER0059846	154.0
BGAFLJEO_01110	MER0014135	233.0
BGAFLJEO_01117	MER0012158	198.0
BGAFLJEO_01127	MER0000576	118.0
BGAFLJEO_01129	MER0095620	278.0
BGAFLJEO_01149	MER0237414	80.9
BGAFLJEO_01150	MER0195774	130.0
BGAFLJEO_01173	MER0004923	142.0
BGAFLJEO_01178	MER0005767	130.0
BGAFLJEO_01182	MER0014065	68.2
BGAFLJEO_01293	MER0006198	119.0
BGAFLJEO_01312	MER0005046	138.0
BGAFLJEO_01315	MER0033186	155.0
BGAFLJEO_01320	MER0100667	63.9
BGAFLJEO_01323	MER0014137	45.1
BGAFLJEO_01324	MER0014137	45.1
BGAFLJEO_01339	MER0028025	152.0
BGAFLJEO_01378	MER0002443	92.0
BGAFLJEO_01382	MER0001295	156.0
BGAFLJEO_01437	MER0217243	64.3
BGAFLJEO_01464	MER0069741	106.0
BGAFLJEO_01541	MER0001243	195.0
BGAFLJEO_01544	MER0042387	90.1
BGAFLJEO_01545	MER0013458	50.8
BGAFLJEO_01552	MER0002251	195.0
BGAFLJEO_01559	MER0011175	48.5
BGAFLJEO_01565	MER0000474	169.0
BGAFLJEO_01587	MER0011748	267.0
BGAFLJEO_01620	MER0043394	153.0
BGAFLJEO_01692	MER0281397	48.5
BGAFLJEO_01792	MER0036076	64.3
BGAFLJEO_01815	MER0002489	110.0
BGAFLJEO_01875	MER0005169	173.0
BGAFLJEO_01915	MER0173063	179.0
BGAFLJEO_01919	MER0001495	51.6
BGAFLJEO_01921	MER0047723	431.0
BGAFLJEO_01935	MER0015472	60.8
BGAFLJEO_01936	MER0035036	53.9
BGAFLJEO_01940	MER0000589	59.7
BGAFLJEO_01962	MER0016191	127.0
BGAFLJEO_01966	MER0045886	174.0
BGAFLJEO_01971	MER0065554	253.0
BGAFLJEO_02004	MER0026545	130.0
BGAFLJEO_02010	MER0000485	216.0
BGAFLJEO_02039	MER0195376	85.1
BGAFLJEO_02054	MER0005244	129.0
BGAFLJEO_02059	MER0003817	45.4
BGAFLJEO_02065	MER0001421	438.0
BGAFLJEO_02168	MER0069741	65.5
BGAFLJEO_02182	MER0013623	177.0
BGAFLJEO_02218	MER0001423	158.0
BGAFLJEO_02233	MER0005764	57.8
BGAFLJEO_02263	MER0001423	121.0
BGAFLJEO_02328	MER0005139	80.1
BGAFLJEO_02335	MER0031569	62.0
BGAFLJEO_02437	MER0003339	142.0
BGAFLJEO_02438	MER0026213	45.1
BGAFLJEO_02468	MER0015121	50.4
BGAFLJEO_02492	MER0065588	173.0
BGAFLJEO_02528	MER0000569	72.8
BGAFLJEO_02630	MER0002489	97.4
BGAFLJEO_02643	MER0001158	690.0
BGAFLJEO_02650	MER0031431	63.2
BGAFLJEO_02673	MER0048181	65.5
BGAFLJEO_02695	MER0003817	53.5
BGAFLJEO_02696	MER0281397	53.5
BGAFLJEO_02726	MER0002007	277.0
BGAFLJEO_02735	MER0015166	91.3
BGAFLJEO_02760	MER0005767	72.4
BGAFLJEO_02763	MER0209507	45.1
BGAFLJEO_02780	MER0000410	379.0
BGAFLJEO_02822	MER0000443	222.0
BGAFLJEO_02872	MER0034539	106.0
BGAFLJEO_02883	MER0004090	134.0
BGAFLJEO_02900	MER0031562	77.4
BGAFLJEO_02901	MER0027775	84.3
BGAFLJEO_02905	MER0001233	185.0
BGAFLJEO_02940	MER0042827	110.0
BGAFLJEO_02955	MER0004514	66.2
BGAFLJEO_02957	MER0168983	63.5
BGAFLJEO_02958	MER0195774	123.0
BGAFLJEO_02986	MER0000472	61.6
BGAFLJEO_03080	MER0014188	55.1
BGAFLJEO_03156	MER0013450	197.0
BGAFLJEO_03162	MER0056027	47.0
BGAFLJEO_03256	MER0034539	266.0
BGAFLJEO_03293	MER0003376	46.6
BGAFLJEO_03356	MER0036038	43.1
BGAFLJEO_03361	MER0061102	71.2
BGAFLJEO_03378	MER0078640	231.0
BGAFLJEO_03415	MER0015475	84.0
BGAFLJEO_03438	MER0001161	516.0
