Query	Hit	Score
MHDMPOAP_00013	MER0013471	44.7
MHDMPOAP_00016	MER0001243	194.0
MHDMPOAP_00023	MER0175622	89.4
MHDMPOAP_00072	MER0045886	217.0
MHDMPOAP_00088	MER0011781	167.0
MHDMPOAP_00099	MER0034615	295.0
MHDMPOAP_00111	MER0060647	271.0
MHDMPOAP_00130	MER0001423	429.0
MHDMPOAP_00208	MER0000471	135.0
MHDMPOAP_00213	MER0026494	248.0
MHDMPOAP_00221	MER0003105	191.0
MHDMPOAP_00222	MER0002251	172.0
MHDMPOAP_00227	MER0000471	110.0
MHDMPOAP_00290	MER0095620	276.0
MHDMPOAP_00333	MER0192051	48.9
MHDMPOAP_00411	MER0168983	69.3
MHDMPOAP_00420	MER0005139	74.3
MHDMPOAP_00456	MER0056022	56.2
MHDMPOAP_00464	MER0492485	42.7
MHDMPOAP_00466	MER0019759	94.7
MHDMPOAP_00489	MER0242447	42.4
MHDMPOAP_00497	MER0036038	74.3
MHDMPOAP_00500	MER0004775	465.0
MHDMPOAP_00526	MER0014137	44.3
MHDMPOAP_00529	MER0492485	53.1
MHDMPOAP_00574	MER0002565	125.0
MHDMPOAP_00582	MER0014366	460.0
MHDMPOAP_00588	MER0437468	227.0
MHDMPOAP_00607	MER0031570	56.2
MHDMPOAP_00646	MER0031570	56.6
MHDMPOAP_00669	MER0002443	110.0
MHDMPOAP_00685	MER0100667	75.9
MHDMPOAP_00750	MER0018254	128.0
MHDMPOAP_00786	MER0000310	156.0
MHDMPOAP_00791	MER0195774	84.0
MHDMPOAP_00792	MER0005767	115.0
MHDMPOAP_00796	MER0015415	45.1
MHDMPOAP_00833	MER0012158	194.0
MHDMPOAP_00906	MER0014135	253.0
MHDMPOAP_00914	MER0003242	313.0
MHDMPOAP_00915	MER0003850	174.0
MHDMPOAP_00933	MER0015424	194.0
MHDMPOAP_00951	MER0034539	117.0
MHDMPOAP_01003	MER0002443	50.1
MHDMPOAP_01014	MER0004146	69.7
MHDMPOAP_01030	MER0194228	80.5
MHDMPOAP_01071	MER0001295	157.0
MHDMPOAP_01073	MER0001421	393.0
MHDMPOAP_01079	MER0001313	49.3
MHDMPOAP_01107	MER0036308	57.4
MHDMPOAP_01112	MER0015475	69.3
MHDMPOAP_01133	MER0002443	95.9
MHDMPOAP_01139	MER0000410	391.0
MHDMPOAP_01148	MER0281397	62.0
MHDMPOAP_01169	MER0026213	47.4
MHDMPOAP_01202	MER0004146	80.5
MHDMPOAP_01211	MER0004468	106.0
MHDMPOAP_01214	MER0039993	447.0
MHDMPOAP_01320	MER0016191	109.0
MHDMPOAP_01365	MER0000392	279.0
MHDMPOAP_01369	MER0015458	52.8
MHDMPOAP_01379	MER0026545	108.0
MHDMPOAP_01443	MER0000485	215.0
MHDMPOAP_01451	MER1143079	102.0
MHDMPOAP_01465	MER0056525	251.0
MHDMPOAP_01549	MER0025086	105.0
MHDMPOAP_01558	MER0033186	175.0
MHDMPOAP_01620	MER0019759	59.7
MHDMPOAP_01708	MER0003336	216.0
MHDMPOAP_01759	MER0044357	81.6
MHDMPOAP_01838	MER0069741	101.0
MHDMPOAP_01839	MER0195774	132.0
MHDMPOAP_01840	MER0237414	68.9
MHDMPOAP_01847	MER0001299	276.0
MHDMPOAP_01852	MER0001161	464.0
MHDMPOAP_01964	MER0195774	65.5
MHDMPOAP_02027	MER0492485	54.7
MHDMPOAP_02048	MER0047723	414.0
MHDMPOAP_02052	MER0004775	499.0
MHDMPOAP_02055	MER0001158	742.0
MHDMPOAP_02097	MER0492485	107.0
MHDMPOAP_02098	MER0005196	310.0
MHDMPOAP_02116	MER0034582	107.0
MHDMPOAP_02132	MER0000589	61.6
MHDMPOAP_02134	MER0002565	113.0
MHDMPOAP_02228	MER0003380	90.9
MHDMPOAP_02254	MER0013623	44.7
MHDMPOAP_02294	MER0002036	79.0
MHDMPOAP_02319	MER0069741	80.9
MHDMPOAP_02364	MER0004954	102.0
MHDMPOAP_02382	MER0004857	50.1
MHDMPOAP_02479	MER0013541	54.3
MHDMPOAP_02523	MER0005244	100.0
MHDMPOAP_02573	MER0031610	141.0
MHDMPOAP_02586	MER0013829	178.0
MHDMPOAP_02594	MER0000474	214.0
MHDMPOAP_02607	MER0015473	59.7
MHDMPOAP_02624	MER0044622	165.0
MHDMPOAP_02639	MER0001009	86.7
