Query	Hit	Score
GPCJCJJP_00013	MER0025086	119.0
GPCJCJJP_00033	MER0003327	198.0
GPCJCJJP_00039	MER0014135	240.0
GPCJCJJP_00041	MER0028934	54.7
GPCJCJJP_00072	MER0011464	117.0
GPCJCJJP_00087	MER0004775	513.0
GPCJCJJP_00103	MER0003242	64.3
GPCJCJJP_00139	MER0003413	129.0
GPCJCJJP_00164	MER0192051	60.1
GPCJCJJP_00229	MER0005300	47.8
GPCJCJJP_00246	MER0004480	69.3
GPCJCJJP_00264	MER0281397	47.4
GPCJCJJP_00273	MER0042387	94.4
GPCJCJJP_00275	MER0004690	112.0
GPCJCJJP_00277	MER0002078	57.0
GPCJCJJP_00294	MER0016191	124.0
GPCJCJJP_00320	MER0031431	59.3
GPCJCJJP_00341	MER0001313	45.4
GPCJCJJP_00351	MER0003380	138.0
GPCJCJJP_00369	MER0011781	53.5
GPCJCJJP_00382	MER1143079	118.0
GPCJCJJP_00396	MER0036053	74.3
GPCJCJJP_00398	MER0001244	179.0
GPCJCJJP_00423	MER0034615	325.0
GPCJCJJP_00471	MER0005767	134.0
GPCJCJJP_00493	MER0001297	129.0
GPCJCJJP_00501	MER0001400	185.0
GPCJCJJP_00505	MER0034541	241.0
GPCJCJJP_00516	MER0237414	80.1
GPCJCJJP_00517	MER0195774	125.0
GPCJCJJP_00620	MER0031610	150.0
GPCJCJJP_00630	MER0000474	223.0
GPCJCJJP_00638	MER0001299	295.0
GPCJCJJP_00648	MER0014366	481.0
GPCJCJJP_00652	MER0001920	183.0
GPCJCJJP_00666	MER0013876	338.0
GPCJCJJP_00673	MER0014333	189.0
GPCJCJJP_00677	MER0001243	196.0
GPCJCJJP_00692	MER0002251	194.0
GPCJCJJP_00697	MER0091680	52.0
GPCJCJJP_00712	MER0037236	100.0
GPCJCJJP_00728	MER0217243	43.1
GPCJCJJP_00766	MER0034548	68.9
GPCJCJJP_00769	MER0036053	48.5
GPCJCJJP_00786	MER0069741	110.0
GPCJCJJP_00821	MER0019759	94.4
GPCJCJJP_00825	MER0001244	202.0
GPCJCJJP_00847	MER0017248	88.6
GPCJCJJP_00848	MER0000485	230.0
GPCJCJJP_00854	MER0026545	123.0
