Query	Hit	Score
LMKPEOHM_00011	MER0004111	167.0
LMKPEOHM_00130	MER0030932	74.7
LMKPEOHM_00170	MER0492485	41.6
LMKPEOHM_00172	MER0044622	152.0
LMKPEOHM_00218	MER0014140	45.8
LMKPEOHM_00386	MER0077555	83.6
LMKPEOHM_00392	MER0002251	212.0
LMKPEOHM_00398	MER0001243	184.0
LMKPEOHM_00515	MER0037236	84.3
LMKPEOHM_00518	MER0001295	162.0
LMKPEOHM_00521	MER0002443	98.6
LMKPEOHM_00526	MER0001423	349.0
LMKPEOHM_00560	MER0028025	154.0
LMKPEOHM_00563	MER0198917	322.0
LMKPEOHM_00574	MER0044357	75.1
LMKPEOHM_00696	MER0019038	40.8
LMKPEOHM_00729	MER0001400	169.0
LMKPEOHM_00749	MER0001297	120.0
LMKPEOHM_00805	MER0014135	234.0
LMKPEOHM_00813	MER0012158	204.0
LMKPEOHM_00823	MER0073084	179.0
LMKPEOHM_00857	MER0016191	131.0
LMKPEOHM_00877	MER0004775	513.0
LMKPEOHM_00918	MER0015424	181.0
LMKPEOHM_01033	MER0013484	114.0
LMKPEOHM_01036	MER0001313	48.9
LMKPEOHM_01041	MER0001266	89.7
LMKPEOHM_01103	MER0031610	151.0
LMKPEOHM_01106	MER0000474	215.0
LMKPEOHM_01129	MER0036038	73.9
LMKPEOHM_01151	MER0026494	240.0
LMKPEOHM_01195	MER0003280	73.6
LMKPEOHM_01196	MER0031617	79.0
LMKPEOHM_01221	MER0005767	127.0
LMKPEOHM_01244	MER0039993	499.0
LMKPEOHM_01286	MER0003380	142.0
LMKPEOHM_01354	MER0034541	216.0
LMKPEOHM_01364	MER0237414	70.1
LMKPEOHM_01365	MER0195774	125.0
LMKPEOHM_01376	MER0001244	189.0
LMKPEOHM_01380	MER0026262	129.0
LMKPEOHM_01381	MER0036053	67.8
LMKPEOHM_01421	MER0005694	311.0
LMKPEOHM_01445	MER0036038	82.8
LMKPEOHM_01484	MER0017009	116.0
LMKPEOHM_01485	MER0001009	63.2
LMKPEOHM_01488	MER0003514	124.0
LMKPEOHM_01503	MER0192051	58.2
LMKPEOHM_01516	MER0003380	85.1
LMKPEOHM_01567	MER0013541	43.9
LMKPEOHM_01578	MER0003242	301.0
LMKPEOHM_01586	MER0015424	142.0
LMKPEOHM_01588	MER0281397	71.2
LMKPEOHM_01650	MER0001009	90.1
LMKPEOHM_01651	MER0004468	74.7
LMKPEOHM_01698	MER0000277	104.0
LMKPEOHM_01741	MER0031431	59.7
LMKPEOHM_01769	MER0013450	196.0
LMKPEOHM_01825	MER0013623	124.0
LMKPEOHM_01853	MER0069741	75.5
LMKPEOHM_01874	MER0065588	157.0
LMKPEOHM_01898	MER0034539	86.3
LMKPEOHM_01905	MER0034539	100.0
LMKPEOHM_01918	MER0015121	47.4
LMKPEOHM_01956	MER0033186	194.0
LMKPEOHM_02003	MER0003558	66.6
LMKPEOHM_02158	MER0015473	71.2
LMKPEOHM_02216	MER0001158	388.0
LMKPEOHM_02293	MER0017246	68.9
LMKPEOHM_02294	MER0014333	195.0
LMKPEOHM_02299	MER0000589	58.9
LMKPEOHM_02303	MER0048181	45.4
LMKPEOHM_02304	MER0015468	58.9
LMKPEOHM_02329	MER0047723	424.0
LMKPEOHM_02336	MER0002635	169.0
LMKPEOHM_02407	MER0028047	206.0
LMKPEOHM_02419	MER0001233	174.0
LMKPEOHM_02507	MER0195376	89.0
LMKPEOHM_02550	MER0042827	105.0
LMKPEOHM_02566	MER0001284	68.6
LMKPEOHM_02567	MER0168983	57.8
LMKPEOHM_02589	MER0002601	123.0
LMKPEOHM_02638	MER0034615	320.0
LMKPEOHM_02642	MER0003376	48.9
LMKPEOHM_02654	MER0019280	94.0
LMKPEOHM_02660	MER0065554	245.0
LMKPEOHM_02664	MER0045886	170.0
LMKPEOHM_02668	MER0195774	125.0
LMKPEOHM_02678	MER0025070	71.6
LMKPEOHM_02681	MER0017177	64.3
LMKPEOHM_02712	MER0472834	70.5
LMKPEOHM_02726	MER0001602	119.0
LMKPEOHM_02801	MER0069741	110.0
LMKPEOHM_02833	MER0034539	266.0
LMKPEOHM_02840	MER0026339	52.0
LMKPEOHM_02862	MER0011748	258.0
LMKPEOHM_02870	MER0078640	224.0
LMKPEOHM_02907	MER0015475	77.8
LMKPEOHM_02932	MER0001920	179.0
LMKPEOHM_02935	MER0016067	61.6
LMKPEOHM_02943	MER0001161	494.0
LMKPEOHM_02964	MER0002031	92.4
LMKPEOHM_02975	MER0001284	72.8
LMKPEOHM_02980	MER0034582	96.7
LMKPEOHM_03059	MER0005139	73.2
LMKPEOHM_03060	MER0005139	68.9
LMKPEOHM_03117	MER0000410	366.0
LMKPEOHM_03140	MER0005767	70.9
LMKPEOHM_03143	MER0073084	93.2
LMKPEOHM_03145	MER0005778	57.4
LMKPEOHM_03160	MER0004090	118.0
LMKPEOHM_03179	MER0057728	105.0
LMKPEOHM_03183	MER0005169	183.0
LMKPEOHM_03202	MER0001421	427.0
LMKPEOHM_03231	MER0001322	66.2
LMKPEOHM_03282	MER0015166	100.0
LMKPEOHM_03285	MER0034539	128.0
LMKPEOHM_03296	MER0001333	58.2
LMKPEOHM_03308	MER0000485	243.0
LMKPEOHM_03314	MER0026545	112.0
LMKPEOHM_03331	MER0069741	60.1
LMKPEOHM_03417	MER0059846	149.0
