Query	Hit	Score
ENKKEKJH_00021	MER0001297	119.0
ENKKEKJH_00030	MER0005169	175.0
ENKKEKJH_00046	MER0005767	80.1
ENKKEKJH_00048	MER0209507	46.6
ENKKEKJH_00062	MER0013976	74.7
ENKKEKJH_00063	MER0005768	122.0
ENKKEKJH_00065	MER0005196	296.0
ENKKEKJH_00078	MER0013626	58.9
ENKKEKJH_00094	MER0069741	68.6
ENKKEKJH_00099	MER0035036	55.8
ENKKEKJH_00135	MER0015121	57.4
ENKKEKJH_00154	MER0048181	72.4
ENKKEKJH_00162	MER0000410	368.0
ENKKEKJH_00178	MER0003413	56.2
ENKKEKJH_00183	MER0195774	66.6
ENKKEKJH_00191	MER0002084	348.0
ENKKEKJH_00194	MER0033186	198.0
ENKKEKJH_00294	MER0014664	79.7
ENKKEKJH_00301	MER0001158	649.0
ENKKEKJH_00306	MER0019759	54.3
ENKKEKJH_00312	MER0045886	173.0
ENKKEKJH_00317	MER0437468	252.0
ENKKEKJH_00337	MER0001421	428.0
ENKKEKJH_00347	MER0047723	420.0
ENKKEKJH_00360	MER0069741	113.0
ENKKEKJH_00417	MER0034539	122.0
ENKKEKJH_00486	MER0037236	93.2
ENKKEKJH_00505	MER0000474	218.0
ENKKEKJH_00508	MER0031610	156.0
ENKKEKJH_00557	MER0017033	57.0
ENKKEKJH_00570	MER0034539	147.0
ENKKEKJH_00584	MER0044622	162.0
ENKKEKJH_00604	MER0042827	111.0
ENKKEKJH_00668	MER0004090	128.0
ENKKEKJH_00674	MER0031431	60.8
ENKKEKJH_00679	MER0001322	72.0
ENKKEKJH_00721	MER0001299	50.4
ENKKEKJH_00762	MER0002251	195.0
ENKKEKJH_00765	MER0001009	50.1
ENKKEKJH_00774	MER0005767	141.0
ENKKEKJH_00784	MER0017177	66.2
ENKKEKJH_00786	MER0001244	185.0
ENKKEKJH_00789	MER0026494	229.0
ENKKEKJH_00826	MER0002639	154.0
ENKKEKJH_00837	MER0026262	124.0
ENKKEKJH_00853	MER0025086	97.4
ENKKEKJH_00856	MER0003380	141.0
ENKKEKJH_00891	MER0011781	58.5
ENKKEKJH_00911	MER0034582	121.0
ENKKEKJH_00935	MER0001161	522.0
ENKKEKJH_00944	MER0039993	503.0
ENKKEKJH_00951	MER0015475	62.8
ENKKEKJH_00987	MER0060647	223.0
ENKKEKJH_01053	MER0030932	71.2
ENKKEKJH_01075	MER0036115	54.7
ENKKEKJH_01078	MER0004035	93.2
ENKKEKJH_01080	MER0013623	181.0
ENKKEKJH_01152	MER0042581	215.0
ENKKEKJH_01322	MER0056037	45.1
ENKKEKJH_01339	MER0025086	135.0
ENKKEKJH_01343	MER0027775	83.2
ENKKEKJH_01434	MER0000485	238.0
ENKKEKJH_01437	MER0026545	120.0
ENKKEKJH_01438	MER0004146	48.5
ENKKEKJH_01442	MER0001978	481.0
ENKKEKJH_01471	MER0014137	45.1
ENKKEKJH_01478	MER0066178	53.1
ENKKEKJH_01485	MER0001521	107.0
ENKKEKJH_01536	MER0005139	74.3
ENKKEKJH_01649	MER0026262	97.1
ENKKEKJH_01651	MER0005244	127.0
ENKKEKJH_01673	MER0001400	100.0
ENKKEKJH_01674	MER0001400	82.8
ENKKEKJH_01675	MER0001400	167.0
ENKKEKJH_01682	MER0000431	45.1
ENKKEKJH_01683	MER1143079	131.0
ENKKEKJH_01711	MER0001295	162.0
ENKKEKJH_01717	MER0001423	350.0
ENKKEKJH_01723	MER0003514	129.0
ENKKEKJH_01731	MER0036115	43.5
ENKKEKJH_01746	MER0034615	327.0
ENKKEKJH_01747	MER0095620	288.0
ENKKEKJH_01768	MER0281397	44.7
ENKKEKJH_01774	MER0028365	113.0
ENKKEKJH_01775	MER0001009	72.0
ENKKEKJH_01844	MER0208880	43.5
ENKKEKJH_01902	MER0192051	58.5
ENKKEKJH_01926	MER0003242	55.5
ENKKEKJH_01962	MER0016191	120.0
ENKKEKJH_01985	MER0004469	71.2
ENKKEKJH_01986	MER0011440	75.1
ENKKEKJH_01990	MER0004775	495.0
ENKKEKJH_02007	MER0014135	248.0
ENKKEKJH_02014	MER0012158	205.0
ENKKEKJH_02036	MER0044357	79.3
ENKKEKJH_02094	MER0013876	352.0
ENKKEKJH_02098	MER0002084	84.3
ENKKEKJH_02113	MER0001012	92.0
ENKKEKJH_02115	MER0028934	57.0
ENKKEKJH_02117	MER0168983	65.5
ENKKEKJH_02163	MER0065588	177.0
ENKKEKJH_02209	MER0073084	97.8
ENKKEKJH_02219	MER0026552	53.1
ENKKEKJH_02275	MER0005496	250.0
ENKKEKJH_02329	MER0003339	119.0
ENKKEKJH_02349	MER0034541	279.0
ENKKEKJH_02374	MER0016185	103.0
ENKKEKJH_02416	MER0014366	495.0
ENKKEKJH_02425	MER0000576	75.5
ENKKEKJH_02434	MER0001299	283.0
ENKKEKJH_02456	MER0002036	88.2
ENKKEKJH_02460	MER0001243	198.0
