Query	Hit	Score
BJBECDMA_00017	MER0013829	175.0
BJBECDMA_00031	MER0036084	218.0
BJBECDMA_00092	MER0015473	70.9
BJBECDMA_00096	MER0001978	493.0
BJBECDMA_00104	MER0034539	267.0
BJBECDMA_00113	MER0095620	275.0
BJBECDMA_00128	MER0195774	126.0
BJBECDMA_00133	MER0003359	47.4
BJBECDMA_00142	MER0000589	57.4
BJBECDMA_00143	MER0000592	56.2
BJBECDMA_00146	MER0035036	60.1
BJBECDMA_00147	MER0015473	50.8
BJBECDMA_00191	MER0026494	244.0
BJBECDMA_00194	MER0014140	47.0
BJBECDMA_00197	MER0003380	44.3
BJBECDMA_00203	MER0472834	58.9
BJBECDMA_00214	MER0014137	47.8
BJBECDMA_00218	MER0013484	44.7
BJBECDMA_00233	MER0000474	178.0
BJBECDMA_00268	MER0005767	139.0
BJBECDMA_00311	MER0472834	65.5
BJBECDMA_00337	MER0012158	197.0
BJBECDMA_00352	MER0014135	166.0
BJBECDMA_00353	MER0014135	50.8
BJBECDMA_00354	MER0025070	71.6
BJBECDMA_00379	MER0001244	197.0
BJBECDMA_00383	MER0036072	65.9
BJBECDMA_00411	MER0005768	145.0
BJBECDMA_00413	MER0003338	167.0
BJBECDMA_00423	MER0016191	115.0
BJBECDMA_00431	MER0000268	58.9
BJBECDMA_00454	MER0056027	58.9
BJBECDMA_00497	MER0003514	121.0
BJBECDMA_00538	MER0217243	63.9
BJBECDMA_00584	MER0044581	69.3
BJBECDMA_00696	MER0004468	74.7
BJBECDMA_00725	MER0011806	58.5
BJBECDMA_00732	MER0031565	90.5
BJBECDMA_00755	MER0005694	311.0
BJBECDMA_00784	MER0000332	126.0
BJBECDMA_00785	MER0012283	57.0
BJBECDMA_00789	MER0001425	123.0
BJBECDMA_00806	MER0192051	55.8
BJBECDMA_00820	MER0005300	76.6
BJBECDMA_00877	MER0013541	42.4
BJBECDMA_00878	MER0015424	109.0
BJBECDMA_00897	MER0001400	268.0
BJBECDMA_00900	MER0281397	56.2
BJBECDMA_00927	MER0105341	43.5
BJBECDMA_00937	MER0034541	260.0
BJBECDMA_00939	MER0003338	166.0
BJBECDMA_00976	MER0059846	173.0
BJBECDMA_00995	MER0004775	509.0
BJBECDMA_00997	MER0029965	100.0
BJBECDMA_01012	MER0001313	45.4
BJBECDMA_01030	MER0003380	144.0
BJBECDMA_01037	MER0003336	171.0
BJBECDMA_01127	MER0492485	90.9
BJBECDMA_01128	MER0492485	82.0
BJBECDMA_01155	MER0002455	117.0
BJBECDMA_01189	MER0004090	136.0
BJBECDMA_01258	MER0004775	479.0
BJBECDMA_01279	MER0001212	150.0
BJBECDMA_01286	MER0027775	71.6
BJBECDMA_01307	MER0065588	159.0
BJBECDMA_01335	MER0001322	75.1
BJBECDMA_01380	MER0000485	240.0
BJBECDMA_01387	MER0026545	121.0
BJBECDMA_01402	MER0069741	67.4
BJBECDMA_01405	MER0001205	55.8
BJBECDMA_01421	MER0017244	91.7
BJBECDMA_01422	MER0017244	85.5
BJBECDMA_01444	MER0005767	80.9
BJBECDMA_01447	MER0209507	43.5
BJBECDMA_01465	MER0000410	385.0
BJBECDMA_01514	MER0024298	104.0
BJBECDMA_01536	MER0011122	60.1
BJBECDMA_01545	MER0005139	71.6
BJBECDMA_01558	MER0033186	191.0
BJBECDMA_01565	MER0011583	140.0
BJBECDMA_01591	MER0173063	175.0
BJBECDMA_01665	MER0195376	89.7
BJBECDMA_01700	MER0042827	117.0
BJBECDMA_01701	MER0001212	136.0
BJBECDMA_01731	MER0001284	68.2
BJBECDMA_01772	MER0003850	172.0
BJBECDMA_01786	MER0026262	69.3
BJBECDMA_01797	MER0001026	122.0
BJBECDMA_01804	MER0002007	283.0
BJBECDMA_01812	MER0015166	99.0
BJBECDMA_01824	MER0001920	188.0
BJBECDMA_01826	MER0031565	77.4
BJBECDMA_01829	MER0001400	270.0
BJBECDMA_01918	MER0000576	49.3
BJBECDMA_01964	MER0033259	67.0
BJBECDMA_01970	MER0066182	46.6
BJBECDMA_01974	MER0168983	57.8
BJBECDMA_01998	MER0001421	425.0
BJBECDMA_02005	MER0003428	48.1
BJBECDMA_02028	MER0047723	414.0
BJBECDMA_02049	MER0019280	93.2
BJBECDMA_02053	MER0065554	267.0
BJBECDMA_02059	MER0045886	188.0
BJBECDMA_02091	MER0004925	322.0
BJBECDMA_02105	MER0036038	44.3
BJBECDMA_02157	MER0000332	69.3
BJBECDMA_02203	MER0045094	160.0
BJBECDMA_02250	MER0001400	291.0
BJBECDMA_02256	MER0001243	189.0
BJBECDMA_02260	MER0042387	101.0
BJBECDMA_02261	MER0005742	55.1
BJBECDMA_02262	MER0002251	204.0
BJBECDMA_02267	MER0091680	45.1
BJBECDMA_02309	MER0056525	258.0
BJBECDMA_02331	MER0004914	125.0
BJBECDMA_02397	MER0028047	206.0
BJBECDMA_02409	MER0492485	47.4
BJBECDMA_02418	MER0005244	126.0
BJBECDMA_02518	MER0472834	70.5
BJBECDMA_02546	MER0281397	78.2
BJBECDMA_02584	MER0004146	72.8
BJBECDMA_02598	MER0054461	97.1
BJBECDMA_02619	MER0001161	482.0
BJBECDMA_02621	MER0001284	243.0
BJBECDMA_02646	MER0034582	85.9
BJBECDMA_02730	MER0031234	67.0
BJBECDMA_02763	MER0005900	167.0
BJBECDMA_02790	MER0000474	224.0
BJBECDMA_02795	MER0031610	151.0
BJBECDMA_02829	MER0001289	70.1
BJBECDMA_02862	MER0001423	331.0
BJBECDMA_02866	MER0004035	89.4
BJBECDMA_02870	MER0001295	168.0
BJBECDMA_02920	MER0036308	43.9
BJBECDMA_02976	MER0005925	180.0
BJBECDMA_02985	MER0069741	114.0
BJBECDMA_03016	MER0015475	73.9
BJBECDMA_03053	MER0078640	236.0
BJBECDMA_03077	MER0001289	74.7
