Query	Hit	Score
LJHBFHHF_00122	MER0000589	54.3
LJHBFHHF_00126	MER0048181	46.2
LJHBFHHF_00127	MER0015458	51.6
LJHBFHHF_00137	MER0029719	130.0
LJHBFHHF_00142	MER0047723	445.0
LJHBFHHF_00147	MER0002635	170.0
LJHBFHHF_00148	MER0001602	119.0
LJHBFHHF_00152	MER0035041	50.8
LJHBFHHF_00182	MER0029657	114.0
LJHBFHHF_00204	MER0016191	120.0
LJHBFHHF_00217	MER0003380	128.0
LJHBFHHF_00228	MER0001313	49.7
LJHBFHHF_00234	MER0014135	241.0
LJHBFHHF_00241	MER0012158	196.0
LJHBFHHF_00246	MER0000576	93.2
LJHBFHHF_00251	MER0000436	86.3
LJHBFHHF_00313	MER0034541	277.0
LJHBFHHF_00347	MER0059846	162.0
LJHBFHHF_00410	MER0066178	48.9
LJHBFHHF_00427	MER0034539	266.0
LJHBFHHF_00434	MER0036115	50.1
LJHBFHHF_00443	MER0001289	96.3
LJHBFHHF_00447	MER0078640	231.0
LJHBFHHF_00485	MER0015475	74.7
LJHBFHHF_00500	MER0001161	492.0
LJHBFHHF_00538	MER0077555	85.1
LJHBFHHF_00552	MER0001313	48.5
LJHBFHHF_00596	MER0004090	120.0
LJHBFHHF_00672	MER0004914	141.0
LJHBFHHF_00719	MER0000410	384.0
LJHBFHHF_00728	MER0033186	219.0
LJHBFHHF_00835	MER0031610	151.0
LJHBFHHF_00838	MER0000474	223.0
LJHBFHHF_00868	MER0005767	73.9
LJHBFHHF_00871	MER0073084	95.5
LJHBFHHF_00898	MER0015121	56.2
LJHBFHHF_00917	MER0195774	82.0
LJHBFHHF_00925	MER0065588	176.0
LJHBFHHF_00949	MER0031431	55.8
LJHBFHHF_01004	MER0039993	479.0
LJHBFHHF_01018	MER0152618	47.4
LJHBFHHF_01068	MER0001158	399.0
LJHBFHHF_01095	MER0031565	70.9
LJHBFHHF_01096	MER0168983	58.2
LJHBFHHF_01112	MER0042827	109.0
LJHBFHHF_01144	MER0195376	83.2
LJHBFHHF_01156	MER0013623	175.0
LJHBFHHF_01241	MER0034582	99.4
LJHBFHHF_01246	MER0001284	71.6
LJHBFHHF_01262	MER0056525	253.0
LJHBFHHF_01296	MER0044622	149.0
LJHBFHHF_01335	MER0492485	70.5
LJHBFHHF_01418	MER0045479	56.2
LJHBFHHF_01458	MER0000392	305.0
LJHBFHHF_01488	MER0003514	120.0
LJHBFHHF_01515	MER0001400	155.0
LJHBFHHF_01557	MER0003376	63.2
LJHBFHHF_01595	MER0026552	107.0
LJHBFHHF_01602	MER0000485	237.0
LJHBFHHF_01659	MER0001421	434.0
LJHBFHHF_01707	MER0000310	88.6
LJHBFHHF_01711	MER0065554	262.0
LJHBFHHF_01715	MER0045886	175.0
LJHBFHHF_01736	MER0000443	224.0
LJHBFHHF_01977	MER0025070	49.3
LJHBFHHF_02011	MER0003380	105.0
LJHBFHHF_02049	MER1102827	129.0
LJHBFHHF_02124	MER0001423	353.0
LJHBFHHF_02130	MER0002443	97.8
LJHBFHHF_02134	MER0001295	172.0
LJHBFHHF_02137	MER0037236	87.8
LJHBFHHF_02169	MER0039993	489.0
LJHBFHHF_02172	MER0001290	63.9
LJHBFHHF_02181	MER0001244	193.0
LJHBFHHF_02193	MER0025086	150.0
LJHBFHHF_02206	MER0017177	67.8
LJHBFHHF_02207	MER0004775	542.0
LJHBFHHF_02218	MER0004468	80.1
LJHBFHHF_02259	MER0281397	74.7
LJHBFHHF_02261	MER0025086	115.0
LJHBFHHF_02321	MER0034539	94.0
LJHBFHHF_02340	MER0003380	83.2
LJHBFHHF_02353	MER0192051	55.8
LJHBFHHF_02366	MER0001297	126.0
LJHBFHHF_02368	MER0004243	59.3
LJHBFHHF_02369	MER0017009	121.0
LJHBFHHF_02428	MER0005767	120.0
LJHBFHHF_02466	MER0195774	120.0
LJHBFHHF_02467	MER0237414	71.6
LJHBFHHF_02484	MER0026494	233.0
LJHBFHHF_02495	MER0014137	45.8
LJHBFHHF_02547	MER0001243	195.0
LJHBFHHF_02554	MER0002251	184.0
LJHBFHHF_02558	MER0001009	48.1
LJHBFHHF_02589	MER0045883	47.8
LJHBFHHF_02595	MER0107796	45.4
LJHBFHHF_02601	MER0002161	74.3
LJHBFHHF_02602	MER0015691	76.3
LJHBFHHF_02659	MER0015166	103.0
LJHBFHHF_02674	MER0034960	54.3
LJHBFHHF_02688	MER0001978	497.0
LJHBFHHF_02692	MER0015632	57.4
LJHBFHHF_02716	MER0004035	80.5
LJHBFHHF_02724	MER0217243	74.3
LJHBFHHF_02743	MER0492485	48.9
LJHBFHHF_02769	MER0057728	111.0
LJHBFHHF_02771	MER0005169	178.0
LJHBFHHF_02794	MER0069741	61.6
LJHBFHHF_02811	MER0492485	91.7
LJHBFHHF_02872	MER0001322	71.2
