Query	Hit	Score
NBPGMAIK_00020	MER0059846	153.0
NBPGMAIK_00038	MER0195774	79.7
NBPGMAIK_00045	MER0031431	70.9
NBPGMAIK_00050	MER0065588	140.0
NBPGMAIK_00064	MER0001421	426.0
NBPGMAIK_00076	MER0000485	233.0
NBPGMAIK_00123	MER0015121	56.6
NBPGMAIK_00172	MER0042581	273.0
NBPGMAIK_00199	MER0000410	359.0
NBPGMAIK_00243	MER0002746	106.0
NBPGMAIK_00248	MER0195376	89.7
NBPGMAIK_00265	MER0042827	109.0
NBPGMAIK_00273	MER0001244	196.0
NBPGMAIK_00275	MER0004695	47.4
NBPGMAIK_00290	MER0034541	261.0
NBPGMAIK_00318	MER0056525	256.0
NBPGMAIK_00331	MER0002084	281.0
NBPGMAIK_00389	MER0004090	119.0
NBPGMAIK_00444	MER0042387	105.0
NBPGMAIK_00445	MER0002455	42.0
NBPGMAIK_00453	MER0001243	198.0
NBPGMAIK_00562	MER0001313	47.0
NBPGMAIK_00563	MER0073084	111.0
NBPGMAIK_00617	MER0005139	67.4
NBPGMAIK_00618	MER0005139	75.1
NBPGMAIK_00627	MER0001158	668.0
NBPGMAIK_00643	MER0048181	53.1
NBPGMAIK_00644	MER0015472	58.5
NBPGMAIK_00651	MER0001297	43.9
NBPGMAIK_00663	MER0014188	63.2
NBPGMAIK_00678	MER0030932	94.4
NBPGMAIK_00695	MER0001284	57.8
NBPGMAIK_00696	MER0004085	85.5
NBPGMAIK_00699	MER0023251	50.4
NBPGMAIK_00717	MER0015475	58.9
NBPGMAIK_00760	MER0078640	234.0
NBPGMAIK_00764	MER0001233	102.0
NBPGMAIK_00769	MER0057728	122.0
NBPGMAIK_00775	MER0107328	107.0
NBPGMAIK_00805	MER0005300	43.5
NBPGMAIK_00817	MER0001297	121.0
NBPGMAIK_00907	MER0001161	483.0
NBPGMAIK_00978	MER0003242	311.0
NBPGMAIK_01016	MER0000326	164.0
NBPGMAIK_01072	MER0016185	95.9
NBPGMAIK_01075	MER0069741	69.3
NBPGMAIK_01104	MER0002251	207.0
NBPGMAIK_01112	MER0004321	209.0
NBPGMAIK_01121	MER0014664	84.0
NBPGMAIK_01159	MER0028047	203.0
NBPGMAIK_01162	MER0001299	280.0
NBPGMAIK_01193	MER0002443	94.0
NBPGMAIK_01197	MER0001295	168.0
NBPGMAIK_01205	MER0001423	318.0
NBPGMAIK_01217	MER0044357	94.7
NBPGMAIK_01262	MER0026213	46.2
NBPGMAIK_01266	MER0036114	137.0
NBPGMAIK_01322	MER0039993	501.0
NBPGMAIK_01401	MER0005767	126.0
NBPGMAIK_01431	MER0281397	60.8
NBPGMAIK_01434	MER0001009	98.6
NBPGMAIK_01435	MER0004468	84.3
NBPGMAIK_01559	MER0003339	117.0
NBPGMAIK_01564	MER0037236	73.9
NBPGMAIK_01581	MER0217243	61.2
NBPGMAIK_01612	MER0005694	310.0
NBPGMAIK_01613	MER0004775	501.0
NBPGMAIK_01623	MER0001025	202.0
NBPGMAIK_01632	MER0028025	154.0
NBPGMAIK_01659	MER0069741	121.0
NBPGMAIK_01682	MER0004931	156.0
NBPGMAIK_01683	MER0001350	191.0
NBPGMAIK_01684	MER0003423	56.6
NBPGMAIK_01721	MER0000589	53.9
NBPGMAIK_01798	MER0013541	64.7
NBPGMAIK_01953	MER0034582	141.0
NBPGMAIK_01957	MER0045886	177.0
NBPGMAIK_01965	MER0005244	115.0
NBPGMAIK_02040	MER0036053	66.6
NBPGMAIK_02061	MER0039263	119.0
NBPGMAIK_02074	MER0003380	153.0
NBPGMAIK_02081	MER0001244	185.0
NBPGMAIK_02088	MER0002565	129.0
NBPGMAIK_02089	MER0002755	62.4
NBPGMAIK_02133	MER0045479	80.5
NBPGMAIK_02145	MER0011781	61.6
NBPGMAIK_02160	MER0012158	184.0
NBPGMAIK_02167	MER0014135	235.0
NBPGMAIK_02172	MER0003380	82.8
NBPGMAIK_02174	MER0001297	123.0
NBPGMAIK_02191	MER0492485	43.5
NBPGMAIK_02212	MER0000474	231.0
NBPGMAIK_02220	MER0031610	147.0
NBPGMAIK_02309	MER0016191	119.0
NBPGMAIK_02319	MER0026494	251.0
NBPGMAIK_02367	MER0065554	243.0
NBPGMAIK_02385	MER0013623	174.0
NBPGMAIK_02415	MER0033186	199.0
NBPGMAIK_02417	MER0013829	173.0
NBPGMAIK_02420	MER0013499	118.0
NBPGMAIK_02435	MER0002635	176.0
NBPGMAIK_02443	MER0026545	133.0
NBPGMAIK_02475	MER0001978	507.0
NBPGMAIK_02477	MER0047723	447.0
NBPGMAIK_02505	MER0005767	73.2
NBPGMAIK_02542	MER0001521	107.0
NBPGMAIK_02546	MER0015472	79.3
NBPGMAIK_02560	MER0001602	122.0
NBPGMAIK_02575	MER0036038	81.6
NBPGMAIK_02668	MER0005813	115.0
NBPGMAIK_02669	MER0002959	106.0
NBPGMAIK_02676	MER0044622	165.0
NBPGMAIK_02678	MER0034539	265.0
NBPGMAIK_02709	MER0198917	318.0
NBPGMAIK_02712	MER0192051	46.6
NBPGMAIK_02751	MER0011175	52.4
