Query	Hit	Score
PEBHBAAE_00013	MER0025086	119.0
PEBHBAAE_00033	MER0003327	198.0
PEBHBAAE_00039	MER0014135	240.0
PEBHBAAE_00041	MER0028934	54.7
PEBHBAAE_00072	MER0011464	117.0
PEBHBAAE_00087	MER0004775	513.0
PEBHBAAE_00102	MER0003242	64.3
PEBHBAAE_00138	MER0003413	129.0
PEBHBAAE_00163	MER0192051	60.1
PEBHBAAE_00228	MER0005300	47.8
PEBHBAAE_00245	MER0004480	69.3
PEBHBAAE_00263	MER0281397	47.4
PEBHBAAE_00272	MER0042387	94.4
PEBHBAAE_00274	MER0004690	112.0
PEBHBAAE_00276	MER0002078	57.0
PEBHBAAE_00292	MER0016191	124.0
PEBHBAAE_00317	MER0031431	59.3
PEBHBAAE_00338	MER0001313	45.4
PEBHBAAE_00347	MER0003380	138.0
PEBHBAAE_00365	MER0011781	53.5
PEBHBAAE_00378	MER1143079	118.0
PEBHBAAE_00392	MER0036053	74.3
PEBHBAAE_00394	MER0001244	179.0
PEBHBAAE_00418	MER0034615	325.0
PEBHBAAE_00466	MER0005767	134.0
PEBHBAAE_00488	MER0001297	129.0
PEBHBAAE_00496	MER0001400	185.0
PEBHBAAE_00500	MER0034541	241.0
PEBHBAAE_00511	MER0237414	80.1
PEBHBAAE_00512	MER0195774	125.0
PEBHBAAE_00617	MER0031610	150.0
PEBHBAAE_00627	MER0000474	223.0
PEBHBAAE_00635	MER0001299	295.0
PEBHBAAE_00645	MER0014366	481.0
PEBHBAAE_00650	MER0001920	183.0
PEBHBAAE_00663	MER0013876	338.0
PEBHBAAE_00670	MER0014333	189.0
PEBHBAAE_00674	MER0001243	196.0
PEBHBAAE_00689	MER0002251	194.0
PEBHBAAE_00694	MER0091680	52.0
PEBHBAAE_00709	MER0037236	100.0
PEBHBAAE_00725	MER0217243	42.7
PEBHBAAE_00762	MER0034548	68.9
PEBHBAAE_00765	MER0036053	48.5
PEBHBAAE_00783	MER0069741	110.0
PEBHBAAE_00820	MER0026545	123.0
PEBHBAAE_00826	MER0000485	230.0
PEBHBAAE_00827	MER0017248	88.6
PEBHBAAE_00849	MER0001244	202.0
PEBHBAAE_00853	MER0019759	94.4
PEBHBAAE_00939	MER0006198	168.0
PEBHBAAE_00941	MER0005139	80.1
PEBHBAAE_00993	MER0001495	50.1
PEBHBAAE_01004	MER0005813	45.8
PEBHBAAE_01014	MER0045094	149.0
PEBHBAAE_01035	MER0026262	112.0
PEBHBAAE_01046	MER0000410	379.0
PEBHBAAE_01127	MER0011345	47.8
PEBHBAAE_01131	MER0015424	100.0
PEBHBAAE_01132	MER0004914	152.0
PEBHBAAE_01145	MER0028025	164.0
PEBHBAAE_01158	MER0011583	143.0
PEBHBAAE_01245	MER0017401	68.6
PEBHBAAE_01294	MER0014140	45.8
PEBHBAAE_01325	MER0001284	75.1
PEBHBAAE_01403	MER0065588	163.0
PEBHBAAE_01408	MER0001236	241.0
PEBHBAAE_01410	MER0168983	63.2
PEBHBAAE_01521	MER0015121	58.5
PEBHBAAE_01554	MER0198917	311.0
PEBHBAAE_01561	MER0066178	52.4
PEBHBAAE_01565	MER0014065	55.8
PEBHBAAE_01585	MER0017193	236.0
PEBHBAAE_01594	MER0001421	437.0
PEBHBAAE_01611	MER1143079	184.0
PEBHBAAE_01727	MER0056525	254.0
PEBHBAAE_01765	MER0005244	129.0
PEBHBAAE_01766	MER0001322	70.1
PEBHBAAE_01772	MER0027775	87.4
PEBHBAAE_01776	MER0025086	140.0
PEBHBAAE_01777	MER0025086	143.0
PEBHBAAE_01829	MER0042827	112.0
PEBHBAAE_01865	MER0001521	104.0
PEBHBAAE_01869	MER0437468	246.0
PEBHBAAE_01874	MER0045886	174.0
PEBHBAAE_01888	MER0195774	130.0
PEBHBAAE_01903	MER0043126	57.8
PEBHBAAE_01907	MER0031614	70.1
PEBHBAAE_01943	MER0034539	140.0
PEBHBAAE_01945	MER0034539	275.0
PEBHBAAE_01958	MER0001212	101.0
PEBHBAAE_01960	MER0021822	129.0
PEBHBAAE_01976	MER0000589	64.3
PEBHBAAE_01979	MER0035036	49.7
PEBHBAAE_01980	MER0015472	51.2
PEBHBAAE_01988	MER0034539	102.0
PEBHBAAE_01994	MER0002639	149.0
PEBHBAAE_02002	MER0036115	57.0
PEBHBAAE_02012	MER0003336	241.0
PEBHBAAE_02016	MER0004925	331.0
PEBHBAAE_02027	MER0002959	73.9
PEBHBAAE_02042	MER0073084	107.0
PEBHBAAE_02052	MER0002007	265.0
PEBHBAAE_02127	MER0003339	109.0
PEBHBAAE_02166	MER0044357	67.8
PEBHBAAE_02170	MER0044357	66.2
PEBHBAAE_02188	MER0005900	150.0
PEBHBAAE_02210	MER0001295	155.0
PEBHBAAE_02214	MER0002443	85.5
PEBHBAAE_02220	MER0001423	353.0
PEBHBAAE_02257	MER0001158	531.0
PEBHBAAE_02261	MER0026471	228.0
PEBHBAAE_02327	MER0005694	306.0
PEBHBAAE_02354	MER0492485	65.5
PEBHBAAE_02376	MER0195376	95.5
PEBHBAAE_02405	MER0036027	72.0
PEBHBAAE_02432	MER0047723	428.0
PEBHBAAE_02465	MER0209507	47.8
PEBHBAAE_02467	MER0005767	78.6
PEBHBAAE_02532	MER0033186	219.0
PEBHBAAE_02574	MER0034582	107.0
PEBHBAAE_02586	MER0001284	68.9
PEBHBAAE_02603	MER0001161	514.0
PEBHBAAE_02615	MER0018473	46.6
PEBHBAAE_02624	MER0015475	72.4
PEBHBAAE_02665	MER0060647	229.0
PEBHBAAE_02714	MER0001978	468.0
PEBHBAAE_02722	MER0048181	65.1
PEBHBAAE_02786	MER0017401	67.4
PEBHBAAE_02847	MER0058228	118.0
PEBHBAAE_02849	MER0005169	178.0
PEBHBAAE_02852	MER0031556	82.0
PEBHBAAE_02864	MER0003380	61.6
PEBHBAAE_02940	MER0492485	92.8
PEBHBAAE_02952	MER0013623	174.0
PEBHBAAE_02958	MER0026262	122.0
PEBHBAAE_02974	MER0002443	94.7
