Query	Hit	Score
CCJFHGFD_00051	MER0018170	42.7
CCJFHGFD_00070	MER0003380	64.3
CCJFHGFD_00078	MER0023167	62.0
CCJFHGFD_00094	MER0003336	276.0
CCJFHGFD_00100	MER0000471	133.0
CCJFHGFD_00101	MER0019759	84.0
CCJFHGFD_00112	MER0033259	65.1
CCJFHGFD_00122	MER0001920	187.0
CCJFHGFD_00132	MER0192051	51.6
CCJFHGFD_00167	MER0036114	90.9
CCJFHGFD_00215	MER0492485	67.0
CCJFHGFD_00274	MER0026339	335.0
CCJFHGFD_00279	MER0492485	45.1
CCJFHGFD_00307	MER0015462	57.8
CCJFHGFD_00325	MER0002251	189.0
CCJFHGFD_00326	MER0000472	117.0
CCJFHGFD_00328	MER0073084	111.0
CCJFHGFD_00329	MER0168983	64.7
CCJFHGFD_00354	MER0013976	82.0
CCJFHGFD_00355	MER0005768	131.0
CCJFHGFD_00363	MER0035089	223.0
CCJFHGFD_00364	MER0066178	47.0
CCJFHGFD_00402	MER0050859	255.0
CCJFHGFD_00410	MER0026494	257.0
CCJFHGFD_00424	MER0012073	52.8
CCJFHGFD_00436	MER0011806	157.0
CCJFHGFD_00499	MER0005139	68.9
CCJFHGFD_00513	MER0013450	65.1
CCJFHGFD_00542	MER0004925	321.0
CCJFHGFD_00569	MER0001289	87.0
CCJFHGFD_00573	MER0065588	161.0
CCJFHGFD_00585	MER0002443	103.0
CCJFHGFD_00668	MER0005169	177.0
CCJFHGFD_00699	MER0005768	106.0
CCJFHGFD_00705	MER0001243	185.0
CCJFHGFD_00735	MER0195774	73.9
CCJFHGFD_00746	MER0005244	95.1
CCJFHGFD_00748	MER0005244	121.0
CCJFHGFD_00826	MER0061102	128.0
CCJFHGFD_00869	MER0019881	68.2
CCJFHGFD_00897	MER0281397	73.2
CCJFHGFD_00900	MER0195376	61.6
CCJFHGFD_00907	MER0031431	63.2
CCJFHGFD_00933	MER0031562	65.5
CCJFHGFD_00960	MER0017193	129.0
CCJFHGFD_00976	MER0060647	268.0
CCJFHGFD_00980	MER0028025	160.0
CCJFHGFD_01021	MER0004123	88.6
CCJFHGFD_01036	MER0045886	199.0
CCJFHGFD_01095	MER0001978	455.0
CCJFHGFD_01111	MER0045094	150.0
CCJFHGFD_01160	MER0017193	250.0
CCJFHGFD_01178	MER0037236	68.9
CCJFHGFD_01207	MER0031570	56.2
CCJFHGFD_01226	MER0002601	129.0
CCJFHGFD_01227	MER0000474	214.0
CCJFHGFD_01241	MER0492485	47.4
CCJFHGFD_01261	MER0056022	63.2
CCJFHGFD_01359	MER0014664	101.0
CCJFHGFD_01383	MER0004146	55.1
CCJFHGFD_01396	MER0031610	142.0
CCJFHGFD_01476	MER0011440	94.0
CCJFHGFD_01478	MER0002489	118.0
CCJFHGFD_01521	MER0011900	58.5
CCJFHGFD_01532	MER0015659	96.3
CCJFHGFD_01547	MER0025086	85.1
CCJFHGFD_01642	MER0001161	478.0
CCJFHGFD_01668	MER0001233	184.0
CCJFHGFD_01689	MER0031611	66.6
CCJFHGFD_01713	MER0001299	273.0
CCJFHGFD_01806	MER0026262	124.0
CCJFHGFD_01827	MER0001158	724.0
CCJFHGFD_01837	MER0005196	327.0
CCJFHGFD_01838	MER0492485	110.0
CCJFHGFD_01841	MER0000315	84.7
CCJFHGFD_01880	MER0005694	159.0
CCJFHGFD_01891	MER0002036	77.0
CCJFHGFD_01933	MER0019096	48.9
CCJFHGFD_01934	MER0025086	126.0
CCJFHGFD_01948	MER0013541	41.2
CCJFHGFD_01952	MER0005767	125.0
CCJFHGFD_01986	MER0044357	65.1
CCJFHGFD_02009	MER0031563	58.5
CCJFHGFD_02083	MER0003242	59.3
CCJFHGFD_02109	MER0005687	55.8
CCJFHGFD_02135	MER0003850	176.0
CCJFHGFD_02160	MER0015424	188.0
CCJFHGFD_02164	MER0015424	202.0
CCJFHGFD_02237	MER0004514	52.0
CCJFHGFD_02243	MER0056525	252.0
CCJFHGFD_02252	MER0000410	382.0
CCJFHGFD_02272	MER0061102	71.6
CCJFHGFD_02274	MER0281397	59.7
CCJFHGFD_02278	MER0004954	99.4
CCJFHGFD_02285	MER0036308	56.2
CCJFHGFD_02289	MER0002443	105.0
CCJFHGFD_02332	MER0897124	72.4
CCJFHGFD_02413	MER0037236	69.7
CCJFHGFD_02466	MER0004054	48.5
CCJFHGFD_02490	MER0015472	60.8
CCJFHGFD_02511	MER0016191	111.0
CCJFHGFD_02532	MER0001295	165.0
CCJFHGFD_02584	MER0069741	82.0
CCJFHGFD_02637	MER0017248	43.5
CCJFHGFD_02660	MER0001423	61.6
CCJFHGFD_02735	MER0001421	385.0
CCJFHGFD_02745	MER0026213	47.8
CCJFHGFD_02748	MER0014366	448.0
CCJFHGFD_02783	MER0015475	65.9
CCJFHGFD_02825	MER0005694	276.0
CCJFHGFD_02838	MER0026545	109.0
CCJFHGFD_02855	MER0000485	214.0
CCJFHGFD_02898	MER1143079	100.0
CCJFHGFD_02915	MER0001313	47.8
CCJFHGFD_03043	MER0004146	77.0
CCJFHGFD_03051	MER0014188	67.4
CCJFHGFD_03102	MER0033186	190.0
CCJFHGFD_03174	MER0037850	116.0
CCJFHGFD_03193	MER0019759	60.1
CCJFHGFD_03198	MER0014135	247.0
CCJFHGFD_03200	MER0492485	74.3
CCJFHGFD_03202	MER0437468	237.0
CCJFHGFD_03275	MER0066178	52.8
CCJFHGFD_03334	MER0031563	71.2
CCJFHGFD_03395	MER0069741	103.0
CCJFHGFD_03407	MER0003380	63.9
CCJFHGFD_03421	MER0001423	432.0
